"scenario_id","rep_id","TT","n1","mean_count","zero_prop","dynamic_lambda_in_truth","lambda_sampled_in_fit","gamma_fixed_in_fit","gamma_learned_in_fit","gamma_truth_mean","gamma_mean","gamma_sd","gamma_q025","gamma_q50","gamma_q975","gamma_bias","gamma_covered","gamma_accept_rate","gamma_proposal_sd_final","lambda_truth_min","lambda_truth_max","beta0_true","beta0_mean","beta0_sd","beta0_q025","beta0_q50","beta0_q975","beta0_bias","beta0_covered","beta1_true","beta1_mean","beta1_sd","beta1_q025","beta1_q50","beta1_q975","beta1_bias","beta1_covered","beta2_true","beta2_mean","beta2_sd","beta2_q025","beta2_q50","beta2_q975","beta2_bias","beta2_covered","phi_rmse","phi_cor","phi_mean_bias","r_true_mean","r_mean","r_bias","r_q025_mean","r_q50_mean","r_q975_mean","tau_phi_mean","loglik_mean","loglik_nb_mean","phi_accept_rate","r_accept_rate_mean","beta_mean_n_reject","elapsed_sec","lambda_rmse","lambda_mae","lambda_coverage_95","log_lambda_rmse","log_lambda_mae","log_lambda_coverage_95","cor_lambda","cor_log_lambda","rmse_delta_log_lambda","mae_delta_log_lambda","cor_delta_log_lambda","lambda_truth_min","lambda_truth_max","lambda_post_mean_min","lambda_post_mean_max","oracle_lambda_fixed_in_fit","oracle_lambda_source","stress_type","sparse_beta0_shift","expected_count_multiplier","reference_mean_count","reference_zero_prop","observed_mean_count","observed_zero_prop","observed_total_count","observed_max_count","lambda_oracle_min","lambda_oracle_max","oracle_phi_fixed_in_fit","oracle_phi_source","s4a_oracle_beta_guard_count","s4a_oracle_kappa_guard_count","s4a_oracle_lamphi_beta_guard_count","s4a_oracle_lamphi_kappa_guard_count"
"S4A_ORACLE_LAMBDA_PHI_FIXED_GAMMA_DIAGNOSTIC_T100",4,100,9,1.96444444444444,0.356666666666667,TRUE,FALSE,TRUE,FALSE,0.8,0.8,0,0.8,0.8,0.8,0,1,NA,NA,0.148714873349531,4.92023393746212,-6.53036627476399,-6.5305699329548,0.0332041187264171,-6.59907938543898,-6.53074970546561,-6.46743971794807,-0.000203658190814693,1,0.5,0.539494118657662,0.0291611036526744,0.481878484558398,0.539607491637071,0.599491921355897,0.0394941186576615,1,-0.4,-0.406304663168714,0.0407397670248439,-0.485213155459518,-0.40675739277499,-0.329808293641489,-0.00630466316871398,1,4.15696209781293e-14,1,1.15817849138327e-14,15,12.4126895526562,-2.58731044734384,3.34968921726947,10.32146204755,33.4312519092587,1,-1231.59880786718,-1321.84020872317,NA,0.297808333333333,12.1317,123.638000000035,0,0,1,0,0,1,1,1,0,0,1,0.148714873349531,4.92023393746212,0.148714873349531,4.92023393746212,TRUE,"lambda_tilde_ident","observation_sparse_counts",-4.25,0.0142642339089993,NA,NA,1.96444444444444,0.356666666666667,1768,23,0.148714873349531,4.92023393746212,TRUE,"phi_star_ident",0,8,0,8
"S4A_ORACLE_LAMBDA_PHI_FIXED_GAMMA_DIAGNOSTIC_T100",7,100,9,2.67222222222222,0.28,TRUE,FALSE,TRUE,FALSE,0.8,0.8,0,0.8,0.8,0.8,0,1,NA,NA,4.20716072856158e-281,1.02906146131891e+26,-12.575081040253,-12.5661025678921,0.025854102690006,-12.6168992142288,-12.5654031128658,-12.5151274846779,0.00897847236094407,1,0.5,0.49854226056875,0.0243982230849799,0.450990743397501,0.498228148232527,0.546635154481797,-0.00145773943125033,1,-0.4,-0.43224242957891,0.0245972531917741,-0.481554589279063,-0.432135040223532,-0.384066673106588,-0.03224242957891,1,7.61444015091943e-13,1,-3.45402718772271e-13,15,16.3716873292564,1.37168732925636,4.97198135737648,13.8078036383949,42.2733220111592,1,-2167.64007174213,-1455.21516381928,NA,0.309836111111111,12.612775,124.559000000125,0,0,1,0,0,1,1,1,0,0,1,4.20716072856158e-281,1.02906146131891e+26,4.20716072856158e-281,1.02906146131891e+26,TRUE,"lambda_tilde_ident","observation_sparse_counts",-4.25,0.0142642339089993,NA,NA,2.67222222222222,0.28,2405,23,4.20716072856158e-281,1.02906146131891e+26,TRUE,"phi_star_ident",0,1,0,1
