"scenario_label","scenario_family","data_scenario_id","rep_id","data_file","TT","n1","n_cells","phi_source","beta0_truth","beta1_truth","beta2_truth","mean_count","zero_prop","count_cv","variance_to_mean","mean_lag1_x1","mean_lag1_x2","sd_lag1_x1","sd_lag1_x2","between_region_var_x1","between_region_var_x2","within_region_var_x1","within_region_var_x2","between_within_ratio_x1","between_within_ratio_x2","cor_x1bar_phi_ident","cor_x2bar_phi_ident","abs_cor_x1bar_phi_ident","abs_cor_x2bar_phi_ident","cor_x1bar_phi_raw","cor_x2bar_phi_raw","abs_cor_x1bar_phi_raw","abs_cor_x2bar_phi_raw","cor_vec_x1_log_lambda","cor_vec_x2_log_lambda","abs_cor_vec_x1_log_lambda","abs_cor_vec_x2_log_lambda","cor_x1bar_lambdabar_region","cor_x2bar_lambdabar_region","abs_cor_x1bar_lambdabar_region","abs_cor_x2bar_lambdabar_region","cor_xtime1_lambdabar_time","cor_xtime2_lambdabar_time","abs_cor_xtime1_lambdabar_time","abs_cor_xtime2_lambdabar_time","cor_vec_x1_x2","abs_cor_vec_x1_x2","cor_bar_x1_x2","abs_cor_bar_x1_x2","signal_sd_beta1_x1","signal_sd_beta2_x2","lag1_x1_minus_x2","abs_cor_x2phi_minus_x1phi","bw_ratio_x2_minus_x1","signal_sd_beta2_minus_beta1"
"S4A sparse counts","S4A","S4A_SPARSE_COUNTS_OBS_T100",4,"./data_s4a_sparse_counts/S4A_SPARSE_COUNTS_OBS_T100/data_rep04.rds",100,9,900,"phi_star_ident",-6.53036627476399,0.5,-0.4,1.96444444444445,0.356666666666667,1.2573704924567,3.10574846863534,0.623275499804601,NA,0.100086238541143,NA,0.044784555554085,1.12375000000001,0.968768075821248,0,0.0462283560656353,NA,0.140792530399794,0.14792906594974,0.140792530399794,0.14792906594974,0.168191113714604,-0.475430553777262,0.168191113714604,0.475430553777262,-0.0130742145134696,-6.86001867260052e-17,0.0130742145134696,6.86001867260052e-17,-0.713640107441789,-0.328308995734506,0.713640107441789,0.328308995734506,0.427533090796504,NA,0.427533090796504,NA,0.0516692285390306,0.0516692285390306,0.258822897817728,0.258822897817728,0.5,0.400000000000003,NA,0.00713653554994603,NA,-0.0999999999999972
"S4A sparse counts","S4A","S4A_SPARSE_COUNTS_OBS_T100",5,"./data_s4a_sparse_counts/S4A_SPARSE_COUNTS_OBS_T100/data_rep05.rds",100,9,900,"phi_star_ident",-5.6231423755845,0.5,-0.4,4.86555555555556,0.14,1.07783806411043,5.65248566002011,0.705241634975949,NA,0.0933624321302607,NA,0.0694841990717777,1.12375000000002,0.946591067051154,0,0.073404663840994,NA,-0.35797818738212,-0.46755844020025,0.35797818738212,0.46755844020025,-0.606528773729253,-0.58204695998551,0.606528773729253,0.58204695998551,0.00746217368340712,-2.83174757690516e-16,0.00746217368340712,2.83174757690516e-16,-0.486919795896336,-0.212687817884475,0.486919795896336,0.212687817884475,-0.0437459709484953,NA,0.0437459709484953,NA,0.102233782085394,0.102233782085394,0.411136706003878,0.411136706003878,0.5,0.400000000000001,NA,0.10958025281813,NA,-0.0999999999999996
"S4A sparse counts","S4A","S4A_SPARSE_COUNTS_OBS_T100",6,"./data_s4a_sparse_counts/S4A_SPARSE_COUNTS_OBS_T100/data_rep06.rds",100,9,900,"phi_star_ident",-6.0011894022961,0.5,-0.4,2.36111111111111,0.248888888888889,1.19388769366002,3.36545180919977,0.69460867927868,NA,0.0396862996604514,NA,0.0306933722315359,1.12375000000002,0.98142009227247,0,0.0312744486007675,NA,-0.361777274054503,-0.0799962262869339,0.361777274054503,0.0799962262869339,-0.197711395373083,-0.55595700566436,0.197711395373083,0.55595700566436,-0.0902072871044109,1.2252794554467e-16,0.0902072871044109,1.2252794554467e-16,0.00341056311458411,0.0277569367270951,0.00341056311458411,0.0277569367270951,-0.095204264436329,NA,0.095204264436329,NA,0.0502914600005505,0.0502914600005505,0.30430339170071,0.30430339170071,0.5,0.399999999999998,NA,-0.281781047767569,NA,-0.100000000000002
"S4A sparse counts","S4A","S4A_SPARSE_COUNTS_OBS_T100",7,"./data_s4a_sparse_counts/S4A_SPARSE_COUNTS_OBS_T100/data_rep07.rds",100,9,900,"phi_star_ident",-12.575081040253,0.5,-0.4,2.67222222222223,0.28,1.11075570135038,3.29692959837566,0.754306844351223,NA,0.0434024314960537,NA,0.0538842209332385,1.12375000000002,0.960597781429191,0,0.0560944673982786,NA,-0.329715727743962,0.315351574552877,0.329715727743962,0.315351574552877,0.333002518413705,-0.0545141040473388,0.333002518413705,0.0545141040473388,0.00779732325682643,-1.13246501188915e-17,0.00779732325682643,1.13246501188915e-17,0.33597132246821,-0.311866793144603,0.33597132246821,0.311866793144603,0.22178122428448,NA,0.22178122428448,NA,0.0326974144682008,0.0326974144682008,0.149319821021715,0.149319821021715,0.5,0.400000000000004,NA,-0.0143641531910849,NA,-0.0999999999999959
"S4A sparse counts","S4A","S4A_SPARSE_COUNTS_OBS_T100",8,"./data_s4a_sparse_counts/S4A_SPARSE_COUNTS_OBS_T100/data_rep08.rds",100,9,900,"phi_star_ident",-6.1070761548057,0.5,-0.4,1.92444444444445,0.315555555555556,1.1611355282482,2.59460473145681,0.695079454615249,NA,0.0494459610693413,NA,0.0621003128607323,1.12374999999999,0.953220818980263,0,0.0651478772013876,NA,-0.0234298886048113,0.578980366231521,0.0234298886048113,0.578980366231521,-0.198034492179798,0.446079143634309,0.198034492179798,0.446079143634309,0.0227903254434365,-5.23213012708744e-16,0.0227903254434365,5.23213012708744e-16,0.0873830693635741,-0.394243352840574,0.0873830693635741,0.394243352840574,0.0577906113616877,NA,0.0577906113616877,NA,-0.0330407642132313,0.0330407642132313,-0.140552327582818,0.140552327582818,0.5,0.399999999999995,NA,0.555550477626709,NA,-0.100000000000005
"S4A sparse counts","S4A","S4A_SPARSE_COUNTS_OBS_T100",9,"./data_s4a_sparse_counts/S4A_SPARSE_COUNTS_OBS_T100/data_rep09.rds",100,9,900,"phi_star_ident",-5.71259269926043,0.5,-0.4,3.48444444444446,0.185555555555556,1.37201392273753,6.55919559147351,0.65540945913053,NA,0.0714993074191363,NA,0.0373991062168987,1.12374999999999,0.97539923123062,0,0.0383423576925664,NA,0.270466038014478,-0.39828437994353,0.270466038014478,0.39828437994353,0.444323190910918,-0.356810341482329,0.444323190910918,0.356810341482329,0.117067920449387,-1.33050938424524e-16,0.117067920449387,1.33050938424524e-16,-0.164084784021885,-0.329455879587179,0.164084784021885,0.329455879587179,-0.0276891974695293,NA,0.0276891974695293,NA,0.0423466586535273,0.0423466586535273,0.232125786841959,0.232125786841959,0.5,0.399999999999995,NA,0.127818341929052,NA,-0.100000000000005
"S4A sparse counts","S4A","S4A_SPARSE_COUNTS_OBS_T100",10,"./data_s4a_sparse_counts/S4A_SPARSE_COUNTS_OBS_T100/data_rep10.rds",100,9,900,"phi_star_ident",-5.54605021652164,0.5,-0.4,4.15000000000001,0.156666666666667,1.15550328304738,5.54102952410306,0.695350645917464,NA,0.0648213074397831,NA,0.0819255828323155,1.12375000000002,0.935420352114644,0,0.0875815697692611,NA,-0.0835765287120631,-0.208061887498249,0.0835765287120631,0.208061887498249,-0.127538423615737,-0.237566625603917,0.127538423615737,0.237566625603917,-0.0186327649795581,4.65140756435683e-17,0.0186327649795581,4.65140756435683e-17,0.241157912844774,0.0539911921529928,0.241157912844774,0.0539911921529928,0.183984530986642,NA,0.183984530986642,NA,-0.092031039528625,0.092031039528625,-0.34084694839149,0.34084694839149,0.5,0.400000000000006,NA,0.124485358786186,NA,-0.099999999999994
"S4B low exposure","S4B","S4B_LOW_HETEROGENEOUS_EXPOSURE_T100",1,"./data_s4b_low_exposure/S4B_LOW_HETEROGENEOUS_EXPOSURE_T100/data_rep01.rds",100,9,900,"phi_star_ident",-1.67581758101154,0.5,-0.4,9.01222222222223,0.115555555555556,1.34454905455305,16.2924049228522,0.649648159106237,NA,0.0689231137436822,NA,0.0533238843858794,1.12374999999998,0.961100889440289,0,0.0554820882716417,NA,-0.169963243759613,-0.139267003308025,0.169963243759613,0.139267003308025,-0.250613934460191,0.406215173736609,0.250613934460191,0.406215173736609,0.14963056832275,-3.48205802519942e-16,0.14963056832275,3.48205802519942e-16,0.271425521044871,-0.503915929735746,0.271425521044871,0.503915929735746,0.401266392535509,NA,0.401266392535509,NA,-0.05609249440084,0.05609249440084,-0.257500879407353,0.257500879407353,0.5,0.399999999999993,NA,-0.030696240451588,NA,-0.100000000000007
"S4B low exposure","S4B","S4B_LOW_HETEROGENEOUS_EXPOSURE_T100",2,"./data_s4b_low_exposure/S4B_LOW_HETEROGENEOUS_EXPOSURE_T100/data_rep02.rds",100,9,900,"phi_star_ident",-1.4656523234212,0.5,-0.4,11.8966666666667,0.153333333333333,1.2218578166354,17.7609681813889,0.694444258363956,NA,0.0650524437881938,NA,0.0172056246105562,1.12374999999996,0.993530303379972,0,0.0173176646469896,NA,0.33766081247555,-0.251317482851566,0.33766081247555,0.251317482851566,0.247181465051999,0.115494271131122,0.247181465051999,0.115494271131122,-0.0283007985103829,3.33439448837226e-17,0.0283007985103829,3.33439448837226e-17,-0.560095101328394,0.126140294477971,0.560095101328394,0.126140294477971,-0.0580307393056851,NA,0.0580307393056851,NA,-0.0513204950614221,0.0513204950614221,-0.414753889867427,0.414753889867427,0.5,0.399999999999991,NA,-0.0863433296239843,NA,-0.100000000000009
"S4B low exposure","S4B","S4B_LOW_HETEROGENEOUS_EXPOSURE_T100",3,"./data_s4b_low_exposure/S4B_LOW_HETEROGENEOUS_EXPOSURE_T100/data_rep03.rds",100,9,900,"phi_star_ident",-1.78194190506619,0.5,-0.4,8.39888888888887,0.13,2.08104578756933,36.3735012414757,0.654548489900541,NA,0.0635354531489234,NA,0.0599080386610163,1.12374999999999,0.955189190876754,0,0.0627185056460151,NA,0.268075143955789,0.234821125958516,0.268075143955789,0.234821125958516,-0.660657972869862,-0.302684867964357,0.660657972869862,0.302684867964357,0.0470952006021242,-9.72393040210626e-16,0.0470952006021242,9.72393040210626e-16,-0.3322039137315,-0.166522513351986,0.3322039137315,0.166522513351986,-0.0261340051945367,NA,0.0261340051945367,NA,0.0819544383423748,0.0819544383423748,0.354948038035742,0.354948038035742,0.5,0.4,NA,-0.0332540179972731,NA,-0.1
"S4B low exposure","S4B","S4B_LOW_HETEROGENEOUS_EXPOSURE_T100",4,"./data_s4b_low_exposure/S4B_LOW_HETEROGENEOUS_EXPOSURE_T100/data_rep04.rds",100,9,900,"phi_star_ident",-2.28036627476399,0.5,-0.4,5.90444444444444,0.187777777777778,1.24104571742627,9.09399269794609,0.623275499804601,NA,0.100086238541143,NA,0.044784555554085,1.12375000000001,0.968768075821248,0,0.0462283560656353,NA,0.140792530399794,0.14792906594974,0.140792530399794,0.14792906594974,0.168191113714604,-0.475430553777262,0.168191113714604,0.475430553777262,-0.0130742145134696,-6.86001867260052e-17,0.0130742145134696,6.86001867260052e-17,-0.713640107441789,-0.328308995734506,0.713640107441789,0.328308995734506,0.427533090796504,NA,0.427533090796504,NA,0.0516692285390306,0.0516692285390306,0.258822897817728,0.258822897817728,0.5,0.400000000000003,NA,0.00713653554994603,NA,-0.0999999999999972
"S4B low exposure","S4B","S4B_LOW_HETEROGENEOUS_EXPOSURE_T100",5,"./data_s4b_low_exposure/S4B_LOW_HETEROGENEOUS_EXPOSURE_T100/data_rep05.rds",100,9,900,"phi_star_ident",-1.37314237558449,0.5,-0.4,15.7822222222223,0.113333333333333,1.43019052545398,32.2816665721699,0.705241634975949,NA,0.0933624321302607,NA,0.0694841990717777,1.12375000000002,0.946591067051154,0,0.073404663840994,NA,-0.35797818738212,-0.46755844020025,0.35797818738212,0.46755844020025,-0.606528773729253,-0.58204695998551,0.606528773729253,0.58204695998551,0.00746217368340712,-2.83174757690516e-16,0.00746217368340712,2.83174757690516e-16,-0.486919795896336,-0.212687817884475,0.486919795896336,0.212687817884475,-0.0437459709484953,NA,0.0437459709484953,NA,0.102233782085394,0.102233782085394,0.411136706003878,0.411136706003878,0.5,0.400000000000001,NA,0.10958025281813,NA,-0.0999999999999996
"S4B low exposure","S4B","S4B_LOW_HETEROGENEOUS_EXPOSURE_T100",6,"./data_s4b_low_exposure/S4B_LOW_HETEROGENEOUS_EXPOSURE_T100/data_rep06.rds",100,9,900,"phi_star_ident",-1.7511894022961,0.5,-0.4,9.36000000000001,0.0722222222222222,1.34193178293369,16.8553093180455,0.69460867927868,NA,0.0396862996604514,NA,0.0306933722315359,1.12375000000002,0.98142009227247,0,0.0312744486007675,NA,-0.361777274054503,-0.0799962262869339,0.361777274054503,0.0799962262869339,-0.197711395373083,-0.55595700566436,0.197711395373083,0.55595700566436,-0.0902072871044109,1.2252794554467e-16,0.0902072871044109,1.2252794554467e-16,0.00341056311458411,0.0277569367270951,0.00341056311458411,0.0277569367270951,-0.095204264436329,NA,0.095204264436329,NA,0.0502914600005505,0.0502914600005505,0.30430339170071,0.30430339170071,0.5,0.399999999999998,NA,-0.281781047767569,NA,-0.100000000000002
"S4B low exposure","S4B","S4B_LOW_HETEROGENEOUS_EXPOSURE_T100",7,"./data_s4b_low_exposure/S4B_LOW_HETEROGENEOUS_EXPOSURE_T100/data_rep07.rds",100,9,900,"phi_star_ident",-8.325081040253,0.5,-0.4,7.08888888888886,0.165555555555556,1.08162408681452,8.29336671536818,0.754306844351223,NA,0.0434024314960537,NA,0.0538842209332385,1.12375000000002,0.960597781429191,0,0.0560944673982786,NA,-0.329715727743962,0.315351574552877,0.329715727743962,0.315351574552877,0.333002518413705,-0.0545141040473388,0.333002518413705,0.0545141040473388,0.00779732325682643,-1.13246501188915e-17,0.00779732325682643,1.13246501188915e-17,0.33597132246821,-0.311866793144603,0.33597132246821,0.311866793144603,0.22178122428448,NA,0.22178122428448,NA,0.0326974144682008,0.0326974144682008,0.149319821021715,0.149319821021715,0.5,0.400000000000004,NA,-0.0143641531910849,NA,-0.0999999999999959
"S4B low exposure","S4B","S4B_LOW_HETEROGENEOUS_EXPOSURE_T100",8,"./data_s4b_low_exposure/S4B_LOW_HETEROGENEOUS_EXPOSURE_T100/data_rep08.rds",100,9,900,"phi_star_ident",-1.8570761548057,0.5,-0.4,7.54333333333335,0.191111111111111,1.46653122176962,16.2235512822466,0.695079454615249,NA,0.0494459610693413,NA,0.0621003128607323,1.12374999999999,0.953220818980263,0,0.0651478772013876,NA,-0.0234298886048113,0.578980366231521,0.0234298886048113,0.578980366231521,-0.198034492179798,0.446079143634309,0.198034492179798,0.446079143634309,0.0227903254434365,-5.23213012708744e-16,0.0227903254434365,5.23213012708744e-16,0.0873830693635741,-0.394243352840574,0.0873830693635741,0.394243352840574,0.0577906113616877,NA,0.0577906113616877,NA,-0.0330407642132313,0.0330407642132313,-0.140552327582818,0.140552327582818,0.5,0.399999999999995,NA,0.555550477626709,NA,-0.100000000000005
"S4B low exposure","S4B","S4B_LOW_HETEROGENEOUS_EXPOSURE_T100",9,"./data_s4b_low_exposure/S4B_LOW_HETEROGENEOUS_EXPOSURE_T100/data_rep09.rds",100,9,900,"phi_star_ident",-1.46259269926043,0.5,-0.4,9.33333333333332,0.0844444444444444,1.24265452027016,14.4124423963133,0.65540945913053,NA,0.0714993074191363,NA,0.0373991062168987,1.12374999999999,0.97539923123062,0,0.0383423576925664,NA,0.270466038014478,-0.39828437994353,0.270466038014478,0.39828437994353,0.444323190910918,-0.356810341482329,0.444323190910918,0.356810341482329,0.117067920449387,-1.33050938424524e-16,0.117067920449387,1.33050938424524e-16,-0.164084784021885,-0.329455879587179,0.164084784021885,0.329455879587179,-0.0276891974695293,NA,0.0276891974695293,NA,0.0423466586535273,0.0423466586535273,0.232125786841959,0.232125786841959,0.5,0.399999999999995,NA,0.127818341929052,NA,-0.100000000000005
"S4B low exposure","S4B","S4B_LOW_HETEROGENEOUS_EXPOSURE_T100",10,"./data_s4b_low_exposure/S4B_LOW_HETEROGENEOUS_EXPOSURE_T100/data_rep10.rds",100,9,900,"phi_star_ident",-1.29605021652164,0.5,-0.4,11.2599999999999,0.0388888888888889,1.25022528929234,17.6000924650836,0.695350645917464,NA,0.0648213074397831,NA,0.0819255828323155,1.12375000000002,0.935420352114644,0,0.0875815697692611,NA,-0.0835765287120631,-0.208061887498249,0.0835765287120631,0.208061887498249,-0.127538423615737,-0.237566625603917,0.127538423615737,0.237566625603917,-0.0186327649795581,4.65140756435683e-17,0.0186327649795581,4.65140756435683e-17,0.241157912844774,0.0539911921529928,0.241157912844774,0.0539911921529928,0.183984530986642,NA,0.183984530986642,NA,-0.092031039528625,0.092031039528625,-0.34084694839149,0.34084694839149,0.5,0.400000000000006,NA,0.124485358786186,NA,-0.099999999999994
"S4C overdispersion","S4C","S4C_STRONG_OVERDISPERSION_T100",1,"./data_s4c_overdispersion/S4C_STRONG_OVERDISPERSION_T100/data_rep01.rds",100,9,900,"phi_star_ident",-1.67581758101154,0.5,-0.4,162.454444444445,0,1.12530424420393,205.717629389553,0.649648159106237,NA,0.0689231137436822,NA,0.0533238843858794,1.12374999999998,0.961100889440289,0,0.0554820882716417,NA,-0.169963243759613,-0.139267003308025,0.169963243759613,0.139267003308025,-0.250613934460191,0.406215173736609,0.250613934460191,0.406215173736609,0.14963056832275,-3.48205802519942e-16,0.14963056832275,3.48205802519942e-16,0.271425521044871,-0.503915929735746,0.271425521044871,0.503915929735746,0.401266392535509,NA,0.401266392535509,NA,-0.05609249440084,0.05609249440084,-0.257500879407353,0.257500879407353,0.5,0.399999999999993,NA,-0.030696240451588,NA,-0.100000000000007
"S4C overdispersion","S4C","S4C_STRONG_OVERDISPERSION_T100",2,"./data_s4c_overdispersion/S4C_STRONG_OVERDISPERSION_T100/data_rep02.rds",100,9,900,"phi_star_ident",-1.4656523234212,0.5,-0.4,261.798888888888,0.00111111111111111,1.85549913192801,901.34138066479,0.694444258363956,NA,0.0650524437881938,NA,0.0172056246105562,1.12374999999996,0.993530303379972,0,0.0173176646469896,NA,0.33766081247555,-0.251317482851566,0.33766081247555,0.251317482851566,0.247181465051999,0.115494271131122,0.247181465051999,0.115494271131122,-0.0283007985103829,3.33439448837226e-17,0.0283007985103829,3.33439448837226e-17,-0.560095101328394,0.126140294477971,0.560095101328394,0.126140294477971,-0.0580307393056851,NA,0.0580307393056851,NA,-0.0513204950614221,0.0513204950614221,-0.414753889867427,0.414753889867427,0.5,0.399999999999991,NA,-0.0863433296239843,NA,-0.100000000000009
"S4C overdispersion","S4C","S4C_STRONG_OVERDISPERSION_T100",3,"./data_s4c_overdispersion/S4C_STRONG_OVERDISPERSION_T100/data_rep03.rds",100,9,900,"phi_star_ident",-1.78194190506619,0.5,-0.4,187.962222222222,0.00111111111111111,1.2081667091976,274.362214908218,0.654548489900541,NA,0.0635354531489234,NA,0.0599080386610163,1.12374999999999,0.955189190876754,0,0.0627185056460151,NA,0.268075143955789,0.234821125958516,0.268075143955789,0.234821125958516,-0.660657972869862,-0.302684867964357,0.660657972869862,0.302684867964357,0.0470952006021242,-9.72393040210626e-16,0.0470952006021242,9.72393040210626e-16,-0.3322039137315,-0.166522513351986,0.3322039137315,0.166522513351986,-0.0261340051945367,NA,0.0261340051945367,NA,0.0819544383423748,0.0819544383423748,0.354948038035742,0.354948038035742,0.5,0.4,NA,-0.0332540179972731,NA,-0.1
"S4C overdispersion","S4C","S4C_STRONG_OVERDISPERSION_T100",4,"./data_s4c_overdispersion/S4C_STRONG_OVERDISPERSION_T100/data_rep04.rds",100,9,900,"phi_star_ident",-2.28036627476399,0.5,-0.4,131.238888888889,0.06,1.25009370471405,205.091509297631,0.623275499804601,NA,0.100086238541143,NA,0.044784555554085,1.12375000000001,0.968768075821248,0,0.0462283560656353,NA,0.140792530399794,0.14792906594974,0.140792530399794,0.14792906594974,0.168191113714604,-0.475430553777262,0.168191113714604,0.475430553777262,-0.0130742145134696,-6.86001867260052e-17,0.0130742145134696,6.86001867260052e-17,-0.713640107441789,-0.328308995734506,0.713640107441789,0.328308995734506,0.427533090796504,NA,0.427533090796504,NA,0.0516692285390306,0.0516692285390306,0.258822897817728,0.258822897817728,0.5,0.400000000000003,NA,0.00713653554994603,NA,-0.0999999999999972
"S4C overdispersion","S4C","S4C_STRONG_OVERDISPERSION_T100",5,"./data_s4c_overdispersion/S4C_STRONG_OVERDISPERSION_T100/data_rep05.rds",100,9,900,"phi_star_ident",-1.37314237558449,0.5,-0.4,333.654444444444,0,1.25611501326099,526.448299295186,0.705241634975949,NA,0.0933624321302607,NA,0.0694841990717777,1.12375000000002,0.946591067051154,0,0.073404663840994,NA,-0.35797818738212,-0.46755844020025,0.35797818738212,0.46755844020025,-0.606528773729253,-0.58204695998551,0.606528773729253,0.58204695998551,0.00746217368340712,-2.83174757690516e-16,0.00746217368340712,2.83174757690516e-16,-0.486919795896336,-0.212687817884475,0.486919795896336,0.212687817884475,-0.0437459709484953,NA,0.0437459709484953,NA,0.102233782085394,0.102233782085394,0.411136706003878,0.411136706003878,0.5,0.400000000000001,NA,0.10958025281813,NA,-0.0999999999999996
"S4C overdispersion","S4C","S4C_STRONG_OVERDISPERSION_T100",6,"./data_s4c_overdispersion/S4C_STRONG_OVERDISPERSION_T100/data_rep06.rds",100,9,900,"phi_star_ident",-1.7511894022961,0.5,-0.4,179.644444444444,0,1.2896494669622,298.78387608641,0.69460867927868,NA,0.0396862996604514,NA,0.0306933722315359,1.12375000000002,0.98142009227247,0,0.0312744486007675,NA,-0.361777274054503,-0.0799962262869339,0.361777274054503,0.0799962262869339,-0.197711395373083,-0.55595700566436,0.197711395373083,0.55595700566436,-0.0902072871044109,1.2252794554467e-16,0.0902072871044109,1.2252794554467e-16,0.00341056311458411,0.0277569367270951,0.00341056311458411,0.0277569367270951,-0.095204264436329,NA,0.095204264436329,NA,0.0502914600005505,0.0502914600005505,0.30430339170071,0.30430339170071,0.5,0.399999999999998,NA,-0.281781047767569,NA,-0.100000000000002
"S4C overdispersion","S4C","S4C_STRONG_OVERDISPERSION_T100",7,"./data_s4c_overdispersion/S4C_STRONG_OVERDISPERSION_T100/data_rep07.rds",100,9,900,"phi_star_ident",-8.325081040253,0.5,-0.4,182.795555555555,0.0622222222222222,1.19263782866619,260.005654527762,0.754306844351223,NA,0.0434024314960537,NA,0.0538842209332385,1.12375000000002,0.960597781429191,0,0.0560944673982786,NA,-0.329715727743962,0.315351574552877,0.329715727743962,0.315351574552877,0.333002518413705,-0.0545141040473388,0.333002518413705,0.0545141040473388,0.00779732325682643,-1.13246501188915e-17,0.00779732325682643,1.13246501188915e-17,0.33597132246821,-0.311866793144603,0.33597132246821,0.311866793144603,0.22178122428448,NA,0.22178122428448,NA,0.0326974144682008,0.0326974144682008,0.149319821021715,0.149319821021715,0.5,0.400000000000004,NA,-0.0143641531910849,NA,-0.0999999999999959
"S4C overdispersion","S4C","S4C_STRONG_OVERDISPERSION_T100",8,"./data_s4c_overdispersion/S4C_STRONG_OVERDISPERSION_T100/data_rep08.rds",100,9,900,"phi_star_ident",-1.8570761548057,0.5,-0.4,134.787777777777,0,1.10193703345973,163.668111406287,0.695079454615249,NA,0.0494459610693413,NA,0.0621003128607323,1.12374999999999,0.953220818980263,0,0.0651478772013876,NA,-0.0234298886048113,0.578980366231521,0.0234298886048113,0.578980366231521,-0.198034492179798,0.446079143634309,0.198034492179798,0.446079143634309,0.0227903254434365,-5.23213012708744e-16,0.0227903254434365,5.23213012708744e-16,0.0873830693635741,-0.394243352840574,0.0873830693635741,0.394243352840574,0.0577906113616877,NA,0.0577906113616877,NA,-0.0330407642132313,0.0330407642132313,-0.140552327582818,0.140552327582818,0.5,0.399999999999995,NA,0.555550477626709,NA,-0.100000000000005
"S4C overdispersion","S4C","S4C_STRONG_OVERDISPERSION_T100",9,"./data_s4c_overdispersion/S4C_STRONG_OVERDISPERSION_T100/data_rep09.rds",100,9,900,"phi_star_ident",-1.46259269926043,0.5,-0.4,250.093333333334,0,1.58930449064156,631.707940611328,0.65540945913053,NA,0.0714993074191363,NA,0.0373991062168987,1.12374999999999,0.97539923123062,0,0.0383423576925664,NA,0.270466038014478,-0.39828437994353,0.270466038014478,0.39828437994353,0.444323190910918,-0.356810341482329,0.444323190910918,0.356810341482329,0.117067920449387,-1.33050938424524e-16,0.117067920449387,1.33050938424524e-16,-0.164084784021885,-0.329455879587179,0.164084784021885,0.329455879587179,-0.0276891974695293,NA,0.0276891974695293,NA,0.0423466586535273,0.0423466586535273,0.232125786841959,0.232125786841959,0.5,0.399999999999995,NA,0.127818341929052,NA,-0.100000000000005
"S4C overdispersion","S4C","S4C_STRONG_OVERDISPERSION_T100",10,"./data_s4c_overdispersion/S4C_STRONG_OVERDISPERSION_T100/data_rep10.rds",100,9,900,"phi_star_ident",-1.29605021652164,0.5,-0.4,281.515555555556,0,1.16853289108065,384.400797217469,0.695350645917464,NA,0.0648213074397831,NA,0.0819255828323155,1.12375000000002,0.935420352114644,0,0.0875815697692611,NA,-0.0835765287120631,-0.208061887498249,0.0835765287120631,0.208061887498249,-0.127538423615737,-0.237566625603917,0.127538423615737,0.237566625603917,-0.0186327649795581,4.65140756435683e-17,0.0186327649795581,4.65140756435683e-17,0.241157912844774,0.0539911921529928,0.241157912844774,0.0539911921529928,0.183984530986642,NA,0.183984530986642,NA,-0.092031039528625,0.092031039528625,-0.34084694839149,0.34084694839149,0.5,0.400000000000006,NA,0.124485358786186,NA,-0.099999999999994
"S4D short time","S4D","S4D_SHORT_TIME_T30",1,"./data_s4d_short_time/S4D_SHORT_TIME_T30/data_rep01.rds",30,9,270,"phi_star_ident",-1.68655237120595,0.5,-0.4,180.192592592593,0,1.16270373107397,243.598755993175,0.624180809048466,NA,0.123612326015417,NA,0.108467738037041,1.12083333333334,0.930910892226476,0,0.116517852506395,NA,-0.253724920755929,0.294934415447725,0.253724920755929,0.294934415447725,0.774406868774903,-0.41391789858674,0.774406868774903,0.41391789858674,-0.176260089120131,1.28217035400121e-15,0.176260089120131,1.28217035400121e-15,-0.450959506500552,0.355103522824022,0.450959506500552,0.355103522824022,-0.406805810845083,NA,0.406805810845083,NA,-0.107106477299195,0.107106477299195,-0.344299159958452,0.344299159958452,0.5,0.4,NA,0.0412094946917958,NA,-0.1
"S4D short time","S4D","S4D_SHORT_TIME_T30",2,"./data_s4d_short_time/S4D_SHORT_TIME_T30/data_rep02.rds",30,9,270,"phi_star_ident",-1.48067932076567,0.5,-0.4,208.085185185185,0,0.826335393309712,142.086844920678,0.595407270731452,NA,0.0822854918491059,NA,0.276357800997752,1.12083333333333,0.776529225136166,0,0.355888474061349,NA,-0.497035519462946,-0.121968026231776,0.497035519462946,0.121968026231776,0.0167539310118904,0.197557617491871,0.0167539310118904,0.197557617491871,-0.0733787418906625,3.30372073320295e-16,0.0733787418906625,3.30372073320295e-16,0.219679745524301,0.353406472569825,0.219679745524301,0.353406472569825,-0.0951350277379011,NA,0.0951350277379011,NA,0.0823043795892032,0.0823043795892032,0.165751550842773,0.165751550842773,0.5,0.399999999999999,NA,-0.37506749323117,NA,-0.100000000000001
