"scenario_id","rep_id","TT","TT_reference","TT_short","TT_ratio_to_reference","n1","n_cells","stress_type","beta0_star","beta0_star_ident","beta1_star","beta2_star","r_truth_mean","r_truth_min","r_truth_max","gamma_truth_mean","gamma_truth_min","gamma_truth_max","delta_truth","mean_exposure","min_exposure","max_exposure","exposure_cv","x1_sd","x2_sd","phi_truth_sd","phi_ident_sd","coherent","mean_count","median_count","zero_prop","nonzero_prop","total_count","max_count","count_sd","count_var","count_cv","variance_to_mean","max_to_mean","q05_count","q25_count","q50_count","q75_count","q90_count","q95_count","q99_count","kappa_mean","kappa_sd","kappa_cv","kappa_min","kappa_median","kappa_max","lambda_raw_min","lambda_raw_q01","lambda_raw_q05","lambda_raw_median","lambda_raw_q95","lambda_raw_q99","lambda_raw_max","log_lambda_mean","log_lambda_sd","log_lambda_q01","log_lambda_q05","log_lambda_median","log_lambda_q95","log_lambda_q99","delta_log_lambda_mean","delta_log_lambda_sd","delta_log_lambda_abs_mean","lambda_ident_lambda_raw_min","lambda_ident_lambda_raw_q01","lambda_ident_lambda_raw_q05","lambda_ident_lambda_raw_median","lambda_ident_lambda_raw_q95","lambda_ident_lambda_raw_q99","lambda_ident_lambda_raw_max","lambda_ident_log_lambda_mean","lambda_ident_log_lambda_sd","lambda_ident_log_lambda_q01","lambda_ident_log_lambda_q05","lambda_ident_log_lambda_median","lambda_ident_log_lambda_q95","lambda_ident_log_lambda_q99","lambda_ident_delta_log_lambda_mean","lambda_ident_delta_log_lambda_sd","lambda_ident_delta_log_lambda_abs_mean","file"
"S4D_SHORT_TIME_CALIB_T20",1,20,100,20,0.2,9,180,"short_time_series",-1.5,-2.5700676074649,0.5,-0.4,15,15,15,0.8,0.8,0.8,0.9,655.044139904112,291.48251758498,1145.82538363342,0.47247728773007,1,1,0.402952244283549,1.36594334266824,TRUE,147.527777777778,79,0.0277777777777778,0.972222222222222,26555,759,177.783322723504,31606.9098386096,1.20508371644627,214.243787269807,5.14479382413858,1,9,79,235.5,407.1,510.5,711.05,0.985744182605871,0.286095763490274,0.290233276075709,0.469534000146726,0.933080834242979,2.19947113382804,0.0181582023820791,0.0185843023216406,0.0275328079579667,1.00334617113169,1.39667469371394,1.46973864112727,1.47153734750447,-1.0700676074649,1.44355691389648,-3.98544653708334,-3.59245109001134,0.0033403822459869,0.334092445509065,0.385084415578612,0.00411367114626661,0.0722627849895115,0.0420316872234254,0.684214599373229,0.700270362675424,0.867833681477052,0.99609603757274,1.15423701953567,1.3584551210079,1.46677824504543,-9.62193288008469e-17,0.100609827559595,-0.356297307396283,-0.141759827612091,-0.00391161827496001,0.143439260488542,0.305837676377334,0.0041136711462666,0.0722627849895114,0.0420316872234254,"./data_s4d_short_time_calibration/S4D_SHORT_TIME_CALIB_T20/data_rep01.rds"
"S4D_SHORT_TIME_CALIB_T20",2,20,100,20,0.2,9,180,"short_time_series",-1.5,-1.40567613948984,0.5,-0.4,15,15,15,0.8,0.8,0.8,0.9,724.458499502823,311.909192262216,1122.72581219996,0.34439290283783,1,0.999999999999999,0.228841523818332,0.443918862530051,TRUE,262.883333333333,165,0,1,47319,1333,265.494653230258,70487.4108938548,1.00993337943419,268.131912358542,5.07069042033855,33.95,68,165,385.75,585.8,789.799999999999,1197.43,1.0297289284017,0.27409790536988,0.266184524693624,0.412054200150394,0.995646600568993,1.84593161550721,0.570205809096361,0.573328077016546,0.619120188597007,1.2544736113443,1.36407586413246,1.3870003985583,1.41887842845659,0.0943238605101571,0.259116991618571,-0.556297235226551,-0.479458712177429,0.226715626546514,0.310476459260445,0.327141658985773,0.00234666119869501,0.0257178121312345,0.0185429871883856,0.816424995450745,0.835820694971126,0.910487321767088,1.00404674383447,1.08532819105523,1.12508673614042,1.13826637914586,2.20502628501941e-17,0.0512301561166636,-0.179352059962901,-0.0937753242380926,0.0040385711980212,0.0818823794946282,0.117858263958301,0.00234666119869502,0.0257178121312345,0.0185429871883856,"./data_s4d_short_time_calibration/S4D_SHORT_TIME_CALIB_T20/data_rep02.rds"
"S4D_SHORT_TIME_CALIB_T20",3,20,100,20,0.2,9,180,"short_time_series",-1.5,-1.63736708523333,0.5,-0.4,15,15,15,0.8,0.8,0.8,0.9,743.998016100795,328.087077787036,1112.5246437043,0.340308580638911,1,1,0.322674819160463,0.451741269805464,TRUE,208.727777777778,146,0,1,37571,999,181.954314069334,33107.372408442,0.871730231627591,158.6150763493,4.78613824492295,15.95,65.75,146,327.25,473,548.2,782.26,1.02022234042712,0.282856736160772,0.277250090448278,0.455809605084086,0.999051183073393,1.88912281043148,0.50769174272174,0.511626791593497,0.521912760376883,0.906674011115276,1.51554354369007,1.56104645774774,1.56811045428557,-0.137367085233333,0.308456542484604,-0.67015985546926,-0.650254882893545,-0.0979723082780271,0.415774115953181,0.445355903139188,-0.00243540021485404,0.0367833547791533,0.0226425801114492,0.791684166210693,0.873745586526456,0.923069361921848,1.00193130014331,1.07817507522642,1.18299747537363,1.32385461405783,-1.1025131425097e-17,0.0564210700538622,-0.13496951179372,-0.08005256066388,0.00192941169820629,0.0752690213102504,0.1672810790779,-0.00243540021485405,0.0367833547791533,0.0226425801114492,"./data_s4d_short_time_calibration/S4D_SHORT_TIME_CALIB_T20/data_rep03.rds"
"S4D_SHORT_TIME_CALIB_T20",4,20,100,20,0.2,9,180,"short_time_series",-1.5,-1.88209125131421,0.5,-0.4,15,15,15,0.8,0.8,0.8,0.9,656.039757453041,372.490584310792,1220.59360965036,0.39817555631003,1,1,0.444089228108033,1.24830143705344,TRUE,191.011111111111,102.5,0,1,34382,1476,251.70156108675,63353.6758535072,1.31773256342316,331.675343308455,7.72729916816939,12.95,32.75,102.5,239.75,456,831.5,1104.15,1.03415027978106,0.263953174107293,0.255236767100401,0.504920551134203,1.00081367256767,1.99637119425728,0.046548797571897,0.050994315609725,0.0570471492803658,1.08947357233734,1.27780632555695,1.33250234059239,1.33808095056653,-0.382091251314211,0.964709635882578,-2.97652068429488,-2.86389139979487,0.0856922260488007,0.245144318587912,0.287058178581234,-0.00624418945312947,0.0324847246901495,0.0231528417559927,0.814829623928507,0.852910653433764,0.898204208797351,1.00182483455681,1.0881080162794,1.14366375945806,1.24416754558618,9.3289573596975e-18,0.0549397475175518,-0.159132001015983,-0.107357852966693,0.00182316902800606,0.0844404179206599,0.134217748482018,-0.00624418945312946,0.0324847246901495,0.0231528417559927,"./data_s4d_short_time_calibration/S4D_SHORT_TIME_CALIB_T20/data_rep04.rds"
"S4D_SHORT_TIME_CALIB_T20",5,20,100,20,0.2,9,180,"short_time_series",-1.5,-1.45546532337153,0.5,-0.4,15,15,15,0.8,0.8,0.8,0.9,887.703738711562,429.548642325212,1211.41018027402,0.228876028097626,1,1,0.438399827809748,0.463311828710746,TRUE,226.327777777778,182.5,0,1,40739,927,144.28729993457,20818.8249224084,0.637514764432669,91.985284028413,4.09582954908073,76.9,114.75,182.5,294,433,485.1,647.98,0.972455412393952,0.257932611232797,0.265238496228664,0.39724317907624,0.966255215287574,1.58264512782991,0.646983292136495,0.651438705030108,0.694092694253248,1.18291836084282,1.40741461000535,1.43199087279164,1.43486478198139,0.0445346766284722,0.254315377290763,-0.428575545444386,-0.365149797996248,0.167984461798687,0.341753989369828,0.35906568747561,-0.00173955519096796,0.0232803815925586,0.0172514697230834,0.88931026327538,0.905008016071022,0.924752677197697,0.999958666690335,1.07257704436763,1.12105508438222,1.21269102105836,2.82567179531333e-17,0.0455806261540366,-0.0998216033376558,-0.0782289532700992,-4.14234520381099e-05,0.0700598808299854,0.114265324032077,-0.00173955519096796,0.0232803815925586,0.0172514697230834,"./data_s4d_short_time_calibration/S4D_SHORT_TIME_CALIB_T20/data_rep05.rds"
"S4D_SHORT_TIME_CALIB_T20",6,20,100,20,0.2,9,180,"short_time_series",-1.5,-1.49297776988409,0.5,-0.4,15,15,15,0.8,0.8,0.8,0.9,748.328271944895,367.91051673452,1194.29790130563,0.297086467534333,1,1,0.250701202065787,0.268051142376652,TRUE,212.855555555556,149,0,1,38314,1477,217.288370610309,47214.2360024829,1.02082546092435,221.81350108177,6.93897791929843,42.7,90.5,149,234,419,605.25,1170.75,0.98035065272129,0.259186841584184,0.26438177081305,0.438548999047729,0.929139259228746,1.78040308379115,0.451090867259201,0.453882479177237,0.46076680360863,1.17342855821794,1.28471599204141,1.30293602145047,1.32530396666613,0.00702223011591075,0.331157941540484,-0.789917410338111,-0.774863250972704,0.159929844563884,0.250537667688684,0.264619547465874,-0.00117829497877928,0.0248013961185552,0.0169854147668361,0.862596581229851,0.925591870409314,0.950647885767143,0.999374765411141,1.06624111244987,1.09856483226991,1.12916482205938,5.44703171456717e-17,0.0360198705076591,-0.0773229591062161,-0.0506115457810719,-0.000625535001422944,0.0641382853559213,0.0940046167895003,-0.00117829497877928,0.0248013961185552,0.0169854147668361,"./data_s4d_short_time_calibration/S4D_SHORT_TIME_CALIB_T20/data_rep06.rds"
"S4D_SHORT_TIME_CALIB_T20",7,20,100,20,0.2,9,180,"short_time_series",-1.5,-2.08694473508347,0.5,-0.4,15,15,15,0.8,0.8,0.8,0.9,604.337157409574,303.161561413152,1069.85129316133,0.439312302380707,1,0.999999999999999,0.260499734009381,1.5273919370687,TRUE,151.266666666667,85,0.0222222222222222,0.977777777777778,27228,922,185.657328364433,34468.643575419,1.22735122321132,227.866749066234,6.09519612163948,3,32.75,85,195,391.3,525.399999999999,888.31,1.03180037419883,0.276466705808585,0.267945925124573,0.410076069336091,0.983958476626675,1.99807114121383,0.00936405204357451,0.0107120218906623,0.0126353156977103,1.0966213786515,1.38823747099882,1.44405614938706,1.47381861350753,-0.586944735083466,1.41173394244909,-4.53660921160156,-4.37125995189289,0.0922337486773211,0.328034927018783,0.367455836786139,-0.00121940645457268,0.0656859342739659,0.0330486150722265,0.724085962780975,0.783983221448091,0.903226369045272,0.998367264410223,1.10993921778067,1.16282978074549,1.74036737567052,-1.37235901655054e-17,0.0777024396479332,-0.244077071258523,-0.101782251396356,-0.00163408245911296,0.104305031728639,0.150856496303445,-0.00121940645457269,0.0656859342739659,0.0330486150722265,"./data_s4d_short_time_calibration/S4D_SHORT_TIME_CALIB_T20/data_rep07.rds"
"S4D_SHORT_TIME_CALIB_T20",8,20,100,20,0.2,9,180,"short_time_series",-1.5,-1.37309730598311,0.5,-0.4,15,15,15,0.8,0.8,0.8,0.9,621.03899332234,314.497789568473,984.869371516781,0.300072463052632,1,0.999999999999999,0.314541566501517,0.373112272942006,TRUE,227.938888888889,123.5,0,1,41029,1629,250.748202484161,62874.6610490379,1.10006767035875,275.839990953395,7.14665236783739,36.95,71.5,123.5,297.25,485.2,664.15,1248.23,0.995572057356228,0.233133661063555,0.234170554849288,0.454209522018145,0.985015140562369,1.71988541658246,0.847300343836614,0.866466506445192,0.890237899707225,1.15859258884966,1.33921904681895,1.39379930214572,1.4042882928993,0.126902694016891,0.117175174542815,-0.14333985107754,-0.116266550652313,0.147205966982876,0.292085945896451,0.332032581094458,-0.00148704429070131,0.0265550622123694,0.0187014828166764,0.909484468865424,0.919973142384281,0.935416153044562,0.99905822467036,1.06263682727197,1.08900497973646,1.21489007152034,-3.40776789502999e-17,0.0398940377805214,-0.0834108346580238,-0.0667637757458692,-0.000942228220675337,0.0607533505853772,0.0852609648637157,-0.00148704429070131,0.0265550622123694,0.0187014828166764,"./data_s4d_short_time_calibration/S4D_SHORT_TIME_CALIB_T20/data_rep08.rds"
"S4D_SHORT_TIME_CALIB_T20",9,20,100,20,0.2,9,180,"short_time_series",-1.5,-1.33112098522046,0.5,-0.4,15,15,15,0.8,0.8,0.8,0.9,711.865194542558,309.901526286,1163.57016658892,0.327892284799436,1,0.999999999999999,0.378334932629156,0.383015470321186,TRUE,263.616666666667,163.5,0,1,47451,1741,291.418209631842,84924.572905028,1.10546200783401,322.151759139007,6.60428652715433,37.85,82.25,163.5,341.75,627.7,825.799999999999,1640.31,0.985482376643704,0.253013927991074,0.2567412000332,0.394511827249333,0.959272965663063,1.64519670435661,0.918614141852111,0.923344545178495,0.937326391034972,1.23054225492594,1.37488642299813,1.42291671076998,1.44902433951692,0.168879014779538,0.114019763751242,-0.0797553765328793,-0.0647239185521912,0.207453903928263,0.318368728319812,0.352706868139808,-0.000370418583756459,0.0234618736198542,0.0176449576091838,0.891940983019315,0.905752832057256,0.932250270816006,0.997806176991553,1.07140183192823,1.16666522434011,1.18251127444804,3.12635719781598e-17,0.0436918734330648,-0.0989913967305585,-0.0701541805989993,-0.00219623319758477,0.0689678795082992,0.154134833527377,-0.00037041858375646,0.0234618736198543,0.0176449576091838,"./data_s4d_short_time_calibration/S4D_SHORT_TIME_CALIB_T20/data_rep09.rds"
"S4D_SHORT_TIME_CALIB_T20",10,20,100,20,0.2,9,180,"short_time_series",-1.5,-1.8598517195781,0.5,-0.4,15,15,15,0.8,0.8,0.8,0.9,764.150940379956,422.921450268656,1222.47176865405,0.358759982826855,1,1,0.303413722518908,0.88488707946495,TRUE,147.238888888889,121,0,1,26503,682,113.544732596605,12892.4063004345,0.771159939153638,87.561149080414,4.63192846092895,23.85,64,121,200.5,291,362.349999999999,471.81,1.00138999158932,0.282067828574914,0.281676300885774,0.46474199644818,0.968781921333111,1.95146263380079,0.0542716415538907,0.0655291369247432,0.0706110369925441,1.08691748237242,1.3038896587108,1.32660316741908,1.36252541862077,-0.359851719578099,0.907567869703611,-2.72558357862683,-2.65057183961347,0.0833454039805512,0.265351775060742,0.282621609751373,0.00130969875748468,0.0301020418313179,0.0208952111417885,0.742862212243962,0.896953145852697,0.944745781924004,0.999580048675528,1.06168274087074,1.18127151427654,1.19782441986352,4.78976426422485e-17,0.0498964164009359,-0.109074834485794,-0.0568406434435133,-0.000420107056901908,0.0598373904035168,0.16659005897562,0.00130969875748468,0.0301020418313179,0.0208952111417885,"./data_s4d_short_time_calibration/S4D_SHORT_TIME_CALIB_T20/data_rep10.rds"
