"scenario_id","rep_id","TT","n1","mean_count","zero_prop","dynamic_lambda_in_truth","lambda_sampled_in_fit","gamma_fixed_in_fit","gamma_learned_in_fit","gamma_truth_mean","gamma_mean","gamma_sd","gamma_q025","gamma_q50","gamma_q975","gamma_bias","gamma_covered","gamma_accept_rate","gamma_proposal_sd_final","lambda_truth_min","lambda_truth_max","beta0_true","beta0_mean","beta0_sd","beta0_q025","beta0_q50","beta0_q975","beta0_bias","beta0_covered","beta1_true","beta1_mean","beta1_sd","beta1_q025","beta1_q50","beta1_q975","beta1_bias","beta1_covered","beta2_true","beta2_mean","beta2_sd","beta2_q025","beta2_q50","beta2_q975","beta2_bias","beta2_covered","phi_rmse","phi_cor","phi_mean_bias","r_true_mean","r_mean","r_bias","r_q025_mean","r_q50_mean","r_q975_mean","tau_phi_mean","loglik_mean","loglik_nb_mean","phi_accept_rate","r_accept_rate_mean","beta_mean_n_reject","elapsed_sec","lambda_rmse","lambda_mae","lambda_coverage_95","log_lambda_rmse","log_lambda_mae","log_lambda_coverage_95","cor_lambda","cor_log_lambda","rmse_delta_log_lambda","mae_delta_log_lambda","cor_delta_log_lambda","lambda_truth_min.1","lambda_truth_max.1","lambda_post_mean_min","lambda_post_mean_max","oracle_lambda_fixed_in_fit","oracle_phi_fixed_in_fit","oracle_lambda_source","oracle_phi_source","stress_type","exposure_stress_type","target_mean_exposure_multiplier","realized_mean_exposure_multiplier","realized_min_exposure_multiplier","realized_max_exposure_multiplier","reference_mean_count","reference_zero_prop","observed_mean_count","observed_zero_prop","observed_total_count","observed_max_count","reference_mean_exposure","mean_exposure","exposure_mean_ratio","exposure_cv","multiplier_cv","area_multiplier_cv","lowest_exposure_group_mean_count","lowest_exposure_group_zero_prop","highest_exposure_group_mean_count","highest_exposure_group_zero_prop","count_exposure_cor_area","lambda_oracle_min","lambda_oracle_max","count_low_exposure_n_areas","count_low_exposure_mean_exposure","count_low_exposure_mean_multiplier","count_low_exposure_mean_count","count_low_exposure_zero_prop","count_low_exposure_total_count","count_middle_exposure_n_areas","count_middle_exposure_mean_exposure","count_middle_exposure_mean_multiplier","count_middle_exposure_mean_count","count_middle_exposure_zero_prop","count_middle_exposure_total_count","count_high_exposure_n_areas","count_high_exposure_mean_exposure","count_high_exposure_mean_multiplier","count_high_exposure_mean_count","count_high_exposure_zero_prop","count_high_exposure_total_count","lambda_low_exposure_lambda_rmse","lambda_low_exposure_log_lambda_rmse","lambda_low_exposure_cor_log_lambda","lambda_middle_exposure_lambda_rmse","lambda_middle_exposure_log_lambda_rmse","lambda_middle_exposure_cor_log_lambda","lambda_high_exposure_lambda_rmse","lambda_high_exposure_log_lambda_rmse","lambda_high_exposure_cor_log_lambda","phi_low_exposure_phi_rmse","phi_low_exposure_phi_mae","phi_low_exposure_phi_cor","phi_middle_exposure_phi_rmse","phi_middle_exposure_phi_mae","phi_middle_exposure_phi_cor","phi_high_exposure_phi_rmse","phi_high_exposure_phi_mae","phi_high_exposure_phi_cor","s4b_oracle_lamphi_beta_guard_count","s4b_oracle_lamphi_kappa_guard_count"
"S4B_ORACLE_LAMBDA_PHI_FIXED_GAMMA_DIAGNOSTIC_T100",7,100,9,7.08888888888889,0.165555555555556,TRUE,FALSE,TRUE,FALSE,0.8,0.8,0,0.8,0.8,0.8,0,1,NA,NA,4.20716072856158e-281,1.02906146131891e+26,-8.325081040253,-8.32862487857623,0.0168940916462308,-8.36181148409529,-8.32867484175677,-8.2953731754431,-0.00354383832322291,1,0.5,0.498889506318227,0.0166592416647532,0.465743948852921,0.498961394787223,0.531230594762997,-0.00111049368177263,1,-0.4,-0.421546418522483,0.0161341397709795,-0.453806794686644,-0.421178877928489,-0.390988455014545,-0.0215464185224826,1,7.61444015091943e-13,1,-3.45402718772271e-13,15,18.5810905423219,3.58109054232187,7.87345065589853,16.5320761852485,41.1585032328889,1,-2695.59901700949,-1931.56711785027,NA,0.312758333333333,13.389075,125.348999999929,0,0,1,0,0,1,1,1,0,0,1,4.20716072856158e-281,1.02906146131891e+26,4.20716072856158e-281,1.02906146131891e+26,TRUE,TRUE,"lambda_tilde_ident","phi_star_ident","low_exposure","low_heterogeneous_exposure",0.05,0.05,0.0101723614757508,0.153447287539338,185.008888888889,0.0555555555555556,7.08888888888889,0.165555555555556,6380,60,604.23034726049,28.5217794138887,0.0472034871191146,0.823174305631986,0.72552565271401,0.761025699142162,5.11333333333333,0.2,7.73666666666667,0.286666666666667,0.628594631321543,4.20716072856158e-281,1.02906146131891e+26,3,9.02884110182158,0.0248010855930132,5.11333333333333,0.2,1534,3,26.5035824309418,0.0420351065397242,8.41666666666667,0.01,2525,3,50.0329147089028,0.0831638078672626,7.73666666666667,0.286666666666667,2321,0,0,1,0,0,1,0,0,1,3.64250622029835e-13,3.44021107897182e-13,1,4.73837429392311e-13,4.68366086655199e-13,1,1.17566599815415e-12,8.53243401858587e-13,1,0,0
