"scenario_id","n_reps","n_stable","n_soft_warning","n_numerical_instability","stable_rate","numerical_instability_rate","TT_short","TT_reference","TT_ratio_to_reference","n_cells_avg","x2_mode_unique","mean_x2_within_sd_avg","min_x2_within_sd_min","mean_lag1_x2_avg","mean_count_avg","zero_prop_avg","beta1_mean_avg","beta2_mean_avg","r_mean_avg","log_lambda_rmse_avg","cor_log_lambda_avg","cor_delta_log_lambda_avg","log_kappa_rmse_avg","cor_log_kappa_avg","total_beta_guards","total_kappa_guards","total_lambda_input_guards","total_lambda_output_guards","main_interpretation"
"S4D_SHORT_TIME_FIXED_GAMMA_T30_CONTINUOUS_X2",10,10,0,0,1,0,30,100,0.3,270,"continuous_time",0.966184752139171,0.587157969043721,0.422609404901966,202.167037037037,0.00481481481481481,0.506481273987264,-0.405494815691645,15.5349820347759,0.0534859836611806,0.53229865422034,0.230991767492247,0.121294405880205,0.88895981166949,0,0,0,0,"T = 30 reduces temporal replication without creating sparse counts or numerical instability; lambda RMSE remains low but path-shape correlations are weaker."
