"subset","n","mean_x2_within_sd_avg","min_x2_within_sd_avg","mean_lag1_x2_avg","beta2_mean_avg","log_lambda_rmse_avg","cor_log_lambda_avg","mean_x2_within_sd_sd","min_x2_within_sd_sd","mean_lag1_x2_sd","beta2_mean_sd","log_lambda_rmse_sd","cor_log_lambda_sd"
"all_sampled_lambda",10,0.966184752139171,0.755359804388463,0.422609404901966,-0.405494815691645,0.0534859836611806,0.53229865422034,0.0149332797036329,0.0982414971671244,0.049477662131218,0.0183783338308957,0.0188508204466949,0.227059500003119
"stable_only",10,0.966184752139171,0.755359804388463,0.422609404901966,-0.405494815691645,0.0534859836611806,0.53229865422034,0.0149332797036329,0.0982414971671244,0.049477662131218,0.0183783338308957,0.0188508204466949,0.227059500003119
"stable_plus_soft_warning",10,0.966184752139171,0.755359804388463,0.422609404901966,-0.405494815691645,0.0534859836611806,0.53229865422034,0.0149332797036329,0.0982414971671244,0.049477662131218,0.0183783338308957,0.0188508204466949,0.227059500003119
"numerical_instability",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
