"subset","n","TT_short_avg","TT_reference_avg","TT_ratio_to_reference_avg","n_cells_avg","mean_count_avg","median_count_avg","zero_prop_avg","total_count_avg","max_count_avg","count_cv_avg","variance_to_mean_avg","q95_count_avg","q99_count_avg","beta0_star_ident_avg","phi_ident_sd_avg","log_lambda_sd_truth_avg","delta_log_lambda_sd_truth_avg","delta_log_lambda_abs_mean_truth_avg","lambda_raw_median_avg","lambda_raw_max_avg","mean_x2_within_sd_avg","min_x2_within_sd_avg","mean_lag1_x2_avg","TT_short_sd","TT_reference_sd","TT_ratio_to_reference_sd","n_cells_sd","mean_count_sd","median_count_sd","zero_prop_sd","total_count_sd","max_count_sd","count_cv_sd","variance_to_mean_sd","q95_count_sd","q99_count_sd","beta0_star_ident_sd","phi_ident_sd_sd","log_lambda_sd_truth_sd","delta_log_lambda_sd_truth_sd","delta_log_lambda_abs_mean_truth_sd","lambda_raw_median_sd","lambda_raw_max_sd","mean_x2_within_sd_sd","min_x2_within_sd_sd","mean_lag1_x2_sd"
"all_sampled_lambda",10,30,100,0.3,270,202.167037037037,128.65,0.00481481481481481,54585.1,1465.9,1.06203631088577,242.143005723425,634.584999999999,1042.648,-1.7119355169065,0.876306764857183,0.75217567836273,0.0343080806081893,0.0210196512311813,1.13191383499427,1.49121463676695,0.966184752139171,0.755359804388463,0.422609404901966,0,0,0,0,53.5616380739012,31.7219254704937,0.0115878518817356,14461.6422799533,567.472848102298,0.144115096609285,113.876374669876,210.48644460181,414.011361969693,0.217570179251036,0.392663407047485,0.439540198611779,0.0214454050925561,0.00709331585803254,0.0675373464044314,0.0804338842728327,0.0149332797036329,0.0982414971671244,0.049477662131218
"stable_only",10,30,100,0.3,270,202.167037037037,128.65,0.00481481481481481,54585.1,1465.9,1.06203631088577,242.143005723425,634.584999999999,1042.648,-1.7119355169065,0.876306764857183,0.75217567836273,0.0343080806081893,0.0210196512311813,1.13191383499427,1.49121463676695,0.966184752139171,0.755359804388463,0.422609404901966,0,0,0,0,53.5616380739012,31.7219254704937,0.0115878518817356,14461.6422799533,567.472848102298,0.144115096609285,113.876374669876,210.48644460181,414.011361969693,0.217570179251036,0.392663407047485,0.439540198611779,0.0214454050925561,0.00709331585803254,0.0675373464044314,0.0804338842728327,0.0149332797036329,0.0982414971671244,0.049477662131218
"stable_plus_soft_warning",10,30,100,0.3,270,202.167037037037,128.65,0.00481481481481481,54585.1,1465.9,1.06203631088577,242.143005723425,634.584999999999,1042.648,-1.7119355169065,0.876306764857183,0.75217567836273,0.0343080806081893,0.0210196512311813,1.13191383499427,1.49121463676695,0.966184752139171,0.755359804388463,0.422609404901966,0,0,0,0,53.5616380739012,31.7219254704937,0.0115878518817356,14461.6422799533,567.472848102298,0.144115096609285,113.876374669876,210.48644460181,414.011361969693,0.217570179251036,0.392663407047485,0.439540198611779,0.0214454050925561,0.00709331585803254,0.0675373464044314,0.0804338842728327,0.0149332797036329,0.0982414971671244,0.049477662131218
"numerical_instability",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
