"subset","parameter","n_reps","mean_truth","mean_post_mean","sd_post_mean_across_reps","mean_bias","median_bias","rmse_bias","mean_abs_bias","coverage","mean_post_sd"
"all_sampled_lambda","beta0",10,-1.7119355169065,-1.71055626609857,0.215462661453194,0.00137925080792898,7.33175346299131e-05,0.0182022942407691,0.015202018994475,1,0.019241169733234
"all_sampled_lambda","beta1",10,0.5,0.506481273987264,0.0240576792325197,0.00648127398726361,0.010229671776278,0.0237255484561961,0.0198310771480918,1,0.0205217106486845
"all_sampled_lambda","beta2",10,-0.4,-0.405494815691645,0.0183783338308957,-0.00549481569164508,-0.00164747673002097,0.018280586381323,0.0150640377215449,1,0.0191550793683354
"stable_only","beta0",10,-1.7119355169065,-1.71055626609857,0.215462661453194,0.00137925080792898,7.33175346299131e-05,0.0182022942407691,0.015202018994475,1,0.019241169733234
"stable_only","beta1",10,0.5,0.506481273987264,0.0240576792325197,0.00648127398726361,0.010229671776278,0.0237255484561961,0.0198310771480918,1,0.0205217106486845
"stable_only","beta2",10,-0.4,-0.405494815691645,0.0183783338308957,-0.00549481569164508,-0.00164747673002097,0.018280586381323,0.0150640377215449,1,0.0191550793683354
"stable_plus_soft_warning","beta0",10,-1.7119355169065,-1.71055626609857,0.215462661453194,0.00137925080792898,7.33175346299131e-05,0.0182022942407691,0.015202018994475,1,0.019241169733234
"stable_plus_soft_warning","beta1",10,0.5,0.506481273987264,0.0240576792325197,0.00648127398726361,0.010229671776278,0.0237255484561961,0.0198310771480918,1,0.0205217106486845
"stable_plus_soft_warning","beta2",10,-0.4,-0.405494815691645,0.0183783338308957,-0.00549481569164508,-0.00164747673002097,0.018280586381323,0.0150640377215449,1,0.0191550793683354
