"scenario","rep","parameter","truth","post_mean","bias","rmse_component","q025","q975","cover"
"S4A","rep08","phi_vector",NA,NA,-1.30759600678074e-15,0.685095107224755,NA,NA,0.111111111111111
"S4A","rep08","log_lambda_vector",NA,NA,-1.08308423957876e-16,1.40086062365321,NA,NA,0.975555555555556
"S4A","rep08","log_kappa_vector",NA,NA,-0.020572004445721,0.0620033064260525,NA,NA,0.971111111111111
"S4A","rep09","beta0",-5.8516665297927,-5.88240016669362,-0.0307336369009166,0.000944556437157381,-5.94190833554095,-5.82579996627959,1
"S4A","rep09","beta1",0.5,0.548561395575368,0.0485613955753678,0.00235820914022735,0.494959183552486,0.605113464591646,1
"S4A","rep09","beta2",-0.4,-0.398223556942003,0.00177644305799746,3.15574993830736e-06,-0.450980477619892,-0.347225388667715,1
"S4A","rep09","r_mean",15,18.7980133201685,3.79801332016853,14.4249051801776,12.7396233246031,26.8202190434195,1
"S4A","rep09","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4A","rep09","phi_vector",NA,NA,-1.61907524424502e-16,0.00644897261430185,NA,NA,1
"S4A","rep09","log_lambda_vector",NA,NA,-1.86270751909332e-17,0.0374601605110856,NA,NA,0.996666666666667
"S4A","rep09","log_kappa_vector",NA,NA,0.000117003196998331,0.062977953307058,NA,NA,0.953333333333333
"S4A","rep10","beta0",-5.85878847912896,-5.9716305425307,-0.11284206340174,0.0127333312727624,-6.08478284046847,-5.87866280212702,0
"S4A","rep10","beta1",0.5,0.480380511678965,-0.019619488321035,0.000384924321979229,0.416830457089156,0.542709369170998,1
"S4A","rep10","beta2",-0.4,-0.41480377052851,-0.0148037705285102,0.000219151621860786,-0.467937326633336,-0.360152597120341,1
"S4A","rep10","r_mean",15,14.1197632709732,-0.880236729026795,0.77481669912779,9.16194705570502,21.0347225927778,1
"S4A","rep10","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4A","rep10","phi_vector",NA,NA,-8.63506796930677e-17,0.129371331603493,NA,NA,0.666666666666667
"S4A","rep10","log_lambda_vector",NA,NA,-1.78869265078497e-17,0.462646170408393,NA,NA,0.97
"S4A","rep10","log_kappa_vector",NA,NA,-0.0183200958049695,0.068668594256004,NA,NA,0.972222222222222
"S4B","rep01","beta0",-2.13511540131423,-2.29748575002967,-0.162370348715439,0.0263641301419732,-2.41484772891509,-2.19196809201774,0
"S4B","rep01","beta1",0.5,0.510486842467723,0.0104868424677234,0.000109973864942846,0.463367145618892,0.554715451368168,1
"S4B","rep01","beta2",-0.4,-0.401081466068736,-0.00108146606873638,1.16956885782812e-06,-0.438663788736632,-0.362924422020478,1
"S4B","rep01","r_mean",15,14.9041800382375,-0.0958199617624746,0.0091814650721621,10.4228708384656,20.6533787516703,1
"S4B","rep01","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4B","rep01","phi_vector",NA,NA,3.02227378925737e-16,0.0829316563255023,NA,NA,0.666666666666667
"S4B","rep01","log_lambda_vector",NA,NA,2.3974649426211e-16,0.441811159351239,NA,NA,0.943333333333333
"S4B","rep01","log_kappa_vector",NA,NA,-0.0335119892780933,0.0594557732425283,NA,NA,0.975555555555556
"S4B","rep02","beta0",-1.38506352666298,-1.39632924836362,-0.0112657217006413,0.000126916485436301,-1.43947778749395,-1.35424181114073,1
"S4B","rep02","beta1",0.5,0.482066961409403,-0.0179330385905972,0.000321593873091848,0.448007730134269,0.516712718453102,1
"S4B","rep02","beta2",-0.4,-0.386470919065649,0.013529080934351,0.000183036030928219,-0.419669561080641,-0.353575381148256,1
"S4B","rep02","r_mean",15,16.0214416274469,1.02144162744685,1.04334299828127,11.8136816198979,21.4790963638502,1
"S4B","rep02","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4B","rep02","phi_vector",NA,NA,1.2335811384724e-16,0.00415280048427296,NA,NA,1
"S4B","rep02","log_lambda_vector",NA,NA,1.93980634024784e-17,0.0198957666497863,NA,NA,1
"S4B","rep02","log_kappa_vector",NA,NA,-0.00576525536152698,0.046566853574533,NA,NA,0.957777777777778
"S4B","rep03","beta0",-1.461673476828,-1.51626198824335,-0.0545885114153488,0.00297990557854367,-1.56266039040227,-1.46943815545651,0
"S4B","rep03","beta1",0.5,0.511273752728057,0.0112737527280574,0.000127097500573382,0.470949638629398,0.552515372889664,1
"S4B","rep03","beta2",-0.4,-0.415054820358052,-0.0150548203580518,0.00022664761601321,-0.45136637370605,-0.378862355896325,1
"S4B","rep03","r_mean",15,17.9320000562107,2.93200005621074,8.5966243296198,13.0181668883393,24.3789279466316,1
"S4B","rep03","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4B","rep03","phi_vector",NA,NA,-1.14106255308697e-16,0.00546915413367786,NA,NA,0.888888888888889
"S4B","rep03","log_lambda_vector",NA,NA,-1.94905819878639e-17,0.0205105770790512,NA,NA,0.99
"S4B","rep03","log_kappa_vector",NA,NA,-0.00605431186899431,0.0509165907751583,NA,NA,0.951111111111111
"S4B","rep04","beta0",-1.99893288975913,-2.01883767964062,-0.0199047898814926,0.000396200660226369,-2.08579579495799,-1.95417606911022,1
"S4B","rep04","beta1",0.5,0.487042659793603,-0.0129573402063967,0.000167892665224305,0.44672090873591,0.528649104324141,1
"S4B","rep04","beta2",-0.4,-0.403955929087234,-0.00395592908723408,1.56493749432246e-05,-0.442557812453118,-0.363706800529971,1
"S4B","rep04","r_mean",15,19.2036025248921,4.2036025248921,17.6702741872793,13.6992164854382,26.2601006946661,1
"S4B","rep04","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4B","rep04","phi_vector",NA,NA,2.03046973524924e-17,0.00429949189826182,NA,NA,0.888888888888889
"S4B","rep04","log_lambda_vector",NA,NA,-1.76587139972324e-16,0.0541542270637997,NA,NA,0.994444444444444
"S4B","rep04","log_kappa_vector",NA,NA,0.00714591156547175,0.0547875921799586,NA,NA,0.942222222222222
"S4B","rep05","beta0",-1.56369881057473,-1.66278952539241,-0.0990907148176872,0.00981896976308021,-1.72245936444377,-1.60606687124077,0
"S4B","rep05","beta1",0.5,0.516740218213915,0.0167402182139148,0.000280234905849485,0.480852707394728,0.55169417565945,1
"S4B","rep05","beta2",-0.4,-0.385790570200762,0.0142094297992382,0.000201907895219478,-0.417612486920995,-0.354118588616381,1
"S4B","rep05","r_mean",15,17.0381146386446,2.03811463864463,4.15391128025751,12.4926958472948,23.2929352991787,1
"S4B","rep05","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4B","rep05","phi_vector",NA,NA,-7.95659834314696e-16,0.0147137610566784,NA,NA,0.777777777777778
"S4B","rep05","log_lambda_vector",NA,NA,2.07164532442208e-17,0.0387775554594354,NA,NA,0.996666666666667
"S4B","rep05","log_kappa_vector",NA,NA,-0.0107811008599034,0.0452597838385134,NA,NA,0.965555555555556
"S4B","rep06","beta0",-1.62820166799763,-1.62446395995393,0.00373770804369733,1.39704614199197e-05,-1.66649794718921,-1.58282960626842,1
"S4B","rep06","beta1",0.5,0.469739359452301,-0.0302606405476991,0.000915706366357048,0.434990278193303,0.502955435320601,1
"S4B","rep06","beta2",-0.4,-0.37003925040202,0.0299607495979805,0.000897646516472889,-0.403230670913996,-0.335904791054856,1
"S4B","rep06","r_mean",15,17.8257818728376,2.82578187283757,7.98504319285739,13.1363851762741,23.9707774902313,1
"S4B","rep06","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4B","rep06","phi_vector",NA,NA,4.62592926927149e-17,0.0010467984125362,NA,NA,1
"S4B","rep06","log_lambda_vector",NA,NA,-1.02140518265514e-16,0.0166971908545106,NA,NA,0.994444444444444
"S4B","rep06","log_kappa_vector",NA,NA,0.00499504180404487,0.0498528668795735,NA,NA,0.948888888888889
"S4B","rep07","beta0",-1.66316248304008,-1.69447051580017,-0.0313080327600972,0.000980192915307319,-1.74540086372903,-1.64455189760128,1
"S4B","rep07","beta1",0.5,0.493353274906144,-0.00664672509385583,4.41789544732928e-05,0.452408948894006,0.534422401097464,1
"S4B","rep07","beta2",-0.4,-0.407362249805779,-0.00736224980577943,5.42027222026993e-05,-0.444421019923308,-0.370872686019692,1
"S4B","rep07","r_mean",15,18.86655294126,3.86655294125999,14.9502316475662,13.4561106179014,25.9795738776007,1
"S4B","rep07","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4B","rep07","phi_vector",NA,NA,-1.8812112361704e-16,0.00263542284676687,NA,NA,1
"S4B","rep07","log_lambda_vector",NA,NA,-1.23974904416476e-17,0.0182905119488618,NA,NA,1
"S4B","rep07","log_kappa_vector",NA,NA,-0.013932831540487,0.0526183644461803,NA,NA,0.957777777777778
"S4B","rep08","beta0",-1.79725193697302,-1.80318428787068,-0.00593235089765787,3.51927871729421e-05,-1.86189542687444,-1.74733365504711,1
"S4B","rep08","beta1",0.5,0.51010283508029,0.0101028350802905,0.000102067276659549,0.468088760509288,0.552132640669603,1
"S4B","rep08","beta2",-0.4,-0.405938870249944,-0.00593887024994433,3.52701798456738e-05,-0.442985078836836,-0.36971783280963,1
"S4B","rep08","r_mean",15,15.5393076289876,0.539307628987602,0.290852718684229,11.053182980233,21.9002139655032,1
"S4B","rep08","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4B","rep08","phi_vector",NA,NA,-2.83723661848651e-16,0.0068624361371858,NA,NA,1
"S4B","rep08","log_lambda_vector",NA,NA,-1.34753319613878e-16,0.0376362183025433,NA,NA,0.981111111111111
"S4B","rep08","log_kappa_vector",NA,NA,-0.0109492582207536,0.0540255156798459,NA,NA,0.963333333333333
"S4B","rep09","beta0",-1.60166652979271,-1.67154387020844,-0.0698773404157329,0.00488284270357622,-1.71914224784918,-1.62593749007808,0
"S4B","rep09","beta1",0.5,0.501952212645053,0.00195221264505296,3.81113421150469e-06,0.465328608657059,0.538309518444048,1
"S4B","rep09","beta2",-0.4,-0.406954001163056,-0.00695400116305561,4.83581321757788e-05,-0.44323750299903,-0.369491616746158,1
"S4B","rep09","r_mean",15,17.866569022683,2.86656902268305,8.21721796180605,12.9929987835,24.1161151895362,1
"S4B","rep09","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4B","rep09","phi_vector",NA,NA,4.93432455388958e-17,0.0216957416039658,NA,NA,0.666666666666667
"S4B","rep09","log_lambda_vector",NA,NA,-1.49880108324396e-17,0.0194876190309062,NA,NA,1
"S4B","rep09","log_kappa_vector",NA,NA,0.00237643648260905,0.051371455307186,NA,NA,0.966666666666667
"S4B","rep10","beta0",-1.60878847912896,-1.62525517727714,-0.0164666981481807,0.000271152147903297,-1.66393093500814,-1.5868381862397,1
"S4B","rep10","beta1",0.5,0.519136607449728,0.0191366074497276,0.000366209744684968,0.478644626047076,0.56059659126882,1
"S4B","rep10","beta2",-0.4,-0.416160694229496,-0.0161606942294955,0.000261168037979249,-0.451171378485713,-0.379476642725053,1
"S4B","rep10","r_mean",15,20.6526908263868,5.65269082638678,31.9529135787173,14.9702216497179,28.1479797885678,1
"S4B","rep10","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4B","rep10","phi_vector",NA,NA,2.77555756156289e-17,0.00250222107642442,NA,NA,1
"S4B","rep10","log_lambda_vector",NA,NA,-4.59508974080968e-18,0.0137175398918277,NA,NA,0.996666666666667
"S4B","rep10","log_kappa_vector",NA,NA,0.00935480565304128,0.0558967637867312,NA,NA,0.924444444444444
"S4C","rep01","beta0",-2.13511540131423,-2.15016768994941,-0.0150522886351778,0.000226571393156703,-2.19293953530948,-2.10968056318795,1
"S4C","rep01","beta1",0.5,0.496387977541734,-0.00361202245826564,1.30467062390154e-05,0.449333472638849,0.541232455320287,1
"S4C","rep01","beta2",-0.4,-0.383917553139783,0.0160824468602174,0.000258645097011716,-0.42226220128608,-0.342548445000873,1
"S4C","rep01","r_mean",3,3.43533864247257,0.435338642472571,0.189519733629861,2.80949027402726,4.8055413541228,1
"S4C","rep01","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4C","rep01","phi_vector",NA,NA,-3.99371893580438e-16,0.00158807016664096,NA,NA,1
"S4C","rep01","log_lambda_vector",NA,NA,2.39592296619801e-16,0.0139561006002679,NA,NA,0.907777777777778
"S4C","rep01","log_kappa_vector",NA,NA,0.0221642388063071,0.0599392618563018,NA,NA,0.945555555555556
"S4C","rep02","beta0",-1.38506352666298,-1.40656256629738,-0.0214990396344075,0.000462208705201823,-1.44370856797398,-1.36828714450926,1
"S4C","rep02","beta1",0.5,0.508724549703962,0.00872454970396197,7.61177675369029e-05,0.469146102096243,0.549373490692331,1
"S4C","rep02","beta2",-0.4,-0.399466544562962,0.000533455437037755,2.84574703305143e-07,-0.439253726588871,-0.359048003959604,1
"S4C","rep02","r_mean",3,3.12967511810985,0.12967511810985,0.0168156362568036,2.84354185992989,3.4260937815355,1
"S4C","rep02","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4C","rep02","phi_vector",NA,NA,5.93660922889841e-17,0.00111639475633582,NA,NA,1
"S4C","rep02","log_lambda_vector",NA,NA,1.57898385724467e-17,0.00342489643970823,NA,NA,0.975555555555556
"S4C","rep02","log_kappa_vector",NA,NA,0.0193881589988275,0.0158926203709516,NA,NA,0.97
"S4C","rep03","beta0",-1.461673476828,-1.43152892930564,0.0301445475223638,0.000908693745328052,-1.46836061460055,-1.39423224217356,1
"S4C","rep03","beta1",0.5,0.492591901510162,-0.00740809848983842,5.48799232351463e-05,0.453027961528894,0.529569836231113,1
"S4C","rep03","beta2",-0.4,-0.401960050680796,-0.00196005068079591,3.84179867128851e-06,-0.44119956373174,-0.362335715395804,1
"S4C","rep03","r_mean",3,3.31754226488355,0.317542264883548,0.100833089987373,3.03319326121863,3.63423268771935,0
"S4C","rep03","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4C","rep03","phi_vector",NA,NA,4.78012691158053e-17,0.00413761607681219,NA,NA,0.777777777777778
"S4C","rep03","log_lambda_vector",NA,NA,-2.04697370165263e-17,0.00277407414651677,NA,NA,0.98
"S4C","rep03","log_kappa_vector",NA,NA,-0.0245324814054813,0.019655140463083,NA,NA,0.946666666666667
"S4C","rep04","beta0",-1.99893288975913,-2.02710786964097,-0.0281749798818471,0.000793829491342491,-2.0668306693317,-1.98723197770226,1
"S4C","rep04","beta1",0.5,0.501591954058597,0.00159195405859724,2.53431772468424e-06,0.460281876661501,0.544463856561238,1
"S4C","rep04","beta2",-0.4,-0.424118913902868,-0.0241189139028681,0.000581722007853966,-0.464334850624839,-0.384194191009044,1
"S4C","rep04","r_mean",3,3.21278606039097,0.21278606039097,0.0452779074967097,2.91206600174515,3.53702063191695,1
"S4C","rep04","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4C","rep04","phi_vector",NA,NA,5.09623207831409e-16,0.00303556210143864,NA,NA,0.888888888888889
"S4C","rep04","log_lambda_vector",NA,NA,-1.73271890662679e-16,0.00904393879757623,NA,NA,0.978888888888889
"S4C","rep04","log_kappa_vector",NA,NA,0.0260432336869677,0.0471414205062433,NA,NA,0.945555555555556
"S4C","rep05","beta0",-1.56369881057473,-1.57555762757685,-0.0118588170021248,0.000140631540689883,-1.611882183148,-1.53784592990122,1
"S4C","rep05","beta1",0.5,0.490644519618602,-0.00935548038139827,8.7525013166728e-05,0.45006646731094,0.529526160322084,1
"S4C","rep05","beta2",-0.4,-0.434747428379956,-0.0347474283799563,0.00120738377902019,-0.473012516361418,-0.394796285864698,1
"S4C","rep05","r_mean",3,3.21518867975912,0.215188679759124,0.0463061678964748,2.92671563381205,3.52010243308679,1
"S4C","rep05","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4C","rep05","phi_vector",NA,NA,-1.27984043116511e-16,0.00260661925418905,NA,NA,1
"S4C","rep05","log_lambda_vector",NA,NA,1.93595139919012e-17,0.00403386387976118,NA,NA,0.951111111111111
"S4C","rep05","log_kappa_vector",NA,NA,0.0164852819615075,0.0182521014167082,NA,NA,0.962222222222222
"S4C","rep06","beta0",-1.62820166799763,-1.61164061416712,0.0165610538305097,0.000274268503977038,-1.64924328393597,-1.57244964034722,1
"S4C","rep06","beta1",0.5,0.497586246525139,-0.00241375347486117,5.82620583740437e-06,0.457710234717871,0.536682109222981,1
"S4C","rep06","beta2",-0.4,-0.385220706694889,0.0147792933051106,0.000218427510598486,-0.423687879587214,-0.346429662788877,1
"S4C","rep06","r_mean",3,3.16689162682779,0.166891626827791,0.0278528151052265,2.87639816174302,3.48232463450017,1
"S4C","rep06","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4C","rep06","phi_vector",NA,NA,7.04683225352356e-16,0.0030515401637023,NA,NA,1
"S4C","rep06","log_lambda_vector",NA,NA,-1.03004025062445e-16,0.00594098261563573,NA,NA,0.917777777777778
"S4C","rep06","log_kappa_vector",NA,NA,-0.0205241345843931,0.0234709811691256,NA,NA,0.958888888888889
"S4C","rep07","beta0",-1.66316248304008,-1.6906079601591,-0.0274454771190238,0.000753254214290858,-1.72962586887222,-1.65233825966082,1
"S4C","rep07","beta1",0.5,0.497779683882041,-0.00222031611795931,4.9298036636699e-06,0.456061029197398,0.54152084148431,1
"S4C","rep07","beta2",-0.4,-0.410139316794215,-0.0101393167942145,0.000102805745053441,-0.447807535320211,-0.371257922837207,1
"S4C","rep07","r_mean",3,3.20979563282832,0.209795632828324,0.0440142075538368,2.89933615665,3.548076723338,1
"S4C","rep07","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4C","rep07","phi_vector",NA,NA,4.62592926927149e-17,0.00195669261627329,NA,NA,1
"S4C","rep07","log_lambda_vector",NA,NA,-1.71159382963045e-17,0.00601219539206978,NA,NA,0.93
"S4C","rep07","log_kappa_vector",NA,NA,0.0352068852868441,0.0356019767396283,NA,NA,0.961111111111111
"S4C","rep08","beta0",-1.79725193697302,-1.79245324398378,0.00479869298924407,2.30274544050202e-05,-1.83051735349712,-1.7543691827557,1
"S4C","rep08","beta1",0.5,0.441610186089699,-0.0583898139103008,0.00340937036847956,0.40071761769868,0.481001946043598,0
"S4C","rep08","beta2",-0.4,-0.400615720954519,-0.000615720954519283,3.79112293834137e-07,-0.437920157252076,-0.362474822304037,1
"S4C","rep08","r_mean",3,3.30493129574309,0.304931295743092,0.0929830951235608,2.98646509973749,3.66466814407808,1
"S4C","rep08","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4C","rep08","phi_vector",NA,NA,-3.54654577310814e-17,0.00542128923625329,NA,NA,0.888888888888889
"S4C","rep08","log_lambda_vector",NA,NA,-1.33913424330926e-16,0.00514689347496724,NA,NA,0.974444444444444
"S4C","rep08","log_kappa_vector",NA,NA,-0.00248243628366084,0.0410118768653464,NA,NA,0.915555555555556
"S4C","rep09","beta0",-1.60166652979271,-1.59808713688418,0.00357939290852927,1.28120535936296e-05,-1.6362416257138,-1.55919047689918,1
"S4C","rep09","beta1",0.5,0.491391051494443,-0.00860894850555677,7.41139943713281e-05,0.451891935060789,0.531282850655616,1
"S4C","rep09","beta2",-0.4,-0.393469510903644,0.0065304890963559,4.26472878376232e-05,-0.433214577237756,-0.3550365173253,1
"S4C","rep09","r_mean",3,2.88701044358133,-0.112989556418675,0.0127666398596889,2.62608778224116,3.1708697135364,1
"S4C","rep09","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4C","rep09","phi_vector",NA,NA,-3.24586037060549e-16,0.00306057828606896,NA,NA,0.888888888888889
"S4C","rep09","log_lambda_vector",NA,NA,-1.8657914719395e-17,0.00357516903211089,NA,NA,0.963333333333333
"S4C","rep09","log_kappa_vector",NA,NA,-0.00621543881334705,0.019398395913969,NA,NA,0.954444444444444
"S4C","rep10","beta0",-1.60878847912896,-1.60871841359593,7.0065533029906e-05,4.90917891876485e-09,-1.64661496061286,-1.57163838058188,1
"S4C","rep10","beta1",0.5,0.528550716640447,0.0285507166404466,0.000815143420683075,0.486061316130571,0.571029712700899,1
"S4C","rep10","beta2",-0.4,-0.417305104835192,-0.0173051048351923,0.000299466653356995,-0.458707967813775,-0.3775204648184,1
"S4C","rep10","r_mean",3,3.06203561302625,0.0620356130262465,0.0038484172835422,2.78149554063818,3.36409104210784,1
"S4C","rep10","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4C","rep10","phi_vector",NA,NA,-1.75496191652987e-16,0.000764791685611519,NA,NA,1
"S4C","rep10","log_lambda_vector",NA,NA,-5.39691748081673e-18,0.0050969427964304,NA,NA,0.917777777777778
"S4C","rep10","log_kappa_vector",NA,NA,-0.000983752882515395,0.0184260974186784,NA,NA,0.966666666666667
"S4D","rep01","beta0",-1.63700651766786,-1.64743373416273,-0.0104272164948698,0.000108726843830884,-1.68126277819707,-1.61348087882204,1
"S4D","rep01","beta1",0.5,0.481651804610273,-0.0183481953897272,0.000336656274059607,0.444751287274154,0.518554215588103,1
"S4D","rep01","beta2",-0.4,-0.429027503066785,-0.0290275030667854,0.000842595934292237,-0.463725473594882,-0.393414305092568,1
"S4D","rep01","r_mean",15,18.0871635668206,3.08716356682058,9.53057888830438,14.2295258430407,22.7107212842143,1
"S4D","rep01","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4D","rep01","phi_vector",NA,NA,1.09942918966352e-15,0.00305937637599402,NA,NA,1
"S4D","rep01","log_lambda_vector",NA,NA,-2.94003504669254e-17,0.0028872767793367,NA,NA,0.896296296296296
"S4D","rep01","log_kappa_vector",NA,NA,0.0129211939395411,0.0166471328619542,NA,NA,0.940740740740741
"S4D","rep02","beta0",-1.6790670388564,-1.70127497169195,-0.0222079328355527,0.000493192280828418,-1.73661895598261,-1.66611808197304,1
"S4D","rep02","beta1",0.5,0.501935962126676,0.00193596212667557,3.7479493559222e-06,0.463160664984791,0.542800069265288,1
"S4D","rep02","beta2",-0.4,-0.41502787408627,-0.0150278740862701,0.000225836999552788,-0.452712360792819,-0.378304119569394,1
"S4D","rep02","r_mean",15,14.9031528182696,-0.0968471817303662,0.00937937660911458,12.0475326044734,18.2031353050475,1
"S4D","rep02","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4D","rep02","phi_vector",NA,NA,-2.52884133386841e-16,0.000930869818093736,NA,NA,1
"S4D","rep02","log_lambda_vector",NA,NA,2.67275913335686e-18,0.00245096656875474,NA,NA,0.914814814814815
"S4D","rep02","log_kappa_vector",NA,NA,0.0250007665322985,0.0133000237623568,NA,NA,0.959259259259259
"S4D","rep03","beta0",-1.33085390067906,-1.32867887362088,0.00217502705818018,4.73074270381592e-06,-1.36554051122468,-1.29139009836022,1
"S4D","rep03","beta1",0.5,0.51324614092966,0.0132461409296605,0.000175460249528427,0.474155863070838,0.553312893916905,1
"S4D","rep03","beta2",-0.4,-0.404365186044508,-0.00436518604450764,1.90548492031643e-05,-0.442708416890927,-0.364156744771768,1
"S4D","rep03","r_mean",15,13.3158204587267,-1.68417954127329,2.8364607272435,10.8523114233251,16.0751398913474,1
"S4D","rep03","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4D","rep03","phi_vector",NA,NA,6.45702627169145e-17,0.000994486879700642,NA,NA,1
"S4D","rep03","log_lambda_vector",NA,NA,-1.07938349616335e-18,0.00208300243842614,NA,NA,0.922222222222222
"S4D","rep03","log_kappa_vector",NA,NA,-0.00363450976647989,0.00878180066380042,NA,NA,0.977777777777778
"S4D","rep04","beta0",-1.63172232835732,-1.65335719424668,-0.0216348658893593,0.000468067422050561,-1.6875882125823,-1.61807581192063,1
"S4D","rep04","beta1",0.5,0.508573481461621,0.00857348146162085,7.35045843727563e-05,0.468959193932931,0.547967920836534,1
"S4D","rep04","beta2",-0.4,-0.431159121617993,-0.0311591216179928,0.000970890860004865,-0.468318153624525,-0.393818169776792,1
"S4D","rep04","r_mean",15,15.0267552726864,0.0267552726864224,0.000715844616524821,12.2133522596245,18.4007013842842,1
"S4D","rep04","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4D","rep04","phi_vector",NA,NA,7.40148683083438e-17,0.0034847367672922,NA,NA,1
"S4D","rep04","log_lambda_vector",NA,NA,-3.60822483003176e-17,0.00199998824304144,NA,NA,0.922222222222222
"S4D","rep04","log_kappa_vector",NA,NA,0.0187387818922545,0.014781866030611,NA,NA,0.933333333333333
"S4D","rep05","beta0",-1.70345106821141,-1.68445212368353,0.0189989445278802,0.000360959893173469,-1.71770494266659,-1.65168356162524,1
"S4D","rep05","beta1",0.5,0.511885862090935,0.0118858620909346,0.000141273717644715,0.475227302971677,0.548804497579833,1
"S4D","rep05","beta2",-0.4,-0.39455535889481,0.00544464110518983,2.96441167643227e-05,-0.428139722643079,-0.359861065276666,1
"S4D","rep05","r_mean",15,18.5823440967628,3.58234409676284,12.8331892276116,14.8463760481137,23.245775871738,1
"S4D","rep05","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4D","rep05","phi_vector",NA,NA,2.28212510617393e-16,0.00194136358575393,NA,NA,1
"S4D","rep05","log_lambda_vector",NA,NA,2.52113145175296e-17,0.00153191804332494,NA,NA,0.948148148148148
"S4D","rep05","log_kappa_vector",NA,NA,-0.0226363489450141,0.0104334412079692,NA,NA,0.959259259259259
"S4D","rep06","beta0",-1.72461652830535,-1.70551585182396,0.0191006764813944,0.000364835842046891,-1.74352398627941,-1.6677386410847,1
"S4D","rep06","beta1",0.5,0.525491958537676,0.0254919585376756,0.000649839950086572,0.482547203529752,0.570299225288634,1
"S4D","rep06","beta2",-0.4,-0.398929767415534,0.00107023258446592,1.14539778485261e-06,-0.438652399553363,-0.359809640178005,1
"S4D","rep06","r_mean",15,13.9916409458621,-1.00835905413788,1.01678798206183,11.3683439390428,17.1410789017696,1
"S4D","rep06","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4D","rep06","phi_vector",NA,NA,4.18261104763297e-16,0.00102776204764495,NA,NA,1
"S4D","rep06","log_lambda_vector",NA,NA,-2.54940101950962e-17,0.00123627987737833,NA,NA,0.988888888888889
"S4D","rep06","log_kappa_vector",NA,NA,-0.0175741456320947,0.0118878031681193,NA,NA,0.977777777777778
"S4D","rep07","beta0",-2.1018943609622,-2.10392275295112,-0.0020283919889259,4.11437406073878e-06,-2.15795688170013,-2.05218000872922,1
"S4D","rep07","beta1",0.5,0.53114179467501,0.0311417946750103,0.000969811375580501,0.488434073856785,0.573951445938308,1
"S4D","rep07","beta2",-0.4,-0.395969086056655,0.00403091394334493,1.62482672186526e-05,-0.436096942160159,-0.355887015170373,1
"S4D","rep07","r_mean",15,15.4416801861197,0.441680186119717,0.195081386810748,12.0027652779627,19.919396364256,1
"S4D","rep07","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4D","rep07","phi_vector",NA,NA,3.39234813079909e-17,0.00774142008449475,NA,NA,0.888888888888889
"S4D","rep07","log_lambda_vector",NA,NA,8.54254938392134e-17,0.00974710481426834,NA,NA,0.966666666666667
"S4D","rep07","log_kappa_vector",NA,NA,0.0171118539708025,0.0234993821011701,NA,NA,0.948148148148148
"S4D","rep08","beta0",-1.88232533320233,-1.89514076692636,-0.0128154337240363,0.000164235341535166,-1.93293374870564,-1.85997532216707,1
"S4D","rep08","beta1",0.5,0.539286555855199,0.0392865558551989,0.00154343347096366,0.497261129077289,0.579654670981557,1
"S4D","rep08","beta2",-0.4,-0.380399023130937,0.0196009768690635,0.000384198294221562,-0.418054770955489,-0.343347071382077,1
"S4D","rep08","r_mean",15,16.0278709839556,1.02787098395557,1.0565187596578,12.7409000130828,20.2835002655907,1
"S4D","rep08","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4D","rep08","phi_vector",NA,NA,6.26042427774741e-16,0.00240745697282623,NA,NA,0.888888888888889
"S4D","rep08","log_lambda_vector",NA,NA,3.90120035041895e-17,0.00443728802561239,NA,NA,0.914814814814815
"S4D","rep08","log_kappa_vector",NA,NA,0.00985312853727654,0.0181491149922145,NA,NA,0.948148148148148
