"scenario","rep","n_ppc_draws","observed_mean","yrep_mean","yrep_mean_diff","observed_zero_prop","yrep_zero_prop","yrep_zero_diff","observed_total","yrep_total","yrep_total_ratio","observed_max","yrep_max","ppc_cell_95_coverage","ppp_mean","ppp_zero","ppp_total","ppp_max","has_kappa_samples","drawwise_cor_logkappa_eta_mean","drawwise_abs_cor_logkappa_eta_mean","drawwise_slope_logkappa_eta_mean","postmean_cor_logkappa_eta","mu_cap","mu_cap_count","invalid_mu_count"
"S4B","rep01",1000,8.29444444444444,8.34347555555556,0.0490311111111108,0.224444444444444,0.222794444444444,-0.00165000000000001,7465,7509.128,1.00591131949096,85,90.027,0.982222222222222,0.792,0.874,0.792,0.862,TRUE,0.111287311505949,0.118465171723076,0.0398601198201575,0.452110420345834,1e+08,0,0
"S4B","rep02",1000,11.2677777777778,11.3360944444444,0.0683166666666679,0.105555555555556,0.11125,0.00569444444444445,10141,10202.485,1.00606301153732,139,143.642,0.983333333333333,0.796,0.52,0.796,0.98,TRUE,0.00403166085876327,0.0276839136380511,0.00204549495954069,0.0168441349679195,1e+08,0,0
"S4B","rep03",1000,10.7044444444444,10.6721211111111,-0.0323233333333341,0.134444444444444,0.140454444444444,0.00600999999999999,9634,9604.909,0.996980381980486,177,169.291,0.983333333333333,0.906,0.552,0.906,0.746,TRUE,0.000447365250266191,0.026255963046163,0.000460851302152416,0.0102037963373685,1e+08,0,0
"S4B","rep04",1000,6.49222222222222,6.50362333333333,0.0114011111111116,0.131111111111111,0.140066666666667,0.00895555555555555,5843,5853.261,1.00175611843231,55,62.891,0.982222222222222,0.95,0.298,0.95,0.454,TRUE,0.0439606257859065,0.0581163280241656,0.0124542011921482,0.137767845226641,1e+08,0,0
"S4B","rep05",1000,17.7111111111111,17.6491144444444,-0.0619966666666691,0.16,0.166041111111111,0.00604111111111111,15940,15884.203,0.9964995608532,290,294.246,0.99,0.902,0.502,0.902,0.948,TRUE,0.0169067732871791,0.0323893803959799,0.00626514258022367,0.0481097167912535,1e+08,0,0
"S4B","rep06",1000,11.35,11.3837766666667,0.0337766666666663,0.0733333333333333,0.08743,0.0140966666666667,10215,10245.399,1.00297591776799,124,119.576,0.987777777777778,0.868,0.0680000000000001,0.868,0.724,TRUE,0.00431761490227404,0.032053040107769,0.00164744511656151,0.0151648637846265,1e+08,0,0
"S4B","rep07",1000,10.2788888888889,10.3398388888889,0.0609500000000001,0.147777777777778,0.161096666666667,0.0133188888888889,9251,9305.855,1.00592962922927,144,169.277,0.99,0.844,0.234,0.844,0.408,TRUE,0.0179549678557095,0.0334647613909642,0.00580639192278337,0.0518424231735361,1e+08,0,0
"S4B","rep08",1000,9.13888888888889,9.15567111111111,0.016782222222222,0.187777777777778,0.204101111111111,0.0163233333333334,8225,8240.104,1.00183635258359,103,119.111,0.991111111111111,0.968,0.186,0.968,0.352,TRUE,0.00403926606658864,0.0300807003280265,0.00156529658388883,0.0176919549969078,1e+08,0,0
"S4B","rep09",1000,9.35888888888889,9.40851666666667,0.0496277777777792,0.113333333333333,0.125592222222222,0.0122588888888889,8423,8467.665,1.0053027424908,132,121.205,0.99,0.856,0.216,0.856,0.59,TRUE,-0.00671014290730581,0.0284929690160047,-0.00225711675271544,-0.00576260952422329,1e+08,0,0
"S4B","rep10",1000,8.46777777777778,8.49810222222222,0.0303244444444442,0.0844444444444444,0.0784,-0.00604444444444445,7621,7648.292,1.00358115732843,123,112.191,0.99,0.9,0.522,0.9,0.592,TRUE,0.00726120103482091,0.0283432423930664,0.00227636587174186,0.0223682708211038,1e+08,0,0
