"scenario","rep","parameter","n_draws","elapsed_sec","ess","ess_per_sec","rhat","rhat_note"
"S3","rep12","gamma_common",4000,297.547000000006,15.2894012928929,0.0513848275831805,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep12","lambda_mean",4000,297.547000000006,19.7375856964347,0.0663343461585374,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep12","kappa_mean",4000,297.547000000006,3748.55256561797,12.5981863894373,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep13","beta0",4000,298.194000000003,3294.23269931853,11.0472802917513,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep13","beta1",4000,298.194000000003,1095.23878775266,3.67290685846346,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep13","beta2",4000,298.194000000003,1642.57058826696,5.50839583716287,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep13","r_mean",4000,298.194000000003,2132.00567588031,7.14972694246124,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep13","phi_mean",4000,298.194000000003,4000,13.4140861318469,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep13","loglik",4000,298.194000000003,3878.76763820633,13.00753079608,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep13","gamma_common",4000,298.194000000003,49.1616701018627,0.164864719282957,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep13","lambda_mean",4000,298.194000000003,89.9418454898592,0.301621915564559,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep13","kappa_mean",4000,298.194000000003,3442.15689695444,11.5433472737694,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep14","beta0",4000,297.497000000003,3941.454096477,13.2487187987676,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep14","beta1",4000,297.497000000003,1922.36411153446,6.46179326693861,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep14","beta2",4000,297.497000000003,2084.71457609092,7.00751461725967,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep14","r_mean",4000,297.497000000003,1842.32383251863,6.19274759919801,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep14","phi_mean",4000,297.497000000003,4000,13.4455137362728,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep14","loglik",4000,297.497000000003,3755.46958883353,12.623554485704,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep14","gamma_common",4000,297.497000000003,26.3254507044108,0.0884898022649321,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep14","lambda_mean",4000,297.497000000003,36.377786315647,0.122279506400557,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep14","kappa_mean",4000,297.497000000003,3965.78901660993,13.3305176744972,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep15","beta0",4000,296.986000000004,3809.00060631861,12.8255224364736,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep15","beta1",4000,296.986000000004,1586.77570585873,5.34293099963874,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep15","beta2",4000,296.986000000004,1814.17097075973,6.1086077147061,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep15","r_mean",4000,296.986000000004,2572.11707801103,8.66073511212982,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep15","phi_mean",4000,296.986000000004,4000,13.4686483537943,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep15","loglik",4000,296.986000000004,4000,13.4686483537943,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep15","gamma_common",4000,296.986000000004,44.2588118948177,0.149026593492007,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep15","lambda_mean",4000,296.986000000004,89.908248559066,0.302735645986897,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep15","kappa_mean",4000,296.986000000004,3699.18966017496,12.4557711817221,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep16","beta0",4000,297.303,3863.4485011493,12.994986600032,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep16","beta1",4000,297.303,1540.85077635488,5.18276228748073,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep16","beta2",4000,297.303,1991.21475672612,6.69759389150503,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep16","r_mean",4000,297.303,1846.4742654109,6.21074885019963,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep16","phi_mean",4000,297.303,3790.85840785709,12.7508246060655,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep16","loglik",4000,297.303,4000,13.4542873768512,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep16","gamma_common",4000,297.303,31.6527459676504,0.106466285128809,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep16","lambda_mean",4000,297.303,46.3791276959501,0.155999528077248,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep16","kappa_mean",4000,297.303,3816.22534559975,12.8361481236306,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep17","beta0",4000,297.679000000004,3948.03998274922,13.2627426951487,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep17","beta1",4000,297.679000000004,1492.29984452172,5.01311763517648,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep17","beta2",4000,297.679000000004,1779.34077129433,5.9773809079388,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep17","r_mean",4000,297.679000000004,2608.68733293849,8.76342413451554,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep17","phi_mean",4000,297.679000000004,4000,13.4372931916593,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep17","loglik",4000,297.679000000004,3870.68380668081,13.0028782906445,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep17","gamma_common",4000,297.679000000004,43.1100794755114,0.144820694357045,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep17","lambda_mean",4000,297.679000000004,64.5435942982233,0.216822800057184,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep17","kappa_mean",4000,297.679000000004,4000,13.4372931916593,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep18","beta0",4000,299.659,3503.62667645854,11.6920455466332,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep18","beta1",4000,299.659,1514.4994237618,5.05407621250087,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep18","beta2",4000,299.659,2010.92833460104,6.71072230302124,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep18","r_mean",4000,299.659,2788.68935318359,9.30620923510921,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep18","phi_mean",4000,299.659,4000,13.3485061353071,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep18","loglik",4000,299.659,3993.2773036018,13.3260716467778,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep18","gamma_common",4000,299.659,53.4222734487198,0.178276886223073,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep18","lambda_mean",4000,299.659,69.9058884531633,0.233284795227787,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep18","kappa_mean",4000,299.659,3648.65580749331,12.1760261079871,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep19","beta0",4000,299.207999999999,3882.39770512961,12.9755812181814,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep19","beta1",4000,299.207999999999,1173.2604758525,3.92122027436602,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep19","beta2",4000,299.207999999999,1872.76419420335,6.25907126214326,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep19","r_mean",4000,299.207999999999,636.081905543185,2.12588535581665,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep19","phi_mean",4000,299.207999999999,3895.67676879681,13.0199619288148,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep19","loglik",4000,299.207999999999,3866.03459951887,12.920893156329,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep19","gamma_common",4000,299.207999999999,26.222950596957,0.0876412081126075,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep19","lambda_mean",4000,299.207999999999,32.1862326649325,0.107571430793738,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep19","kappa_mean",4000,299.207999999999,3888.76656942478,12.9968669601909,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep20","beta0",4000,297.584000000003,2649.96527947265,8.90493198381844,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep20","beta1",4000,297.584000000003,1885.09910822804,6.33467897544231,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep20","beta2",4000,297.584000000003,1803.10200454294,6.05913625915009,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep20","r_mean",4000,297.584000000003,1936.70640028496,6.5080998988015,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep20","phi_mean",4000,297.584000000003,3867.07809054692,12.994912665153,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep20","loglik",4000,297.584000000003,4000,13.4415828807999,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep20","gamma_common",4000,297.584000000003,29.6951350480327,0.0997874047261695,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep20","lambda_mean",4000,297.584000000003,52.9414007228229,0.177904056410366,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S3","rep20","kappa_mean",4000,297.584000000003,2745.48730494165,9.2259237893893,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep01","beta0",4000,230.963,3056.1442872445,13.2321812898365,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep01","beta1",4000,230.963,1271.76132178076,5.50634223568604,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep01","beta2",4000,230.963,1682.12574077625,7.28309617027943,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep01","r_mean",4000,230.963,2663.42391958267,11.5318207660217,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep01","phi_mean",4000,230.963,4000,17.3187913215537,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep01","loglik",4000,230.963,3227.77426863387,13.9752872478876,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep01","gamma_common",4000,230.963,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep01","lambda_mean",4000,230.963,3613.17118309325,15.6439394322608,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep01","kappa_mean",4000,230.963,3812.71396995992,16.5078994036271,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep02","beta0",4000,227.535,3129.92781021704,13.7558081623357,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep02","beta1",4000,227.535,1320.99214099682,5.80566568218875,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep02","beta2",4000,227.535,1681.15466219103,7.38855412218351,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep02","r_mean",4000,227.535,3130.60378405401,13.7587790188499,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep02","phi_mean",4000,227.535,4000,17.5797130111851,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep02","loglik",4000,227.535,3605.02141008984,15.8438104471393,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep02","gamma_common",4000,227.535,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep02","lambda_mean",4000,227.535,3826.85350499129,16.8187465883987,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep02","kappa_mean",4000,227.535,3874.29347396457,17.0272418483511,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep03","beta0",4000,228.408,3703.25858418492,16.213348850237,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep03","beta1",4000,228.408,1346.86673037033,5.89675812743131,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep03","beta2",4000,228.408,1462.2358329131,6.40185909825008,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep03","r_mean",4000,228.408,2786.54002452958,12.1998354896921,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep03","phi_mean",4000,228.408,3499.10189503084,15.3195242505991,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep03","loglik",4000,228.408,3539.09172687626,15.4946049476212,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep03","gamma_common",4000,228.408,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep03","lambda_mean",4000,228.408,4000,17.5125214528388,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep03","kappa_mean",4000,228.408,4000,17.5125214528388,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep04","beta0",4000,225.272,3805.75576752176,16.8940470521048,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep04","beta1",4000,225.272,1613.12090328271,7.16076966193183,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep04","beta2",4000,225.272,1789.06816214649,7.94181328414754,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep04","r_mean",4000,225.272,2882.3566505899,12.7950062617187,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep04","phi_mean",4000,225.272,3937.49558053627,17.4788503699362,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep04","loglik",4000,225.272,3543.2014626766,15.7285479894377,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep04","gamma_common",4000,225.272,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep04","lambda_mean",4000,225.272,4000,17.7563123690472,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep04","kappa_mean",4000,225.272,3975.53093385574,17.6476922735881,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep05","beta0",4000,228.663,3546.06175695129,15.5078073713338,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep05","beta1",4000,228.663,1202.57587682943,5.25916250914851,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep05","beta2",4000,228.663,1872.03414439784,8.18686951714023,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep05","r_mean",4000,228.663,2581.15085117958,11.2880127138172,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep05","phi_mean",4000,228.663,3987.70426871372,17.439219588275,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep05","loglik",4000,228.663,3223.95481092577,14.0991538242994,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep05","gamma_common",4000,228.663,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep05","lambda_mean",4000,228.663,4000,17.492991870132,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep05","kappa_mean",4000,228.663,3675.59109174012,16.0742712714349,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep06","beta0",4000,227.536,3339.14498908737,14.6752381561044,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep06","beta1",4000,227.536,1585.79388941404,6.96941973759778,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep06","beta2",4000,227.536,1560.40487137089,6.85783731528589,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep06","r_mean",4000,227.536,3071.44245391354,13.4987098916811,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep06","phi_mean",4000,227.536,4000,17.5796357499473,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep06","loglik",4000,227.536,3518.41042192335,15.4630934090577,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep06","gamma_common",4000,227.536,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep06","lambda_mean",4000,227.536,3930.27764720312,17.2732123584977,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep06","kappa_mean",4000,227.536,3522.56388488985,15.4813475005707,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep07","beta0",4000,234.775,3508.53574259883,14.9442476524282,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep07","beta1",4000,234.775,1300.8323174307,5.54076165448067,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep07","beta2",4000,234.775,1830.67059526915,7.79755338204302,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep07","r_mean",4000,234.775,2780.3854327555,11.8427661921223,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep07","phi_mean",4000,234.775,3601.01985633669,15.3381742363399,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep07","loglik",4000,234.775,3601.78744248397,15.3414436906995,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep07","gamma_common",4000,234.775,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep07","lambda_mean",4000,234.775,4000,17.0375891811309,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep07","kappa_mean",4000,234.775,3861.89133960702,16.4493295265979,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep08","beta0",4000,234.529,3487.57703561058,14.8705577374678,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep08","beta1",4000,234.529,1247.67913417181,5.31993542023295,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep08","beta2",4000,234.529,1711.11454644542,7.29596146508711,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep08","r_mean",4000,234.529,2672.58779957838,11.3955536397562,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep08","phi_mean",4000,234.529,4000,17.0554600923553,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep08","loglik",4000,234.529,3845.68425500278,16.3974785847498,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep08","gamma_common",4000,234.529,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep08","lambda_mean",4000,234.529,4000,17.0554600923553,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep08","kappa_mean",4000,234.529,4000,17.0554600923553,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep09","beta0",4000,235.339,3318.56911749758,14.1012289399444,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep09","beta1",4000,235.339,1550.1164163159,6.58673834900253,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep09","beta2",4000,235.339,1387.19030986583,5.89443445355777,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep09","r_mean",4000,235.339,2754.82629223925,11.7057788646984,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep09","phi_mean",4000,235.339,4000,16.9967578684366,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep09","loglik",4000,235.339,3218.57215152394,13.6763228853864,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep09","gamma_common",4000,235.339,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep09","lambda_mean",4000,235.339,3579.57543553696,15.2102942374063,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep09","kappa_mean",4000,235.339,3414.71811126393,14.5097842315295,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep10","beta0",4000,238.802,3222.39182451261,13.493990102732,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep10","beta1",4000,238.802,1208.08537845831,5.05894162719872,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep10","beta2",4000,238.802,1643.89256214528,6.88391454906272,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep10","r_mean",4000,238.802,2817.48946549815,11.7984332857269,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep10","phi_mean",4000,238.802,4000,16.7502784733796,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep10","loglik",4000,238.802,3508.05022866027,14.6902045571656,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep10","gamma_common",4000,238.802,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep10","lambda_mean",4000,238.802,3443.61130650602,14.4203620845136,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4A","rep10","kappa_mean",4000,238.802,3762.80742595341,15.7570180566051,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep01","beta0",1000,34.6590000000142,976.644178308742,28.1786600394801,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep01","beta1",1000,34.6590000000142,338.678039976568,9.77171989891312,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep01","beta2",1000,34.6590000000142,400.575399542473,11.5576156133272,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep01","r_mean",1000,34.6590000000142,764.506005612129,22.057936051583,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep01","phi_mean",1000,34.6590000000142,1000,28.8525346951611,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep01","loglik",1000,34.6590000000142,805.04008058906,23.2274468561912,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep01","gamma_common",1000,34.6590000000142,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep01","lambda_mean",1000,34.6590000000142,1000,28.8525346951611,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep01","kappa_mean",1000,34.6590000000142,950.11390883652,27.4131945190609,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep02","beta0",4000,230.723999999987,4000,17.3367313326755,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep02","beta1",4000,230.723999999987,1652.3946388867,7.16178047748302,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep02","beta2",4000,230.723999999987,1978.15817116366,8.57369918675027,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep02","r_mean",4000,230.723999999987,2804.63759654871,12.1558121242214,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep02","phi_mean",4000,230.723999999987,4000,17.3367313326755,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep02","loglik",4000,230.723999999987,3358.22096097209,14.5551436390331,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep02","gamma_common",4000,230.723999999987,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep02","lambda_mean",4000,230.723999999987,3921.9035045335,16.9982468426939,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep02","kappa_mean",4000,230.723999999987,4000,17.3367313326755,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep03","beta0",4000,230.049999999988,3319.66344380201,14.4301823247215,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep03","beta1",4000,230.049999999988,1340.40527299536,5.82658236468343,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep03","beta2",4000,230.049999999988,1640.03925109777,7.12905564485048,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep03","r_mean",4000,230.049999999988,2601.85399736143,11.3099499993982,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep03","phi_mean",4000,230.049999999988,3724.93906708367,16.1918672770435,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep03","loglik",4000,230.049999999988,3511.51884754774,15.2641549556528,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep03","gamma_common",4000,230.049999999988,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep03","lambda_mean",4000,230.049999999988,3780.60546125482,16.4338424744839,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep03","kappa_mean",4000,230.049999999988,3883.99369148923,16.8832588197758,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep04","beta0",4000,232.253999999986,3539.53312109494,15.23992319226,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep04","beta1",4000,232.253999999986,1418.32528841366,6.10678519385563,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep04","beta2",4000,232.253999999986,1463.55938546592,6.30154652004275,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep04","r_mean",4000,232.253999999986,2830.15318754762,12.1855950276326,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep04","phi_mean",4000,232.253999999986,4000,17.2225236163865,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
