"scenario","rep","parameter","n_draws","elapsed_sec","ess","ess_per_sec","rhat","rhat_note"
"S4B","rep04","loglik",4000,232.253999999986,3658.11381296223,15.750487883793,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep04","gamma_common",4000,232.253999999986,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep04","lambda_mean",4000,232.253999999986,4000,17.2225236163865,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep04","kappa_mean",4000,232.253999999986,3873.05830922578,16.6759595495708,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep05","beta0",4000,228.680999999982,3526.82012171319,15.4224448979734,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep05","beta1",4000,228.680999999982,1493.84084829348,6.53242223137733,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep05","beta2",4000,228.680999999982,1964.77988171621,8.59179329159994,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep05","r_mean",4000,228.680999999982,2834.21718434926,12.3937589233451,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep05","phi_mean",4000,228.680999999982,3741.76819535562,16.3623921329534,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep05","loglik",4000,228.680999999982,3632.91190478947,15.8863740528936,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep05","gamma_common",4000,228.680999999982,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep05","lambda_mean",4000,228.680999999982,3776.42330159302,16.5139355766037,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep05","kappa_mean",4000,228.680999999982,3885.75005632581,16.992010951177,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep06","beta0",4000,227.334000000003,3967.71181788805,17.4532266088135,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep06","beta1",4000,227.334000000003,1700.29894109055,7.47929892180901,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep06","beta2",4000,227.334000000003,1166.68715963185,5.13203990442184,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep06","r_mean",4000,227.334000000003,2849.41307175561,12.5340383389883,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep06","phi_mean",4000,227.334000000003,3963.45122674099,17.4344850604879,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep06","loglik",4000,227.334000000003,3508.33149588678,15.4324979804461,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep06","gamma_common",4000,227.334000000003,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep06","lambda_mean",4000,227.334000000003,3729.03224335181,16.4033195358009,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep06","kappa_mean",4000,227.334000000003,3902.37946187823,17.165841721336,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep07","beta0",4000,229.141000000003,3666.41913209202,16.0007119288646,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep07","beta1",4000,229.141000000003,1352.66750354069,5.90321026590906,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep07","beta2",4000,229.141000000003,1895.75126879602,8.27329578205558,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep07","r_mean",4000,229.141000000003,2888.51462955379,12.6058393284212,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep07","phi_mean",4000,229.141000000003,4000,17.4565005826105,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep07","loglik",4000,229.141000000003,3723.20037792399,16.2485123916014,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep07","gamma_common",4000,229.141000000003,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep07","lambda_mean",4000,229.141000000003,3790.99417393037,16.5443730014721,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep07","kappa_mean",4000,229.141000000003,4000,17.4565005826105,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep08","beta0",4000,228.765000000014,3771.23071736383,16.4851735071519,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep08","beta1",4000,228.765000000014,1456.7423005855,6.36785478803755,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep08","beta2",4000,228.765000000014,1925.94201746995,8.41886659877968,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep08","r_mean",4000,228.765000000014,2460.97256703643,10.7576446005127,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep08","phi_mean",4000,228.765000000014,4000,17.485192227831,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep08","loglik",4000,228.765000000014,3772.71817445575,16.4916756254476,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep08","gamma_common",4000,228.765000000014,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep08","lambda_mean",4000,228.765000000014,4000,17.485192227831,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep08","kappa_mean",4000,228.765000000014,4000,17.485192227831,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep09","beta0",4000,229.402000000002,3530.01517800851,15.3879006199095,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep09","beta1",4000,229.402000000002,1635.78556610206,7.13065084917328,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep09","beta2",4000,229.402000000002,1676.17780492717,7.3067270770401,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep09","r_mean",4000,229.402000000002,2716.62164341603,11.8421881387957,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep09","phi_mean",4000,229.402000000002,3941.62778093251,17.1821857740232,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep09","loglik",4000,229.402000000002,3169.50010794656,13.8163577821751,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep09","gamma_common",4000,229.402000000002,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep09","lambda_mean",4000,229.402000000002,3653.46700631047,15.9260468797588,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep09","kappa_mean",4000,229.402000000002,4000,17.4366396108141,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep10","beta0",4000,235.526000000013,3373.04034388595,14.3213078126652,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep10","beta1",4000,235.526000000013,1173.27384484602,4.9815045678437,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep10","beta2",4000,235.526000000013,1395.995783537,5.92714088269205,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep10","r_mean",4000,235.526000000013,2607.09356450099,11.0692389141787,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep10","phi_mean",4000,235.526000000013,3914.41513130528,16.619885410974,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep10","loglik",4000,235.526000000013,3622.61506546194,15.3809560959798,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep10","gamma_common",4000,235.526000000013,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep10","lambda_mean",4000,235.526000000013,3977.76404002248,16.8888532052609,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4B","rep10","kappa_mean",4000,235.526000000013,3858.44214372958,16.3822344188301,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep01","beta0",1000,33.3600000000151,856.359163519607,25.6702387146049,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep01","beta1",1000,33.3600000000151,318.974131486492,9.56157468484253,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep01","beta2",1000,33.3600000000151,516.72378572734,15.4893221141219,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep01","r_mean",1000,33.3600000000151,629.209008697296,18.8611813158576,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep01","phi_mean",1000,33.3600000000151,1000,29.9760191846387,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep01","loglik",1000,33.3600000000151,975.232988430138,29.2336027706743,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep01","gamma_common",1000,33.3600000000151,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep01","lambda_mean",1000,33.3600000000151,452.079470016883,13.5515428662074,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep01","kappa_mean",1000,33.3600000000151,833.432687025677,24.9829942153867,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep02","beta0",4000,213.755999999994,3143.91610271204,14.707966572691,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep02","beta1",4000,213.755999999994,1722.30424673286,8.05733755652663,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep02","beta2",4000,213.755999999994,1761.98371465507,8.2429672835154,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep02","r_mean",4000,213.755999999994,2600.99190101765,12.1680416035935,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep02","phi_mean",4000,213.755999999994,4000,18.71292501731,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep02","loglik",4000,213.755999999994,3774.69968175194,17.658918026872,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep02","gamma_common",4000,213.755999999994,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep02","lambda_mean",4000,213.755999999994,409.981038528229,1.91798610812441,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep02","kappa_mean",4000,213.755999999994,3107.5445408763,14.5378119953423,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep03","beta0",4000,212.426000000007,3132.09142894092,14.744388299647,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep03","beta1",4000,212.426000000007,1773.82834500368,8.35033538739903,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep03","beta2",4000,212.426000000007,1439.55375380475,6.7767305028796,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep03","r_mean",4000,212.426000000007,2560.06373452033,12.0515555276673,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep03","phi_mean",4000,212.426000000007,3879.71847207693,18.2638588123714,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep03","loglik",4000,212.426000000007,4000,18.8300867125487,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep03","gamma_common",4000,212.426000000007,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep03","lambda_mean",4000,212.426000000007,606.058009654506,2.85303121865726,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep03","kappa_mean",4000,212.426000000007,3155.50851436032,14.8546247368977,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep04","beta0",4000,215.245000000024,3640.62737349743,16.913876621975,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep04","beta1",4000,215.245000000024,1632.247275994,7.58320646702046,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep04","beta2",4000,215.245000000024,1590.50564488598,7.38928033118448,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep04","r_mean",4000,215.245000000024,2936.84125275057,13.6441787393446,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep04","phi_mean",4000,215.245000000024,4000,18.5834746451697,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep04","loglik",4000,215.245000000024,3919.40340855837,18.209033466784,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep04","gamma_common",4000,215.245000000024,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep04","lambda_mean",4000,215.245000000024,1818.74649040453,8.44965732260599,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep04","kappa_mean",4000,215.245000000024,3743.4211165561,17.3914428514283,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep05","beta0",4000,212.46100000001,3219.86859485098,15.1551042066583,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep05","beta1",4000,212.46100000001,1382.60554719948,6.50757337675816,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep05","beta2",4000,212.46100000001,1885.2402213403,8.87334720885344,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep05","r_mean",4000,212.46100000001,2939.9654937791,13.8376713551144,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep05","phi_mean",4000,212.46100000001,3925.40604554409,18.4758899070601,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep05","loglik",4000,212.46100000001,4000,18.8269847171942,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep05","gamma_common",4000,212.46100000001,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep05","lambda_mean",4000,212.46100000001,541.206060217973,2.54731955614417,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep05","kappa_mean",4000,212.46100000001,3241.3132718877,15.2560388583671,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep06","beta0",4000,213.555999999982,3535.46162378351,16.5551968747486,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep06","beta1",4000,213.555999999982,1728.12532184251,8.09214127368304,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep06","beta2",4000,213.555999999982,1960.14805066395,9.17861380932454,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep06","r_mean",4000,213.555999999982,2872.85815619063,13.4524815794961,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep06","phi_mean",4000,213.555999999982,3868.31794879415,18.1138340706628,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep06","loglik",4000,213.555999999982,3854.53416289238,18.0492899421824,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep06","gamma_common",4000,213.555999999982,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep06","lambda_mean",4000,213.555999999982,567.309266761487,2.65648947705302,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep06","kappa_mean",4000,213.555999999982,3559.3874554204,16.667232273599,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep07","beta0",4000,215.767999999982,3407.37365953209,15.7918396589502,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep07","beta1",4000,215.767999999982,1546.63045289507,7.16802516079865,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep07","beta2",4000,215.767999999982,1804.98524841894,8.36539824449913,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep07","r_mean",4000,215.767999999982,2489.71573978553,11.5388553436364,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep07","phi_mean",4000,215.767999999982,4000,18.5384301657351,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep07","loglik",4000,215.767999999982,3817.21308769699,17.6912845635002,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep07","gamma_common",4000,215.767999999982,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep07","lambda_mean",4000,215.767999999982,864.10046534018,4.00476653322204,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep07","kappa_mean",4000,215.767999999982,3071.32319827964,14.2343776569273,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep08","beta0",4000,214.478999999992,3462.83087717326,16.1453143532625,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep08","beta1",4000,214.478999999992,1531.31751892843,7.13970840468523,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep08","beta2",4000,214.478999999992,2145.2230771453,10.0020192053552,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep08","r_mean",4000,214.478999999992,2840.46253446391,13.2435461488725,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep08","phi_mean",4000,214.478999999992,3887.3390053534,18.1245669988835,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep08","loglik",4000,214.478999999992,4000,18.6498445069221,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep08","gamma_common",4000,214.478999999992,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep08","lambda_mean",4000,214.478999999992,1199.53768106113,5.59279780799602,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep08","kappa_mean",4000,214.478999999992,3377.03542623758,15.7452963984246,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep09","beta0",4000,212.312000000005,3671.00116513004,17.2905966932154,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep09","beta1",4000,212.312000000005,1668.8224066342,7.86023591051922,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep09","beta2",4000,212.312000000005,1708.97254090276,8.04934502478765,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep09","r_mean",4000,212.312000000005,2806.17281103456,13.217212456359,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep09","phi_mean",4000,212.312000000005,3883.21006238134,18.2901110741797,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep09","loglik",4000,212.312000000005,3972.16188335801,18.7090785417589,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep09","gamma_common",4000,212.312000000005,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep09","lambda_mean",4000,212.312000000005,483.155765354281,2.27568750402365,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep09","kappa_mean",4000,212.312000000005,3746.01642233246,17.6439222574907,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep10","beta0",4000,214.005000000005,3746.67404117084,17.5074135705743,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep10","beta1",4000,214.005000000005,1438.58085084531,6.72218336415167,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep10","beta2",4000,214.005000000005,1748.34712309609,8.16965548980655,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep10","r_mean",4000,214.005000000005,2519.06708534513,11.771066495386,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep10","phi_mean",4000,214.005000000005,3818.97494972796,17.8452603898408,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep10","loglik",4000,214.005000000005,4000,18.6911520758857,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep10","gamma_common",4000,214.005000000005,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep10","lambda_mean",4000,214.005000000005,705.472649601419,3.29652414476953,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4C","rep10","kappa_mean",4000,214.005000000005,3722.39000054083,17.3939393964662,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep01","beta0",4000,116.819000000134,3574.35180117825,30.5973497562395,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep01","beta1",4000,116.819000000134,1373.22999066349,11.7551938525575,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep01","beta2",4000,116.819000000134,1697.56556317847,14.5315878682108,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep01","r_mean",4000,116.819000000134,2286.59710907586,19.5738459417837,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep01","phi_mean",4000,116.819000000134,4000,34.2410053158768,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep01","loglik",4000,116.819000000134,4000,34.2410053158768,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep01","gamma_common",4000,116.819000000134,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep01","lambda_mean",4000,116.819000000134,3337.38629800814,28.5688654928077,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep01","kappa_mean",4000,116.819000000134,3426.65322514735,29.3330128244842,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep02","beta0",4000,116.674999999814,3191.50893448398,27.3538370215477,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep02","beta1",4000,116.674999999814,1422.31194199896,12.1903744761194,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep02","beta2",4000,116.674999999814,1804.42843280892,15.4654247509047,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep02","r_mean",4000,116.674999999814,2826.85532934421,24.2284579331367,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep02","phi_mean",4000,116.674999999814,4000,34.2832654810918,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep02","loglik",4000,116.674999999814,3539.57822926789,30.337075031271,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep02","gamma_common",4000,116.674999999814,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep02","lambda_mean",4000,116.674999999814,3123.40790473829,26.7701556009709,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep02","kappa_mean",4000,116.674999999814,3061.46666927413,26.2392686460597,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep03","beta0",4000,116.680999999866,3300.74138074391,28.2885935220619,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep03","beta1",4000,116.680999999866,1450.40163203595,12.4304868147995,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep03","beta2",4000,116.680999999866,1766.48931939551,15.1394770305151,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep03","r_mean",4000,116.680999999866,2884.12521556905,24.7180364889945,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep03","phi_mean",4000,116.680999999866,3427.51256857678,29.3750702220646,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep03","loglik",4000,116.680999999866,3859.85581961455,33.080414288693,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep03","gamma_common",4000,116.680999999866,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep03","lambda_mean",4000,116.680999999866,2514.08440366007,21.5466477289615,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep03","kappa_mean",4000,116.680999999866,3301.50539114855,28.2951413782222,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep04","beta0",4000,118.546999999788,2550.51195294726,21.514774333824,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep04","beta1",4000,118.546999999788,1445.15918985977,12.1906011106342,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep04","beta2",4000,118.546999999788,1798.0896603363,15.167736512434,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep04","r_mean",4000,118.546999999788,2547.10690450473,21.4860511401325,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep04","phi_mean",4000,118.546999999788,4000,33.741891401783,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep04","loglik",4000,118.546999999788,4000,33.741891401783,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep04","gamma_common",4000,118.546999999788,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep04","lambda_mean",4000,118.546999999788,3128.10588703632,26.3870522834144,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep04","kappa_mean",4000,118.546999999788,3473.38914947458,29.2996798694256,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep05","beta0",4000,119.768999999855,3335.10154714897,27.8461166675268,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep05","beta1",4000,119.768999999855,1516.76908498755,12.6641208074659,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep05","beta2",4000,119.768999999855,1799.12954333776,15.0216628955735,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep05","r_mean",4000,119.768999999855,2278.51459360398,19.0242432817068,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep05","phi_mean",4000,119.768999999855,3933.47833414284,32.8422073670784,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep05","loglik",4000,119.768999999855,3868.4601953857,32.2993445331462,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep05","gamma_common",4000,119.768999999855,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep05","lambda_mean",4000,119.768999999855,3395.28628609827,28.348623484394,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
