"scenario_id","rep_id","data_file","mean_count","median_count","zero_prop","total_count","max_count","beta0_star_ident","lambda_raw_min","lambda_raw_max","lambda_ident_min","lambda_ident_max","sd_x1","sd_x2","cor_x1_x2","cor_x2_loglambda","cor_x2_phi"
"DGP_DYNAMIC_T100",1,"./data_revised/DGP_DYNAMIC_T100/data_rep01.rds",164.013333333333,123,0,147612,944,-1.55101809603453,0.571470973945725,1.51571874618498,0.672003565894424,1.512122179452,1,1,0.0495863243058485,-0.033764274002003,-0.0233190069001574
"DGP_DYNAMIC_T100",2,"./data_revised/DGP_DYNAMIC_T100/data_rep02.rds",190.828888888889,147,0,171746,1291,-1.52214568450129,0.673241225015832,1.52029639884352,0.867134424629295,1.16408300862199,1,1,-0.0677029867280648,-0.0881397845321238,0.0466379309176972
"DGP_DYNAMIC_T100",3,"./data_revised/DGP_DYNAMIC_T100/data_rep03.rds",230.316666666667,173,0,207285,1919,-1.40397869793906,0.773090972642388,1.41757047453292,0.77194753777953,1.17803573190334,1,1,-0.00851927877930407,0.025016963008635,0.0585272664711507
