"fit_file","data_file","n_iter","n_stored","TT","n1","lambda_output_guard_count","lambda_output_guard_rate_all_iter","stored_prop_at_lower_mean","stored_prop_at_upper_mean","stored_prop_at_lower_max","stored_prop_at_upper_max","beta0_raw_mean","beta0_ident_mean","beta0_sparse_truth","beta0_star_ident_truth","beta1_mean","beta1_truth","beta2_mean","beta2_truth","r_mean","r_truth_mean"
"output_s4a_sparse_counts_continuous_x2/S4A_SPARSE_COUNTS_CONTINUOUS_X2_T100/fits/fit_rep01.rds","data_s4a_sparse_counts_continuous_x2/S4A_SPARSE_COUNTS_CONTINUOUS_X2_T100/data_rep01.rds",40000,4000,100,9,800224,0.0222284444444444,0.00864972222222222,0,0.0311111111111111,0,-7.77578176927209,-7.77578176927209,-5.75,-6.38511540131423,0.519287437085508,0.5,-0.400562536168505,-0.4,14.4117056295512,15
