"draw","beta0_raw","beta1","beta2","lambda_min","lambda_median","lambda_max","log_lambda_mean","log_lambda_median","prop_at_lower","prop_at_upper","prop_nonfinite","beta0_plus_mean_log_lambda","beta0_plus_median_log_lambda","beta0_ident","lambda_ident_median","lambda_ident_max","lambda_ident_log_colmean_abs_mean"
567,-7.44080502688828,0.49726669039646,-0.39298978306405,1.27805978945695e-10,1.05342174821089,38484.9117935243,9.40605618085202e-17,0.0520436627862202,0,0,0,-7.44080502688828,-7.38876136410206,-7.44080502688828,1.05342174821089,38484.9117935242,1.93506476274684e-16
568,-8.00114596596702,0.518556966517955,-0.4096631145862,1.26167887088085e-11,1.0403531447447,252142.517132061,1.60303868944488e-16,0.0395600964135594,0.0144444444444444,0,0,-8.00114596596702,-7.96158586955346,-8.00114596596702,1.0403531447447,252142.51713206,1.40339129206524e-16
569,-7.83440952764626,0.523585923242231,-0.389936548058122,1.32456367582938e-10,1.01708779459108,117409.814741793,-2.45050893157541e-16,0.016942735715301,0,0,0,-7.83440952764626,-7.81746679193096,-7.83440952764626,1.01708779459108,117409.814741793,2.76642135125608e-16
570,-7.92362132689194,0.478572016680013,-0.43398490291205,6.00205533625445e-11,1.0400532565987,1174782.74271797,-2.30062882325102e-16,0.0392719200488622,0.0288888888888889,0,0,-7.92362132689194,-7.88434940684308,-7.92362132689194,1.0400532565987,1174782.74271797,2.46747067222941e-16
571,-7.75512272526309,0.476256827231413,-0.414411554623599,1.1074342053646e-10,1.0875986811214,30093.8217702962,3.49535215586153e-16,0.083970359855239,0,0,0,-7.75512272526309,-7.67115236540785,-7.75512272526309,1.0875986811214,30093.8217702961,1.62000043009887e-16
572,-7.84969426434692,0.499192841484697,-0.451941670754427,4.23030921562201e-10,1.03683995181442,215519.762325766,3.98878461125049e-16,0.0361775747651188,0,0,0,-7.84969426434692,-7.8135166895818,-7.84969426434692,1.03683995181442,215519.762325765,4.10647596174287e-17
573,-8.07201521842381,0.48599088881211,-0.436609981599124,6.84560577516685e-10,1.0503689032041,1239201.66779148,-1.1665400994713e-16,0.0491414333404978,0,0,0,-8.07201521842381,-8.02287378508332,-8.07201521842381,1.0503689032041,1239201.66779148,5.20382107389706e-17
574,-7.67647519619564,0.50999990888859,-0.426606664378768,1.84553365504773e-11,1.03457972292238,144721.124200519,-2.35876133440153e-16,0.0339952315832426,0.0188888888888889,0,0,-7.67647519619564,-7.6424799646124,-7.67647519619564,1.03457972292238,144721.124200519,2.03155393742173e-16
575,-8.03330196451895,0.467825883063036,-0.367103220734975,1.10846621650033e-09,1.05973545726907,787034.698364297,2.4332387956368e-17,0.058019298938581,0,0,0,-8.03330196451895,-7.97528266558037,-8.03330196451895,1.05973545726907,787034.698364296,9.00976824011776e-17
576,-7.96987817967569,0.477251120106055,-0.359616670958894,1.07476527062911e-10,1.0194461216662,577198.703040164,1.17992035894885e-16,0.0192594617349266,0,0,0,-7.96987817967569,-7.95061871794076,-7.96987817967569,1.0194461216662,577198.703040164,1.74798447321539e-16
577,-8.09055760970419,0.488371594093984,-0.347428834488531,3.24327744708393e-10,1.03935998171661,1497125.78541937,-1.42201065737405e-16,0.0386051135847336,0,0,0,-8.09055760970419,-8.05195249611946,-8.09055760970419,1.03935998171661,1497125.78541938,7.17250333200544e-17
578,-7.20124081841444,0.474338104312602,-0.391323282689736,9.69913612913264e-11,1.05210620535631,2735.03973450268,1.2983441482422e-16,0.050793958023827,0.0177777777777778,0,0,-7.20124081841444,-7.15044686039062,-7.20124081841444,1.05210620535631,2735.03973450267,9.22718691577352e-17
579,-8.10635047238918,0.487299773478245,-0.417334279588597,1.51671829272813e-10,1.05113910160451,485251.93549745,2.2747236193431e-16,0.0498742414259,0,0,0,-8.10635047238918,-8.05647623096328,-8.10635047238918,1.05113910160451,485251.935497449,8.09383424480201e-17
580,-8.07321806212142,0.462081327257455,-0.46964784642257,2.68334197132239e-10,1.00552588283364,593543.469872829,1.96139401017111e-16,0.00551014949804327,0,0,0,-8.07321806212142,-8.06770791262338,-8.07321806212142,1.00552588283364,593543.469872828,1.5846891700101e-16
581,-8.06605687601862,0.418946926709091,-0.369953348238357,1.46556420998842e-10,1.04267759200352,3895706.67573059,9.47467413167955e-16,0.0417920112838758,0,0,0,-8.06605687601862,-8.02426486473475,-8.06605687601862,1.04267759200352,3895706.67573056,9.6459877122849e-16
582,-7.98593693890133,0.435277617250265,-0.389760798745888,1.31697234575619e-10,1.05415537325047,1312987.41688093,3.28440978118275e-16,0.0527398258951486,0,0,0,-7.98593693890133,-7.93319711300618,-7.98593693890133,1.05415537325047,1312987.41688093,4.05586058565493e-16
583,-7.94327860280363,0.527003838055296,-0.389749772963249,7.79063259766419e-11,1.04771379184243,2527372.82596351,1.22525446578771e-16,0.0466104491034438,0.0266666666666667,0,0,-7.94327860280363,-7.89666815370019,-7.94327860280363,1.04771379184243,2527372.82596351,7.69908828049084e-17
584,-8.45748131675932,0.534114793818882,-0.424406621559136,5.2929794870941e-10,1.03901625504875,3409122.82374132,-1.005368627855e-17,0.0382743432020275,0,0,0,-8.45748131675932,-8.41920697355729,-8.45748131675932,1.03901625504875,3409122.82374132,5.05626115822179e-17
585,-7.78246147373948,0.533263394426047,-0.430563197140213,1.16405364166085e-11,1.04056052011628,268470.578453595,5.72782562121195e-16,0.0397594320365421,0.0222222222222222,0,0,-7.78246147373948,-7.74270204170294,-7.78246147373948,1.04056052011628,268470.578453594,5.2072543807766e-17
586,-7.9500199030857,0.548964557261261,-0.410782861426376,1.3304458077063e-10,1.02293278366553,685984.295598902,2.38358715481329e-16,0.0226737610160015,0,0,0,-7.9500199030857,-7.9273461420697,-7.9500199030857,1.02293278366553,685984.2955989,1.43611974164533e-16
587,-7.9634964659915,0.546510123969972,-0.37666660392277,7.03173920984639e-10,1.03625976149796,1830961.29944983,1.94196510724017e-16,0.0356177735068046,0,0,0,-7.9634964659915,-7.92787869248469,-7.9634964659915,1.03625976149796,1830961.29944982,1.12980612519841e-16
588,-7.47483773930403,0.527162334272512,-0.369878596445771,6.42898280357409e-11,1.04048929013348,35243.4395117368,5.42714021870931e-16,0.0396910526742688,0.0244444444444444,0,0,-7.47483773930403,-7.43514668662976,-7.47483773930403,1.04048929013348,35243.4395117366,5.52181757108706e-17
589,-7.43448674229713,0.5198183324417,-0.341441285835726,1.12767643892889e-10,1.0587122270937,69227.7265654597,-1.27367252547275e-16,0.0570530988959694,0,0,0,-7.43448674229713,-7.37743364340116,-7.43448674229713,1.0587122270937,69227.7265654597,7.5092709828084e-16
590,-7.65616933488676,0.522527630577958,-0.374908447050561,1.57297335237236e-10,1.04788948070885,153779.066869333,-1.44082276973576e-16,0.0467781177912598,0,0,0,-7.65616933488676,-7.6093912170955,-7.65616933488676,1.04788948070885,153779.066869334,4.68298239692583e-17
591,-7.65183765480382,0.531393515916039,-0.392259878204299,1.12113884063745e-11,1.03515764230414,80278.1007570825,1.02071129326475e-16,0.0345537250167769,0.0155555555555556,0,0,-7.65183765480382,-7.61728392978705,-7.65183765480382,1.03515764230414,80278.1007570825,7.6940768571158e-17
592,-7.58510401972727,0.490161958607692,-0.406754126712702,5.52524279935258e-11,1.03496265834942,25839.2877120954,3.09540202112244e-16,0.0343653246834688,0.0222222222222222,0,0,-7.58510401972727,-7.5507386950438,-7.58510401972727,1.03496265834942,25839.2877120953,1.18766879047488e-16
593,-7.80214189725027,0.538381538475008,-0.404365555892182,4.40100669930096e-10,1.04625590915356,627854.824900796,3.21502084214368e-17,0.0452177860000461,0,0,0,-7.80214189725027,-7.75692411125022,-7.80214189725027,1.04625590915356,627854.824900796,7.90571312118497e-17
594,-7.60990889933197,0.550681239377955,-0.404387691724843,1.01314911526902e-10,1.04744464648725,173235.328912362,5.22915044598449e-16,0.0463535218798601,0,0,0,-7.60990889933197,-7.56355537745211,-7.60990889933197,1.04744464648725,173235.328912361,7.97240360148363e-17
595,-7.92610087704936,0.512603826892666,-0.400563867407768,2.62697788019255e-10,1.02341349130961,307269.277773542,-2.02924097278709e-17,0.0231435993287938,0,0,0,-7.92610087704936,-7.90295727772056,-7.92610087704936,1.02341349130961,307269.277773542,4.30442718505712e-17
596,-7.61083933561822,0.472143750995518,-0.426393376499655,2.04024107272534e-10,1.0516324243449,91204.0528217703,-1.5728159515523e-17,0.0503436042935212,0,0,0,-7.61083933561822,-7.5604957313247,-7.61083933561822,1.0516324243449,91204.0528217703,8.3305276257464e-17
597,-7.9405854624242,0.535449665324387,-0.413544718789018,7.91034472277598e-11,1.05763600823948,1488253.78197368,-3.92648876375764e-16,0.0560359154795542,0.0255555555555556,0,0,-7.9405854624242,-7.88454954694465,-7.9405854624242,1.05763600823948,1488253.78197369,5.10566222787655e-16
598,-7.76714988655957,0.547355567019925,-0.403808183149135,6.75422450479709e-11,1.0267772416736,49978.3651358742,6.78469626159818e-19,0.0264248221405623,0.0211111111111111,0,0,-7.76714988655957,-7.74072506441901,-7.76714988655957,1.0267772416736,49978.3651358742,6.17291711573702e-17
599,-7.76944016279788,0.513527168629546,-0.410716510265344,3.07112745208049e-10,1.04032845928386,82796.0666360981,6.42078982574882e-16,0.0395364775295155,0,0,0,-7.76944016279788,-7.72990368526836,-7.76944016279788,1.04032845928386,82796.0666360976,9.51707848331454e-17
600,-7.58439476070435,0.50003858496962,-0.35792435286929,3.27298353656104e-10,1.06118583565445,68425.5223787024,-8.5178777611519e-17,0.0593868820967531,0,0,0,-7.58439476070435,-7.52500787860759,-7.58439476070435,1.06118583565445,68425.5223787024,7.37912817269956e-17
601,-7.94864460082007,0.494267281561754,-0.408596693054483,3.37392534253008e-11,1.06447550815461,500572.227089502,5.49961311059456e-16,0.062482195610278,0.0233333333333333,0,0,-7.94864460082006,-7.88616240520979,-7.94864460082006,1.06447550815461,500572.2270895,6.87393814708454e-17
602,-7.9597230935831,0.491955693540166,-0.408609571077283,4.44131945353233e-10,1.05283369466345,651777.722325682,-2.10695658451085e-16,0.0514851002492585,0,0,0,-7.9597230935831,-7.90823799333385,-7.9597230935831,1.05283369466345,651777.722325684,2.80948104287088e-16
603,-7.73695810360304,0.52626705660039,-0.375953228027401,1.35374479308602e-11,1.04478910453409,24413.8540708853,2.24881841543518e-16,0.0438149587283109,0.02,0,0,-7.73695810360304,-7.69314314487473,-7.73695810360304,1.04478910453409,24413.8540708853,1.07753312445564e-16
604,-8.03994115515997,0.534205392539083,-0.408134957731578,1.81756533869935e-10,1.03638626926617,137630.068619549,3.32095462241e-16,0.0357398643440628,0,0,0,-8.03994115515997,-8.00420129081591,-8.03994115515997,1.03638626926617,137630.068619549,1.80110556099085e-16
605,-7.53774535307895,0.539557530352616,-0.375802568171382,8.51533665363197e-10,1.00864517715666,29613.6999236919,5.63746580281885e-17,0.00860746721136117,0,0,0,-7.53774535307895,-7.52913788586759,-7.53774535307895,1.00864517715666,29613.6999236919,2.56692815151875e-16
606,-7.85972339966393,0.524752239590846,-0.39412835867183,1.33636835467015e-10,1.03827859575122,826590.648158784,4.69377623188747e-16,0.037564132799713,0,0,0,-7.85972339966393,-7.82215926686422,-7.85972339966393,1.03827859575122,826590.64815878,3.6062973595029e-16
607,-7.95975805219836,0.513569537682124,-0.449963296164641,5.98871396992512e-11,1.05350094710067,253176.673450173,4.19294228966767e-16,0.0521179375375607,0.0255555555555556,0,0,-7.95975805219836,-7.9076401146608,-7.95975805219836,1.05350094710067,253176.673450172,5.6885823212443e-16
608,-7.17894278292398,0.530762419120123,-0.453524727862522,6.83059424971242e-13,1.02750996050953,1999.08408970258,2.7228219678932e-16,0.0271383555170251,0.00666666666666667,0,0,-7.17894278292398,-7.15180442740695,-7.17894278292398,1.02750996050953,1999.08408970258,3.72849899103282e-17
609,-7.90393961272009,0.479068310499659,-0.404513564489436,3.54844207047585e-10,1.01688113743136,1129092.54299059,-1.21122248033758e-17,0.016740212671712,0,0,0,-7.90393961272009,-7.88719940004838,-7.90393961272009,1.01688113743136,1129092.54299059,5.34506852359032e-17
610,-7.88726441472321,0.504950423237103,-0.466019144195064,3.62127867159839e-10,1.04296880638817,549881.889094175,-2.64248499625018e-16,0.0420712563264324,0,0,0,-7.88726441472321,-7.84519315839678,-7.88726441472321,1.04296880638817,549881.889094176,1.63989192595674e-16
611,-7.52044551351245,0.467900348101073,-0.412727271944206,9.72135268210984e-12,1.03699605981959,6673.14049375225,2.29538610341251e-16,0.0363276426997169,0.0177777777777778,0,0,-7.52044551351245,-7.48411787081273,-7.52044551351245,1.03699605981959,6673.14049375224,9.10537077834938e-17
612,-7.85124476315104,0.495232651509772,-0.409846001448749,5.51667422812975e-11,1.03710624262709,501394.932869434,3.67730537378621e-16,0.0364343100754811,0.0255555555555556,0,0,-7.85124476315104,-7.81481045307556,-7.85124476315104,1.03710624262709,501394.932869432,6.90188646975306e-17
613,-7.77831993863506,0.533109020134648,-0.406212690082496,8.37850570953489e-11,1.0343836189916,191120.900759967,-4.40234268792336e-18,0.0338057109194211,0.0244444444444444,0,0,-7.77831993863506,-7.74451422771564,-7.77831993863506,1.0343836189916,191120.900759967,4.43241122817363e-17
614,-7.48672432363615,0.541409755749937,-0.381831756106425,1.7597036036669e-11,1.04853721577773,35896.4379321569,3.46204546512278e-16,0.0473960430552246,0.0211111111111111,0,0,-7.48672432363615,-7.43932828058093,-7.48672432363615,1.04853721577773,35896.4379321568,8.19020777124516e-17
615,-7.63236191086853,0.4819229575278,-0.398797271076532,4.93603331389738e-10,1.04948550009869,643724.489015957,-2.80948104287088e-17,0.0482988862861334,0,0,0,-7.63236191086853,-7.5840630245824,-7.63236191086853,1.04948550009869,643724.489015957,8.05104439906125e-17
616,-7.85422987936659,0.507508444036147,-0.386278655343329,7.11554812914501e-12,1.04644754904589,426144.303885428,6.99872258912314e-16,0.0454009066848593,0.0222222222222222,0,0,-7.85422987936658,-7.80882897268173,-7.85422987936659,1.04644754904589,426144.303885425,5.6382367910304e-17
617,-7.55508221720133,0.51354242353934,-0.36451599774269,6.04922566504256e-11,1.0270583560395,69162.2619746072,4.31290805538412e-16,0.0266987435506434,0.02,0,0,-7.55508221720133,-7.52838347365069,-7.55508221720133,1.0270583560395,69162.261974607,2.52976651972227e-16
618,-7.76506300632508,0.540390829856205,-0.362914204291196,1.04967163154747e-10,1.04101803192791,514986.570958807,-2.1809714528192e-16,0.0401990435530136,0,0,0,-7.76506300632508,-7.72486396277206,-7.76506300632508,1.04101803192791,514986.570958808,1.53630965973564e-16
619,-8.11217837091201,0.516577252206289,-0.363222933663792,6.98633145422807e-10,1.05604856495315,402017.110005497,5.85395929262076e-16,0.0545341279923881,0,0,0,-8.11217837091201,-8.05764424291962,-8.11217837091201,1.05604856495315,402017.110005495,3.49180561008843e-16
620,-7.59953616925785,0.509505676030664,-0.373474454313667,1.31632043750335e-11,1.04344262416806,40966.2389032171,2.34257058195908e-16,0.0425254515048715,0.0177777777777778,0,0,-7.59953616925785,-7.55701071775298,-7.59953616925785,1.04344262416806,40966.238903217,8.76767794169256e-17
621,-7.75341910151166,0.552753023758629,-0.382943970444004,4.96601335126267e-10,1.0502137373409,10101.9839509854,-1.65376971376456e-18,0.0489936685717523,0,0,0,-7.75341910151166,-7.70442543293991,-7.75341910151166,1.0502137373409,10101.9839509854,4.3186904669707e-17
622,-7.7001561718568,0.506849143726038,-0.406071842700798,2.2900542745665e-10,1.02185356371848,183689.858308423,3.92564067672494e-16,0.0216180158091414,0,0,0,-7.7001561718568,-7.67853815604766,-7.7001561718568,1.02185356371848,183689.858308423,4.53032673103987e-17
623,-7.91745809519851,0.524913408573175,-0.376446157136213,2.84806979191748e-11,1.03969868489461,115592.139521146,3.70629453054031e-16,0.038930942301634,0.0211111111111111,0,0,-7.91745809519851,-7.87852715289688,-7.91745809519851,1.03969868489461,115592.139521146,1.80087426452739e-16
624,-7.90475389231082,0.521569371965063,-0.425879583731423,6.49189354147857e-11,1.03618640480735,467189.932743529,2.41380989270586e-16,0.0355470308548558,0.0233333333333333,0,0,-7.90475389231082,-7.86920686145596,-7.90475389231082,1.03618640480735,467189.932743528,5.47864223124053e-17
625,-7.94370173240544,0.50311160050308,-0.429365008846966,6.74829480306182e-11,1.01483295074572,1074751.75641134,-4.09919012314377e-16,0.0147240124772621,0.0211111111111111,0,0,-7.94370173240544,-7.92897771992818,-7.94370173240545,1.01483295074572,1074751.75641134,3.36081471294689e-16
626,-7.56155105657875,0.509234077441806,-0.428754749389181,4.39960293450229e-11,1.05639295297077,102118.830759536,-6.1802415037467e-17,0.0548601821255925,0.0222222222222222,0,0,-7.56155105657875,-7.50669087445316,-7.56155105657875,1.05639295297077,102118.830759536,1.08400942543262e-16
627,-7.81059143051527,0.501394985112512,-0.39496770153318,6.65906238463917e-11,1.02600092656157,967853.909008011,-6.45471330705681e-17,0.0256683244186796,0.0211111111111111,0,0,-7.81059143051527,-7.78492310609659,-7.81059143051527,1.02600092656157,967853.909008012,8.62581611076823e-17
628,-7.74629714687355,0.532848003106933,-0.406747670054498,5.76426281250132e-11,1.03925370737969,876904.835639639,-8.83860885715472e-17,0.0385028631936414,0.0211111111111111,0,0,-7.74629714687355,-7.70779428367991,-7.74629714687355,1.03925370737969,876904.83563964,6.97127540879213e-17
629,-8.06660861862137,0.542847723836804,-0.363205729949409,6.51932864250488e-10,1.05189974597518,1280716.50842405,5.0743360131062e-16,0.050597675486349,0,0,0,-8.06660861862137,-8.01601094313502,-8.06660861862137,1.05189974597518,1280716.50842404,1.55665411116779e-16
630,-7.93457688623341,0.506814635257113,-0.36999376792784,1.27220154237648e-10,1.04751037074879,847521.618597662,6.16358815837733e-16,0.0464161914801136,0,0,0,-7.93457688623341,-7.8881606947533,-7.93457688623341,1.04751037074879,847521.618597658,3.82934424910294e-16
631,-7.56815623907276,0.523655006455253,-0.41172440058108,6.62202057443876e-10,1.05296962773462,198525.198785098,6.01987595574529e-17,0.0516143832109962,0,0,0,-7.56815623907276,-7.51654185586176,-7.56815623907276,1.05296962773462,198525.198785098,8.19097875945671e-17
632,-7.80327618798891,0.527668370765813,-0.418556020569374,9.24854298821865e-10,1.03037321628962,565583.462168574,-4.16642029519052e-16,0.0299186042931188,0,0,0,-7.80327618798891,-7.77335758369579,-7.80327618798891,1.03037321628962,565583.462168576,2.18698516086925e-16
633,-7.68638609133894,0.543842950589401,-0.45470478014457,1.73370886525878e-09,1.02170168436819,177551.62952073,-1.26380387636497e-16,0.0214693872855392,0,0,0,-7.68638609133894,-7.6649167040534,-7.68638609133894,1.02170168436819,177551.62952073,1.55801297789064e-16
634,-7.65362531507432,0.432617890035966,-0.387114437316928,1.39259339725142e-10,1.03494843422591,83593.6167842212,-6.37761448590229e-17,0.034351497664174,0,0,0,-7.65362531507432,-7.61927381741014,-7.65362531507432,1.03494843422591,83593.6167842213,1.12502599828683e-16
635,-7.79201271499849,0.425161347488968,-0.40666381120629,1.12310097903061e-10,1.06689312524625,36660.698905463,9.44923152069856e-17,0.0647506773041717,0,0,0,-7.79201271499849,-7.72726203769431,-7.79201271499849,1.06689312524625,36660.6989054629,1.14921575342406e-16
636,-7.53735733583441,0.444835732534697,-0.401229163172405,9.37121363751061e-10,1.04630695098464,81666.6881639168,-4.87865920501602e-16,0.0452667745500187,0,0,0,-7.53735733583441,-7.49209056128439,-7.53735733583441,1.04630695098464,81666.6881639171,7.07921375840846e-17
637,-7.33078791441326,0.453592392922539,-0.426660682595375,6.60967604122643e-11,1.03916796145013,4743.90131113546,3.54284502969272e-16,0.0384203558485084,0.02,0,0,-7.33078791441326,-7.29236755856475,-7.33078791441326,1.03916796145013,4743.90131113544,1.58061256984156e-16
638,-7.4971563448103,0.52497578339849,-0.39378773053582,7.27521859919374e-11,1.05789639445682,22418.8011434753,8.25574176922651e-17,0.0562820603794746,0.0111111111111111,0,0,-7.4971563448103,-7.44087428443083,-7.4971563448103,1.05789639445682,22418.8011434753,1.02849827420136e-16
639,-7.59315660792594,0.537919965242835,-0.358293401014411,1.79292880730058e-10,1.02615940446229,77015.1417813978,-4.95467864267438e-16,0.0258230982456164,0,0,0,-7.59315660792594,-7.56733350968032,-7.59315660792594,1.02615940446229,77015.1417813981,7.01502898979732e-17
640,-7.65573219778433,0.487099175745678,-0.372081689136895,4.4169087729723e-10,1.05350202861706,25244.7557778678,5.1357066747452e-16,0.0521197401050014,0,0,0,-7.65573219778433,-7.60361245767932,-7.65573219778433,1.05350202861706,25244.7557778677,5.33215447104693e-16
641,-7.97169826785591,0.502685499495493,-0.340594230514816,2.05109001035226e-09,1.03937395950776,30495.6209111317,-3.35934983534495e-16,0.0386185510758466,0,0,0,-7.97169826785591,-7.93307971678006,-7.97169826785591,1.03937395950776,30495.6209111318,5.3308437910873e-16
642,-7.84798627033218,0.500596048941119,-0.423264512368725,2.3409399847178e-10,1.03041218910181,628847.818099921,5.20031548687269e-16,0.0299589007711277,0,0,0,-7.84798627033218,-7.81802736956105,-7.84798627033218,1.03041218910181,628847.818099918,1.62886679453164e-16
643,-7.82005940400296,0.439411068097926,-0.386796754984913,2.5712262277462e-10,1.04971306170127,2151958.87881382,3.46158287219585e-16,0.0485168082680702,0,0,0,-7.82005940400296,-7.77154259573489,-7.82005940400296,1.04971306170127,2151958.87881381,9.78075645166301e-17
644,-8.0704555374616,0.472307852082475,-0.39715728418945,2.38596525200949e-11,1.05144794005631,2314937.16151554,2.73053185000865e-16,0.0501679988797082,0.0255555555555556,0,0,-8.0704555374616,-8.02028753858189,-8.0704555374616,1.05144794005631,2314937.16151553,2.0037983618061e-16
645,-7.4235209452806,0.498784618558965,-0.376924178356737,3.67515057192899e-11,1.03184109527325,11959.8718230395,-6.04454757851474e-17,0.0313445129582619,0.0111111111111111,0,0,-7.4235209452806,-7.39217643232234,-7.4235209452806,1.03184109527325,11959.8718230396,1.25378102961488e-16
646,-7.66400760122633,0.52658426011296,-0.387952608764071,2.278719550296e-11,1.05209541263444,288595.342094167,7.58652400160524e-17,0.0507837972306083,0.02,0,0,-7.66400760122633,-7.61322380399572,-7.66400760122633,1.05209541263444,288595.342094166,9.25494249138915e-17
647,-7.93392753117409,0.49601751047227,-0.404033650078236,1.16591470896631e-10,1.01493189942602,265467.991685614,-2.17110280371142e-17,0.014821020550313,0,0,0,-7.93392753117409,-7.91910651062378,-7.93392753117409,1.01493189942602,265467.991685614,6.43158366071046e-17
648,-7.92293985421185,0.475909460160677,-0.4330534810554,4.07788607871793e-10,1.0311234726755,163903.960049457,-2.03633406433331e-16,0.0306486035351928,0,0,0,-7.92293985421185,-7.89229125067666,-7.92293985421185,1.0311234726755,163903.960049457,1.04777297948999e-16
649,-7.52949282389395,0.458738571417467,-0.413702870860247,2.47857632804504e-11,1.05462531508132,37351.0600741885,4.09548937972836e-16,0.0531855299633902,0.0222222222222222,0,0,-7.52949282389395,-7.47630729393056,-7.52949282389395,1.05462531508132,37351.0600741883,5.78364516772783e-16
650,-7.65547851112159,0.511170082534454,-0.378903726046359,2.51008547997846e-11,1.04744463882744,24860.6682406716,1.83695651282771e-16,0.0463535123522029,0.02,0,0,-7.65547851112159,-7.60912499876939,-7.65547851112159,1.04744463882744,24860.6682406716,1.47952637795533e-16
651,-7.4636697610705,0.50802465579041,-0.382390460913066,2.47215321392411e-10,1.07870988475389,28387.2904668991,-1.9919251433483e-16,0.0757649251274786,0,0,0,-7.4636697610705,-7.38790483594303,-7.4636697610705,1.07870988475389,28387.2904668991,6.00831113257211e-17
652,-7.76568300907653,0.522103522511667,-0.374115214402713,2.92861946119569e-10,1.05756079644562,120948.371277088,-1.61938363952964e-16,0.0559651144037829,0,0,0,-7.76568300907653,-7.70971789467275,-7.76568300907653,1.05756079644562,120948.371277088,1.39452492763247e-16
653,-8.06015435356539,0.51162456231205,-0.390237458131635,3.48744969121221e-11,1.04313753734512,463617.700982533,2.41226791628277e-16,0.0422326381248172,0.02,0,0,-8.06015435356539,-8.01792171544057,-8.06015435356539,1.04313753734512,463617.700982531,3.24061765076698e-16
654,-7.54185908895693,0.546320856841977,-0.390801762228885,2.0383580839879e-11,1.04555852456391,18076.0684646781,3.80806497446429e-16,0.0445497902254106,0.0188888888888889,0,0,-7.54185908895693,-7.49730929873152,-7.54185908895693,1.04555852456391,18076.068464678,1.55415803683291e-16
655,-7.61944706603953,0.523316479486657,-0.363710861185846,3.7030388448305e-11,1.05556467070433,125694.998788086,4.00358758491216e-16,0.0540758006096178,0.0222222222222222,0,0,-7.61944706603953,-7.56537126542991,-7.61944706603953,1.05556467070433,125694.998788086,6.25618384258391e-17
656,-7.59932163992091,0.535279980215417,-0.389732655376212,2.95099652894532e-11,1.05555063076563,55723.8371175824,7.21644966006352e-17,0.0540625556157409,0.0166666666666667,0,0,-7.59932163992091,-7.54525908430517,-7.59932163992091,1.05555063076563,55723.8371175824,6.62972763107758e-17
657,-8.12027047640288,0.596647849988302,-0.44137447862571,5.15538134801567e-10,1.04316547149001,704111.614967618,-3.70012662484795e-16,0.0422596453922786,0,0,0,-8.12027047640288,-8.0780108310106,-8.12027047640288,1.04316547149001,704111.61496762,5.00833942219793e-17
658,-7.44825088084418,0.60519826578403,-0.412462886512653,4.38001104268337e-10,1.04610317910573,14206.7723499548,1.7806743733849e-16,0.0450716531715759,0,0,0,-7.44825088084418,-7.4031792276726,-7.44825088084418,1.04610317910573,14206.7723499547,1.45038302355892e-16
659,-7.57863049222836,0.588472053258046,-0.393111346189313,1.46191659966636e-10,1.0575670175057,84891.9157682052,4.12247396713244e-17,0.0559710028183215,0,0,0,-7.57863049222836,-7.52265948941004,-7.57863049222836,1.0575670175057,84891.9157682052,1.33118824605402e-16
660,-7.83528887657086,0.476143706568388,-0.341865568735692,1.50002335757027e-10,1.03477572268079,299936.576266253,2.75975230322621e-16,0.0341807471841086,0,0,0,-7.83528887657086,-7.80110812938675,-7.83528887657086,1.03477572268079,299936.576266253,1.21500032257416e-16
661,-8.14631292206102,0.477522031420779,-0.395846674531331,3.90184588089059e-10,1.03740438835761,1714153.99536621,-5.22884205069987e-17,0.0367217765669773,0,0,0,-8.14631292206102,-8.10959114549404,-8.14631292206102,1.03740438835761,1714153.99536621,8.9325730454368e-17
662,-7.42869070966851,0.518525309762087,-0.376042254512247,4.29308138622802e-12,1.04467321772805,22351.0859761105,1.94103992138632e-16,0.0437038837967377,0.0166666666666667,0,0,-7.42869070966851,-7.38498682587177,-7.42869070966851,1.04467321772805,22351.0859761104,5.3452612706432e-17
663,-7.93821404298261,0.530011108058069,-0.363649835649087,1.64340930331549e-09,1.00661188046315,140380.621564258,-2.37391125275839e-16,0.00659009615467303,0,0,0,-7.93821404298261,-7.93162394682794,-7.93821404298261,1.00661188046315,140380.621564258,3.90786939844882e-16
664,-7.48762242430539,0.558708739278805,-0.350763451372659,1.51877236914817e-10,1.01958528115919,12583.734446557,-5.11936172466044e-18,0.0193959550376824,0,0,0,-7.48762242430539,-7.46822646926771,-7.48762242430539,1.01958528115919,12583.734446557,4.55769681254973e-17
665,-7.51327134420472,0.541037388123533,-0.317947383432463,6.73892957244721e-11,1.0353853617311,14554.2061088692,2.32314167902814e-16,0.034773491998838,0.02,0,0,-7.51327134420472,-7.47849785220589,-7.51327134420472,1.0353853617311,14554.2061088692,8.29120722695759e-17
666,-7.8164696245948,0.575406603134817,-0.359603574328108,4.49620328061552e-10,1.02993887619323,2286802.807349,3.41085184787618e-17,0.0294994333017169,0,0,0,-7.8164696245948,-7.78697019129309,-7.8164696245948,1.02993887619323,2286802.807349,8.31742082615013e-17
667,-7.97726330548013,0.547858494739707,-0.425112968578938,6.20881897798016e-11,1.05924070467662,282492.007399652,4.62592926927149e-20,0.0575521368262694,0.0188888888888889,0,0,-7.97726330548013,-7.91971116865386,-7.97726330548013,1.05924070467662,282492.007399652,2.74317605667799e-17
