"diagnostic_step","n_reps","mean_count_avg","zero_prop_avg","exposure_mean_ratio_avg","exposure_cv_avg","beta0_mean_avg","beta0_coverage","beta1_mean_avg","beta1_coverage","beta2_mean_avg","beta2_mean_sd","beta2_coverage","r_mean_avg","phi_rmse_avg","phi_cor_avg","lambda_rmse_avg","log_lambda_rmse_avg","cor_log_lambda_avg","low_exp_log_lambda_rmse_avg","high_exp_log_lambda_rmse_avg","low_exp_phi_rmse_avg","high_exp_phi_rmse_avg","beta_guard_total","kappa_guard_total","conclusion"
"Oracle lambda, estimate beta/phi/r",2,6.49666666666667,0.176666666666667,0.0512610916613419,0.83870978566059,-1.4768297290417,0,0.513468770598266,1,-0.457787941636343,0.0374123020924004,1,16.3811969614114,10.7995225359524,0.239788839723725,0,0,1,0,0,3.82007395384795,17.9130603338973,0,467030,"Fixing lambda restores beta2, but beta0/phi/kappa can remain unstable."
