"diagnostic_step","n_reps","mean_count_avg","zero_prop_avg","exposure_mean_ratio_avg","exposure_cv_avg","beta0_mean_avg","beta0_coverage","beta1_mean_avg","beta1_coverage","beta2_mean_avg","beta2_mean_sd","beta2_coverage","r_mean_avg","phi_rmse_avg","phi_cor_avg","lambda_rmse_avg","log_lambda_rmse_avg","cor_log_lambda_avg","low_exp_log_lambda_rmse_avg","high_exp_log_lambda_rmse_avg","low_exp_phi_rmse_avg","high_exp_phi_rmse_avg","beta_guard_total","kappa_guard_total","conclusion"
"Oracle lambda + oracle phi, estimate beta/r",2,6.49666666666667,0.176666666666667,0.0512610916613419,0.83870978566059,-5.30115595652635,1,0.512860017801735,1,-0.38873568817443,0.046401379849583,1,17.6526730190307,4.01506818035036e-13,1,0,0,1,0,0,2.0841607830441e-13,6.10780040467204e-13,0,0,"Fixing both lambda and phi restores beta/r and eliminates numerical guards."
