"subset","n_reps","low_mean_count_avg","high_mean_count_avg","low_zero_prop_avg","high_zero_prop_avg","low_log_lambda_rmse_avg","high_log_lambda_rmse_avg","low_minus_high_log_lambda_rmse_avg","low_phi_rmse_avg","high_phi_rmse_avg","low_minus_high_phi_rmse_avg"
"all_sampled_lambda",10,3.44066666666667,17.6466666666667,0.213666666666667,0.0666666666666667,0.2181513633521,10.1197656286967,-9.90161426534464,2196.49830373918,10297.3109144497,-8100.81261071055
"stable_only",7,3.44428571428571,19.6638095238095,0.198571428571429,0.0104761904761905,0.21697082811808,0.0820630183065194,0.134907809811561,1.25158351149569,1.3149831545169,-0.0633996430212087
"stable_plus_soft_warning",8,3.2,19.82625,0.229583333333333,0.00958333333333334,0.239464716242728,0.0813661276548063,0.158098588587921,1.26401005552091,1.2060317642844,0.057978291236504
"numerical_instability",2,4.40333333333333,8.92833333333333,0.15,0.295,0.13289795178959,50.2733636328645,-50.1404656810749,10977.4354784738,51481.7304451915,-40504.2949667177
