"scenario_id","rep_id","TT","n1","stress_type","r_reference_truth","r_stress_truth","r_stress_min","r_stress_max","r_ratio_to_reference","beta0_star","beta0_star_ident","mean_exposure","min_exposure","max_exposure","gamma_truth_mean","delta_truth","theoretical_variance_to_mean_avg","lambda_raw_min","lambda_raw_median","lambda_raw_max","lambda_ident_min","lambda_ident_median","lambda_ident_max","lambda_ident_log_rm_mean","coherent","mean_count","median_count","zero_prop","nonzero_prop","total_count","max_count","count_sd","count_var","count_cv","variance_to_mean","max_to_mean","q05_count","q25_count","q50_count","q75_count","q90_count","q95_count","q99_count","reference_mean_count","reference_median_count","reference_zero_prop","reference_nonzero_prop","reference_total_count","reference_max_count","reference_count_sd","reference_count_var","reference_count_cv","reference_variance_to_mean","reference_max_to_mean","reference_q05_count","reference_q25_count","reference_q50_count","reference_q75_count","reference_q90_count","reference_q95_count","reference_q99_count","kappa_mean","kappa_sd","kappa_cv","kappa_min","kappa_q01","kappa_q05","kappa_median","kappa_q95","kappa_q99","kappa_max","reference_kappa_mean","reference_kappa_sd","reference_kappa_cv","reference_kappa_min","reference_kappa_q01","reference_kappa_q05","reference_kappa_median","reference_kappa_q95","reference_kappa_q99","reference_kappa_max","file"
"S4C_OVERDISPERSION_CALIB_T100_R5p000",1,100,9,"small_r_overdispersion",15,5,5,5,0.333333333333333,-1.5,-1.67581758101154,656.841291469245,291.48251758498,1168.75170429396,0.8,0.9,33.692633602782,0.0842390914207052,1.05685542354555,1.6098143768284,0.666221989997869,0.997096196536622,1.81516555879515,5.7831825748009e-17,TRUE,165.658888888889,117,0.00222222222222222,0.997777777777778,149093,1204,170.2505915892,28985.2639364726,1.02771781659957,174.969566262838,7.26794685196488,12,52.75,117,214,391.3,530.2,792.21,162.68,126,0,1,146412,1440,147.685788574357,21811.0921468298,0.907830025659931,134.073593231066,8.85173346447014,13,55,126,229,340.3,458.25,628.42,1.01569164187589,0.45754717985827,0.450478433605323,0.0920273118354833,0.237310335104405,0.388409784676511,0.957092287765267,1.91025148792121,2.33844523711408,2.85037257361941,0.990900723979881,0.263980139640231,0.266404225218419,0.398950009942583,0.506506820863372,0.61488909613554,0.959746751822535,1.47762305639063,1.71850022738811,2.03189560076868,"./data_s4c_overdispersion_calibration/S4C_OVERDISPERSION_CALIB_T100_R5p000/data_rep01.rds"
"S4C_OVERDISPERSION_CALIB_T100_R5p000",2,100,9,"small_r_overdispersion",15,5,5,5,0.333333333333333,-1.5,-1.4656523234212,724.026171419258,311.909192262216,1145.58825906128,0.8,0.9,52.8409195752537,0.198607790466504,1.18975412470388,1.66174106327009,0.641218927388333,1.00221050230768,1.623511272448,8.37871438896798e-17,TRUE,268.27,152,0,1,241443,4750,372.45902252382,138725.723459399,1.3883737373684,517.112325117977,17.7060424199501,16,69,152,318,632.3,955.45,1759.15,257.365555555555,163.5,0,1,231629,4248,305.289502699543,93201.6804585341,1.1862096388172,362.137350731907,16.505705244162,19,75,163.5,331.5,601.8,791.3,1280.44,1.00942294974153,0.453544942211013,0.449311106238616,0.123762507514934,0.276209187752972,0.41970147563725,0.928258018287216,1.88148709908606,2.3314128574536,3.29550272297701,0.988968418546876,0.248707427612176,0.251481668117987,0.362882832511722,0.491749562422888,0.605423776701875,0.971019692312072,1.42020436496918,1.66178142796449,2.01885584941675,"./data_s4c_overdispersion_calibration/S4C_OVERDISPERSION_CALIB_T100_R5p000/data_rep02.rds"
"S4C_OVERDISPERSION_CALIB_T100_R5p000",3,100,9,"small_r_overdispersion",15,5,5,5,0.333333333333333,-1.5,-1.78194190506619,742.828380650023,328.087077787036,1123.59428988503,0.8,0.9,36.7746535446462,0.0354830172011052,1.04281539800945,2.18576446461718,0.66957094593915,1.00955307250133,1.44475245341837,2.56742929385625e-16,TRUE,175.752222222223,114,0,1,158177,2160,193.107316684309,37290.435757014,1.09874751080042,212.176183524232,12.2900295238878,10,55.5,114,230.25,400,544.25,890.17,182.707777777778,128,0,1,164437,1695,185.173958874113,34289.3950451118,1.01349795354271,187.673428368315,9.27710916642848,11,68,128,233.25,382,546.1,866.12,0.980926791824437,0.435931676850846,0.444407962433213,0.148940488045802,0.256056358350086,0.374600207498439,0.922284442645874,1.7690528501241,2.20587877182873,2.95046814961001,1.01402225587773,0.268084830346822,0.2643776591617,0.429070253778136,0.529632780656414,0.62542960945235,0.976231093541948,1.46456438044032,1.80301635820851,2.15048440889108,"./data_s4c_overdispersion_calibration/S4C_OVERDISPERSION_CALIB_T100_R5p000/data_rep03.rds"
"S4C_OVERDISPERSION_CALIB_T100_R5p000",4,100,9,"small_r_overdispersion",15,5,5,5,0.333333333333333,-1.5,-2.28036627476399,655.403339109013,367.078772207106,1225.33247695285,0.8,0.9,27.8657402538426,0.000473344384043854,0.877653235215205,1.46026670956317,0.148714873349531,0.995786141985016,4.92023393746212,8.70802272882424e-17,TRUE,135.027777777778,98.5,0.0388888888888889,0.961111111111111,121525,1195,138.20795822589,19101.4397169694,1.02355204610822,141.463038430549,8.85003085784817,1,34,98.5,191,315.1,394.15,635.27,133.436666666667,101,0.0522222222222222,0.947777777777778,120093,793,129.030660875821,16648.9114460512,0.966980546645008,124.770138987668,5.94289425695086,0,39,101,190,299.1,399.15,576.01,1.01406990314266,0.455699643216722,0.44937695301328,0.152473391818361,0.26882151766951,0.398655719370896,0.937024609952734,1.91355467967995,2.41139806006646,3.44001613348229,0.986806951103481,0.260890092138675,0.264378044608359,0.359962692295593,0.474019608902351,0.591146682622223,0.971330556829179,1.45928066046099,1.6872815479441,2.01194413498081,"./data_s4c_overdispersion_calibration/S4C_OVERDISPERSION_CALIB_T100_R5p000/data_rep04.rds"
"S4C_OVERDISPERSION_CALIB_T100_R5p000",5,100,9,"small_r_overdispersion",15,5,5,5,0.333333333333333,-1.5,-1.37314237558449,887.757482377902,426.130275683098,1230.09755233465,0.8,0.9,67.7525577911156,0.605029805921024,1.20550695693825,1.68177691088246,0.741994020858652,1.00190048750493,1.28535281026071,5.28681072685543e-17,TRUE,345.682222222222,210.5,0,1,311114,2909,387.889172496038,150458.010139661,1.12209754381492,435.249487730205,8.41524328702662,29,94,210.5,466,775.1,1135.45,1958.05,332.278888888889,230.5,0,1,299051,2576,317.509673328662,100812.392657273,0.955551748684324,303.396923573391,7.75252381700781,34.9,109,230.5,463.25,769.4,948.05,1452.15,1.00900108111303,0.420087949055548,0.416340435029214,0.13148827843911,0.26642694689955,0.407159072731107,0.958838179279695,1.74673372080889,2.20934306200999,2.59798640124876,1.0038238885866,0.252545872113285,0.251583843525454,0.411857398559804,0.504850933369456,0.619812905449645,0.99144295729778,1.45075287459451,1.6419621451787,1.99587079616545,"./data_s4c_overdispersion_calibration/S4C_OVERDISPERSION_CALIB_T100_R5p000/data_rep05.rds"
"S4C_OVERDISPERSION_CALIB_T100_R5p000",6,100,9,"small_r_overdispersion",15,5,5,5,0.333333333333333,-1.5,-1.7511894022961,746.404876046611,362.395160911671,1195.19513601871,0.8,0.9,35.4489417102709,0.288226577457566,1.02496948631914,1.60408648714487,0.761261087000651,1.0050190341872,1.29270978852057,1.16518002807937e-16,TRUE,173.253333333333,115,0,1,155928,1794,183.761495565591,33768.2872525027,1.060652006112,194.906998917786,10.3547791288287,22.95,59,115,209.5,397.1,543,873.18,172.447777777778,117,0,1,155203,1411,168.609567844784,28429.1863688048,0.977742769536063,164.856785834838,8.18218719998969,25.95,63,117,217.25,373.2,503.1,826.32,1.00540999542195,0.444348385502745,0.441957398002851,0.119628245253479,0.274316720863892,0.410770357048353,0.943326020493834,1.83228490379881,2.4174045180159,2.71894180942387,0.989084630873505,0.260915665223278,0.26379508596029,0.425413940918357,0.503633827556377,0.608074323244384,0.962048035201667,1.46737818714498,1.74027952517159,1.92993696534158,"./data_s4c_overdispersion_calibration/S4C_OVERDISPERSION_CALIB_T100_R5p000/data_rep06.rds"
"S4C_OVERDISPERSION_CALIB_T100_R5p000",7,100,9,"small_r_overdispersion",15,5,5,5,0.333333333333333,-1.5,-8.325081040253,604.23034726049,302.830619427248,1075.22122419596,0.8,0.9,37.873640427445,2.2250738585072e-308,1.18160630025568,1.65725419267295,4.20716072856158e-281,1.01313615167146,1.02906146131891e+26,3.84797903417599e-15,TRUE,181.854444444444,129,0.0588888888888889,0.941111111111111,163669,1378,186.887919551016,34927.094474107,1.02767859274459,192.060714165153,7.57748871197358,0,53,129,245.25,427,552.05,855.01,185.008888888889,134,0.0555555555555556,0.944444444444444,166508,1324,176.415943200861,31122.5850154493,0.953553876575149,168.222106528842,7.15641290508566,0,59,134,261.5,418.2,504.25,843.19,0.988433304407722,0.440459953793972,0.44561423803693,0.106112316762596,0.256399095903306,0.40863530201218,0.920542903159515,1.80628973793722,2.15171032327357,3.6084823820358,1.00520176629185,0.257354673022619,0.256022901722496,0.397538506680837,0.533212155668388,0.626365339821555,0.991293772856781,1.4535428818384,1.67144060961966,2.05440781425334,"./data_s4c_overdispersion_calibration/S4C_OVERDISPERSION_CALIB_T100_R5p000/data_rep07.rds"
"S4C_OVERDISPERSION_CALIB_T100_R5p000",8,100,9,"small_r_overdispersion",15,5,5,5,0.333333333333333,-1.5,-1.8570761548057,621.89731636801,314.497789568473,1013.89738560842,0.8,0.9,28.4604475537663,0.102236345553197,1.09060104952809,1.63562877573759,0.562307034891257,1.00179794430644,1.47304675861128,1.47870720298056e-16,TRUE,139.901111111111,89,0,1,125911,1548,151.581672897071,22977.0035582746,1.08349155838142,164.23746298931,11.0649585818554,12.95,39,89,193,308,413.05,774.1,137.595555555556,99.5,0,1,123836,979,132.698763890082,17608.9619379558,0.964411701775525,127.976240706743,7.11505539584612,16,43,99.5,188,307.1,384.1,613.48,1.01458308131521,0.457154508610535,0.450583611169549,0.103178193111442,0.223618227297698,0.406098841907191,0.95086626417724,1.8825113604086,2.35702468092039,3.16857305337897,1.00027254571559,0.26272789496757,0.262656309115848,0.410693971081188,0.47866612464892,0.620988224831647,0.970605565083794,1.4909665849064,1.64086932622482,2.12570783679998,"./data_s4c_overdispersion_calibration/S4C_OVERDISPERSION_CALIB_T100_R5p000/data_rep08.rds"
"S4C_OVERDISPERSION_CALIB_T100_R5p000",9,100,9,"small_r_overdispersion",15,5,5,5,0.333333333333333,-1.5,-1.46259269926043,712.142365341312,309.901526286,1190.94772781571,0.8,0.9,50.4074559773996,0.552229257466157,1.10105541992036,1.35161792767436,0.780774909435344,1.00419891249988,1.24258812596504,4.3441330779517e-17,TRUE,241.810000000001,135,0,1,217629,3170,346.035986268919,119740.903793104,1.43102430118241,495.185905434445,13.1094661097555,28,69,135,264,526.2,784,1866.62,242.872222222223,137,0,1,218585,3306,321.56255445002,103402.476424422,1.32399889747703,425.748467561725,13.6120959809684,38,80,137,259,547.4,852.4,1486.8,1.00190360492016,0.438950449801074,0.438116449172827,0.159427101742147,0.265383917748533,0.381989923267114,0.936471172770107,1.79361573733352,2.24494791208096,2.94872746850294,1.00499668747868,0.261694211376263,0.260393108392026,0.344947634997653,0.516045829259599,0.606656856058236,0.987820415653196,1.4768733958503,1.6904055121767,1.86592868158648,"./data_s4c_overdispersion_calibration/S4C_OVERDISPERSION_CALIB_T100_R5p000/data_rep09.rds"
"S4C_OVERDISPERSION_CALIB_T100_R5p000",10,100,9,"small_r_overdispersion",15,5,5,5,0.333333333333333,-1.5,-1.29605021652164,763.063890650379,418.182860098175,1236.7443949057,0.8,0.9,57.7757388633155,0.784014796234997,1.25946607001024,1.87467324440051,0.8155914724962,0.998551481899062,1.40511102208183,7.48465718415482e-17,TRUE,291.455555555555,174.5,0,1,262310,5223,397.794477460857,158240.446298356,1.36485467467794,542.931652123521,17.9203995272769,32,86,174.5,342.5,584.2,924.949999999999,2165.87,283.385555555555,197.5,0,1,255047,2236,290.934697159639,84642.9980113706,1.02663911923557,298.68494124704,7.8903104133748,40,95,197.5,359.75,582.2,792.6,1549.17,0.991781587374475,0.454068616552481,0.457831262782896,0.117480975389754,0.224386031839736,0.382097341942277,0.940045343976726,1.81441739925501,2.35210501578612,3.33835379477182,0.995444933208474,0.252734115343867,0.25389060400284,0.35192162093894,0.467428032488698,0.624357076930074,0.976288642962706,1.42746896802319,1.6572614452901,1.86072089542388,"./data_s4c_overdispersion_calibration/S4C_OVERDISPERSION_CALIB_T100_R5p000/data_rep10.rds"
