"scenario_id","rep_id","TT","n1","mean_count","zero_prop","dynamic_lambda_in_truth","lambda_sampled_in_fit","gamma_fixed_in_fit","gamma_learned_in_fit","gamma_truth_mean","gamma_mean","gamma_sd","gamma_q025","gamma_q50","gamma_q975","gamma_bias","gamma_covered","gamma_accept_rate","gamma_proposal_sd_final","lambda_truth_min","lambda_truth_max","beta0_true","beta0_mean","beta0_sd","beta0_q025","beta0_q50","beta0_q975","beta0_bias","beta0_covered","beta1_true","beta1_mean","beta1_sd","beta1_q025","beta1_q50","beta1_q975","beta1_bias","beta1_covered","beta2_true","beta2_mean","beta2_sd","beta2_q025","beta2_q50","beta2_q975","beta2_bias","beta2_covered","phi_rmse","phi_cor","phi_mean_bias","r_true_mean","r_mean","r_bias","r_q025_mean","r_q50_mean","r_q975_mean","tau_phi_mean","loglik_mean","loglik_nb_mean","phi_accept_rate","r_accept_rate_mean","beta_mean_n_reject","elapsed_sec","lambda_rmse","lambda_mae","lambda_coverage_95","log_lambda_rmse","log_lambda_mae","log_lambda_coverage_95","cor_lambda","cor_log_lambda","rmse_delta_log_lambda","mae_delta_log_lambda","cor_delta_log_lambda","lambda_truth_min","lambda_truth_max","lambda_post_mean_min","lambda_post_mean_max","stress_type","sparse_beta0_shift","expected_count_multiplier","reference_mean_count","reference_zero_prop","observed_mean_count","observed_zero_prop","observed_total_count","observed_max_count"
"S4A_SPARSE_COUNTS_OBS_T100",1,100,9,2.38555555555556,0.272222222222222,TRUE,TRUE,FALSE,TRUE,0.8,0.0562065297896399,0.00243757587237938,0.0527826167772951,0.0563142184695464,0.060111673951033,-0.74379347021036,0,0.008,0.0222890533416044,0.666221989997869,1.81516555879515,-5.92581758101154,-7.73792127008456,0.179527407051558,-8.18299019142432,-7.70689854800797,-7.48212154953981,-1.81210368907303,0,0.5,0.490026480222489,0.108503498831619,0.282559986409793,0.493035595934886,0.68515263234391,-0.00997351977751126,1,-0.4,-0.545686964575866,0.528859262469767,-1.71948800782642,-0.373533833516689,0.103525092965136,-0.145686964575866,1,1.85585293753562,0.940691427335643,0,15,17.6880599608978,2.68805996089783,4.18974031452384,14.8503083906322,47.177457864289,0.0401322810451032,-1261.96534429363,-1323.1894230338,0.312166666666667,0.342814814814815,12.4873333333333,37.3879999998026,606.130689715917,116.906844757253,0.706666666666667,5.70570233776317,2.12409476910119,0.706666666666667,0.0631466016219956,0.0553587168756391,5.18366486130806,1.80032212710398,-0.00925037712374328,0.666221989997869,1.81516555879515,5.29592689875159e-10,7461.22266451281,"observation_sparse_counts",-4.25,0.0142642339089993,NA,NA,2.38555555555556,0.272222222222222,2147,19
