"scenario_id","rep_id","TT","n1","stress_type","r_reference_truth","r_stress_truth","r_stress_min","r_stress_max","r_ratio_to_reference","beta0_star","beta0_star_ident","mean_exposure","min_exposure","max_exposure","gamma_truth_mean","delta_truth","theoretical_variance_to_mean_avg","lambda_raw_min","lambda_raw_median","lambda_raw_max","lambda_ident_min","lambda_ident_median","lambda_ident_max","lambda_ident_log_rm_mean","coherent","mean_count","median_count","zero_prop","nonzero_prop","total_count","max_count","count_sd","count_var","count_cv","variance_to_mean","max_to_mean","q05_count","q25_count","q50_count","q75_count","q90_count","q95_count","q99_count","reference_mean_count","reference_median_count","reference_zero_prop","reference_nonzero_prop","reference_total_count","reference_max_count","reference_count_sd","reference_count_var","reference_count_cv","reference_variance_to_mean","reference_max_to_mean","reference_q05_count","reference_q25_count","reference_q50_count","reference_q75_count","reference_q90_count","reference_q95_count","reference_q99_count","kappa_mean","kappa_sd","kappa_cv","kappa_min","kappa_q01","kappa_q05","kappa_median","kappa_q95","kappa_q99","kappa_max","reference_kappa_mean","reference_kappa_sd","reference_kappa_cv","reference_kappa_min","reference_kappa_q01","reference_kappa_q05","reference_kappa_median","reference_kappa_q95","reference_kappa_q99","reference_kappa_max","file"
"S4C_OVERDISPERSION_CALIB_T100_R7p000",1,100,9,"small_r_overdispersion",15,7,7,7,0.466666666666667,-1.5,-1.67581758101154,656.841291469245,291.48251758498,1168.75170429396,0.8,0.9,24.3518811448443,0.0842390914207052,1.05685542354555,1.6098143768284,0.666221989997869,0.997096196536622,1.81516555879515,5.7831825748009e-17,TRUE,160.647777777778,115,0.00111111111111111,0.998888888888889,144583,1189,149.297022916688,22289.6010517859,0.929343841426855,138.748268790988,7.40128507500883,14,51,115,222.25,355,461.05,666.11,162.68,126,0,1,146412,1440,147.685788574357,21811.0921468298,0.907830025659931,134.073593231066,8.85173346447014,13,55,126,229,340.3,458.25,628.42,1.00011184987193,0.382276150185538,0.38223339742899,0.276925525377619,0.360954639148427,0.449943773270834,0.954508178875983,1.69676533865932,2.08080551965151,2.91147842432027,0.990900723979881,0.263980139640231,0.266404225218419,0.398950009942583,0.506506820863372,0.61488909613554,0.959746751822535,1.47762305639063,1.71850022738811,2.03189560076868,"./data_s4c_overdispersion_calibration/S4C_OVERDISPERSION_CALIB_T100_R7p000/data_rep01.rds"
"S4C_OVERDISPERSION_CALIB_T100_R7p000",2,100,9,"small_r_overdispersion",15,7,7,7,0.466666666666667,-1.5,-1.4656523234212,724.026171419258,311.909192262216,1145.58825906128,0.8,0.9,38.0292282680383,0.198607790466504,1.18975412470388,1.66174106327009,0.641218927388333,1.00221050230768,1.623511272448,8.37871438896798e-17,TRUE,259.728888888888,158.5,0,1,233756,4099,336.843586270642,113463.601611667,1.2969045827426,436.853990701846,15.7818408939236,16,71,158.5,318.25,591.6,825.1,1389.15,257.365555555555,163.5,0,1,231629,4248,305.289502699543,93201.6804585341,1.1862096388172,362.137350731907,16.505705244162,19,75,163.5,331.5,601.8,791.3,1280.44,0.985011731229899,0.373504322979564,0.37918768999147,0.22875418209174,0.328613679563404,0.479577857947597,0.930163846173613,1.69123388329719,2.10205872487258,2.52663358382607,0.988968418546876,0.248707427612176,0.251481668117987,0.362882832511722,0.491749562422888,0.605423776701875,0.971019692312072,1.42020436496918,1.66178142796449,2.01885584941675,"./data_s4c_overdispersion_calibration/S4C_OVERDISPERSION_CALIB_T100_R7p000/data_rep02.rds"
"S4C_OVERDISPERSION_CALIB_T100_R7p000",3,100,9,"small_r_overdispersion",15,7,7,7,0.466666666666667,-1.5,-1.78194190506619,742.828380650023,328.087077787036,1123.59428988503,0.8,0.9,26.5533239604616,0.0354830172011052,1.04281539800945,2.18576446461718,0.66957094593915,1.00955307250133,1.44475245341837,2.56742929385625e-16,TRUE,181.845555555556,128,0,1,163661,2080,194.416996000739,37797.9683339513,1.06913251416443,207.857531730566,11.4382779037156,12,62,128,234,392,533.05,843.52,182.707777777778,128,0,1,164437,1695,185.173958874113,34289.3950451118,1.01349795354271,187.673428368315,9.27710916642848,11,68,128,233.25,382,546.1,866.12,1.01260722662367,0.37915413622066,0.374433567381178,0.264179167987533,0.342113783317128,0.464213336574005,0.977386694430642,1.6671349058227,2.0136239965291,2.76453775307138,1.01402225587773,0.268084830346822,0.2643776591617,0.429070253778136,0.529632780656414,0.62542960945235,0.976231093541948,1.46456438044032,1.80301635820851,2.15048440889108,"./data_s4c_overdispersion_calibration/S4C_OVERDISPERSION_CALIB_T100_R7p000/data_rep03.rds"
"S4C_OVERDISPERSION_CALIB_T100_R7p000",4,100,9,"small_r_overdispersion",15,7,7,7,0.466666666666667,-1.5,-2.28036627476399,655.403339109013,367.078772207106,1225.33247695285,0.8,0.9,20.1898144670304,0.000473344384043854,0.877653235215205,1.46026670956317,0.148714873349531,0.995786141985016,4.92023393746212,8.70802272882424e-17,TRUE,133.955555555555,100,0.0444444444444444,0.955555555555556,120560,1052,136.086523800862,18519.5419602027,1.01590802439264,138.251391540996,7.85335102853352,1,37,100,187,292,385,646.14,133.436666666667,101,0.0522222222222222,0.947777777777778,120093,793,129.030660875821,16648.9114460512,0.966980546645008,124.770138987668,5.94289425695086,0,39,101,190,299.1,399.15,576.01,0.994813395424221,0.375205279482107,0.377161466871993,0.209535686683299,0.303492251512687,0.481469646025958,0.947065608391093,1.68629727127535,2.03918383779872,2.91657538963579,0.986806951103481,0.260890092138675,0.264378044608359,0.359962692295593,0.474019608902351,0.591146682622223,0.971330556829179,1.45928066046099,1.6872815479441,2.01194413498081,"./data_s4c_overdispersion_calibration/S4C_OVERDISPERSION_CALIB_T100_R7p000/data_rep04.rds"
"S4C_OVERDISPERSION_CALIB_T100_R7p000",5,100,9,"small_r_overdispersion",15,7,7,7,0.466666666666667,-1.5,-1.37314237558449,887.757482377902,426.130275683098,1230.09755233465,0.8,0.9,48.6803984222254,0.605029805921024,1.20550695693825,1.68177691088246,0.741994020858652,1.00190048750493,1.28535281026071,5.28681072685543e-17,TRUE,334.311111111112,232,0,1,300880,3242,347.102109156929,120479.874181189,1.03826076256726,360.382500541976,9.69755384206327,29,95,232,455.75,718,1037.2,1543.06,332.278888888889,230.5,0,1,299051,2576,317.509673328662,100812.392657273,0.955551748684324,303.396923573391,7.75252381700781,34.9,109,230.5,463.25,769.4,948.05,1452.15,0.995688758622581,0.377617340828564,0.379252389422327,0.159808479018654,0.3440143167723,0.474651275536868,0.941934271846055,1.67732551839956,2.06683175431045,2.5544852849909,1.0038238885866,0.252545872113285,0.251583843525454,0.411857398559804,0.504850933369456,0.619812905449645,0.99144295729778,1.45075287459451,1.6419621451787,1.99587079616545,"./data_s4c_overdispersion_calibration/S4C_OVERDISPERSION_CALIB_T100_R7p000/data_rep05.rds"
"S4C_OVERDISPERSION_CALIB_T100_R7p000",6,100,9,"small_r_overdispersion",15,7,7,7,0.466666666666667,-1.5,-1.7511894022961,746.404876046611,362.395160911671,1195.19513601871,0.8,0.9,25.6063869359078,0.288226577457566,1.02496948631914,1.60408648714487,0.761261087000651,1.0050190341872,1.29270978852057,1.16518002807937e-16,TRUE,170.074444444445,115,0,1,153067,1806,178.428818223574,31836.843172661,1.0491218642896,187.193574417705,10.6188793142872,25,60.75,115,207.25,370,514.55,818.689999999999,172.447777777778,117,0,1,155203,1411,168.609567844784,28429.1863688048,0.977742769536063,164.856785834838,8.18218719998969,25.95,63,117,217.25,373.2,503.1,826.32,0.995651096773133,0.383134569354675,0.384808062378879,0.207187399780251,0.308240995372913,0.448869559297461,0.951516043298263,1.71212322227463,2.02798685807685,2.41635625271042,0.989084630873505,0.260915665223278,0.26379508596029,0.425413940918357,0.503633827556377,0.608074323244384,0.962048035201667,1.46737818714498,1.74027952517159,1.92993696534158,"./data_s4c_overdispersion_calibration/S4C_OVERDISPERSION_CALIB_T100_R7p000/data_rep06.rds"
"S4C_OVERDISPERSION_CALIB_T100_R7p000",7,100,9,"small_r_overdispersion",15,7,7,7,0.466666666666667,-1.5,-8.325081040253,604.23034726049,302.830619427248,1075.22122419596,0.8,0.9,27.3383145910322,2.2250738585072e-308,1.18160630025568,1.65725419267295,4.20716072856158e-281,1.01313615167146,1.02906146131891e+26,3.84797903417599e-15,TRUE,188.021111111112,137,0.0566666666666667,0.943333333333333,169219,1202,186.745276296373,34873.7982190088,0.993214406578075,185.478098777961,6.39289914253126,0,53.75,137,267,427.2,568,828.39,185.008888888889,134,0.0555555555555556,0.944444444444444,166508,1324,176.415943200861,31122.5850154493,0.953553876575149,168.222106528842,7.15641290508566,0,59,134,261.5,418.2,504.25,843.19,1.01584584732906,0.390929811800034,0.384831825446642,0.202675112857046,0.339570971113001,0.480774786605059,0.958118329582061,1.77016436143476,2.01958283070708,2.4972143963875,1.00520176629185,0.257354673022619,0.256022901722496,0.397538506680837,0.533212155668388,0.626365339821555,0.991293772856781,1.4535428818384,1.67144060961966,2.05440781425334,"./data_s4c_overdispersion_calibration/S4C_OVERDISPERSION_CALIB_T100_R7p000/data_rep07.rds"
"S4C_OVERDISPERSION_CALIB_T100_R7p000",8,100,9,"small_r_overdispersion",15,7,7,7,0.466666666666667,-1.5,-1.8570761548057,621.89731636801,314.497789568473,1013.89738560842,0.8,0.9,20.6146053955474,0.102236345553197,1.09060104952809,1.63562877573759,0.562307034891257,1.00179794430644,1.47304675861128,1.47870720298056e-16,TRUE,133.14,90,0,1,119826,1184,134.850819234723,18184.7434482759,1.01284977643625,136.583622114134,8.89289469731109,13,41,90,175,308.2,391.1,613.33,137.595555555556,99.5,0,1,123836,979,132.698763890082,17608.9619379558,0.964411701775525,127.976240706743,7.11505539584612,16,43,99.5,188,307.1,384.1,613.48,0.972076038516315,0.362661734564693,0.373079594800244,0.21446910583304,0.357830864305995,0.458291241904602,0.927542004630919,1.63320538530401,1.89019249313075,2.47244820136025,1.00027254571559,0.26272789496757,0.262656309115848,0.410693971081188,0.47866612464892,0.620988224831647,0.970605565083794,1.4909665849064,1.64086932622482,2.12570783679998,"./data_s4c_overdispersion_calibration/S4C_OVERDISPERSION_CALIB_T100_R7p000/data_rep08.rds"
"S4C_OVERDISPERSION_CALIB_T100_R7p000",9,100,9,"small_r_overdispersion",15,7,7,7,0.466666666666667,-1.5,-1.46259269926043,712.142365341312,309.901526286,1190.94772781571,0.8,0.9,36.2910399838568,0.552229257466157,1.10105541992036,1.35161792767436,0.780774909435344,1.00419891249988,1.24258812596504,4.3441330779517e-17,TRUE,245.693333333332,133,0,1,221124,5770,365.726682048467,133756.00596218,1.48854947379579,544.402260116327,23.4845606989744,31,71,133,262,551.4,826.05,1778.57,242.872222222223,137,0,1,218585,3306,321.56255445002,103402.476424422,1.32399889747703,425.748467561725,13.6120959809684,38,80,137,259,547.4,852.4,1486.8,1.00333672117294,0.3721280373851,0.37089047927008,0.213753043426559,0.349412523171477,0.484566690318453,0.955409315789914,1.69324224260101,1.99776114366986,3.12334435803232,1.00499668747868,0.261694211376263,0.260393108392026,0.344947634997653,0.516045829259599,0.606656856058236,0.987820415653196,1.4768733958503,1.6904055121767,1.86592868158648,"./data_s4c_overdispersion_calibration/S4C_OVERDISPERSION_CALIB_T100_R7p000/data_rep09.rds"
"S4C_OVERDISPERSION_CALIB_T100_R7p000",10,100,9,"small_r_overdispersion",15,7,7,7,0.466666666666667,-1.5,-1.29605021652164,763.063890650379,418.182860098175,1236.7443949057,0.8,0.9,41.5540991880825,0.784014796234997,1.25946607001024,1.87467324440051,0.8155914724962,0.998551481899062,1.40511102208183,7.48465718415482e-17,TRUE,278.242222222222,181.5,0,1,250418,4530,318.942759893517,101724.484088493,1.14627735987096,365.596864760697,16.280778538284,39,90,181.5,342.25,585.2,814.749999999999,1501.22,283.385555555555,197.5,0,1,255047,2236,290.934697159639,84642.9980113706,1.02663911923557,298.68494124704,7.8903104133748,40,95,197.5,359.75,582.2,792.6,1549.17,0.994957811696475,0.394868696357646,0.396869788563564,0.210575550570492,0.30489047608031,0.45161407218286,0.941116696123415,1.68453268520114,2.18083582932844,2.99347280730482,0.995444933208474,0.252734115343867,0.25389060400284,0.35192162093894,0.467428032488698,0.624357076930074,0.976288642962706,1.42746896802319,1.6572614452901,1.86072089542388,"./data_s4c_overdispersion_calibration/S4C_OVERDISPERSION_CALIB_T100_R7p000/data_rep10.rds"
