"scenario_id","data_scenario_id","rep_id","data_file","fit_file","fit_exists"
"S4C_ORACLE_LAMBDA_PHI_FIXED_GAMMA_DIAGNOSTIC_T100","S4C_STRONG_OVERDISPERSION_T100",7,"./data_s4c_overdispersion/S4C_STRONG_OVERDISPERSION_T100/data_rep07.rds","./output_s4c_oracle_lambda_phi_fixed_gamma/S4C_ORACLE_LAMBDA_PHI_FIXED_GAMMA_DIAGNOSTIC_T100/fit_S4C_oracle_lambda_phi_fixed_gamma_rep07.rds",TRUE
