"scenario_id","rep_id","TT","n1","mean_count","zero_prop","dynamic_lambda_in_truth","lambda_sampled_in_fit","gamma_fixed_in_fit","gamma_learned_in_fit","gamma_truth_mean","gamma_mean","gamma_sd","gamma_q025","gamma_q50","gamma_q975","gamma_bias","gamma_covered","gamma_accept_rate","gamma_proposal_sd_final","lambda_truth_min","lambda_truth_max","beta0_true","beta0_mean","beta0_sd","beta0_q025","beta0_q50","beta0_q975","beta0_bias","beta0_covered","beta1_true","beta1_mean","beta1_sd","beta1_q025","beta1_q50","beta1_q975","beta1_bias","beta1_covered","beta2_true","beta2_mean","beta2_sd","beta2_q025","beta2_q50","beta2_q975","beta2_bias","beta2_covered","phi_rmse","phi_cor","phi_mean_bias","r_true_mean","r_mean","r_bias","r_q025_mean","r_q50_mean","r_q975_mean","tau_phi_mean","loglik_mean","loglik_nb_mean","phi_accept_rate","r_accept_rate_mean","beta_mean_n_reject","elapsed_sec","lambda_rmse","lambda_mae","lambda_coverage_95","log_lambda_rmse","log_lambda_mae","log_lambda_coverage_95","cor_lambda","cor_log_lambda","rmse_delta_log_lambda","mae_delta_log_lambda","cor_delta_log_lambda","lambda_truth_min.1","lambda_truth_max.1","lambda_post_mean_min","lambda_post_mean_max","oracle_lambda_fixed_in_fit","oracle_lambda_source","oracle_phi_fixed_in_fit","oracle_phi_source","phi_sampled_in_fit","phi_proposal_sd_final","stress_type","r_reference_truth","r_stress_truth","r_ratio_to_reference","reference_mean_count","reference_zero_prop","observed_mean_count","observed_zero_prop","observed_total_count","observed_max_count","count_sd","count_cv","reference_count_cv","count_cv_increase","variance_to_mean","reference_variance_to_mean","variance_to_mean_increase","q95_count","q99_count","reference_max_count","kappa_truth_cv","reference_kappa_cv","kappa_cv_increase","lambda_oracle_min","lambda_oracle_max","phi_oracle_min","phi_oracle_max","r_region_coverage_95","r_region_rmse","r_region_mae","r_region_mean_sd","kappa_rmse","log_kappa_rmse","cor_kappa","cor_log_kappa","kappa_post_mean_cv","s4c_oracle_beta_guard_count","s4c_oracle_kappa_guard_count","s4c_oracle_lambda_input_guard_count","s4c_oracle_lambda_output_guard_count","s4c_oracle_phi_fixed"
"S4C_ORACLE_LAMBDA_PHI_FIXED_GAMMA_DIAGNOSTIC_T100",7,100,9,182.795555555556,0.0622222222222222,TRUE,FALSE,TRUE,FALSE,0.8,0.8,0,0.8,0.8,0.8,0,1,NA,NA,4.20716072856158e-281,1.02906146131891e+26,-8.325081040253,-8.34277669798707,0.0205587038818169,-8.3827612768555,-8.34286443303291,-8.30282428609954,-0.0176956577340643,1,0.5,0.508046395592312,0.0201648729466083,0.468077126515591,0.507499496734275,0.547643667516303,0.00804639559231168,1,-0.4,-0.395781401411524,0.0199026407580267,-0.434857383830613,-0.395447797891523,-0.356915732213784,0.00421859858847629,1,7.61444015091943e-13,1,-3.45402718772271e-13,3,3.03610419088591,0.0361041908859132,2.18747182356898,2.98627780071178,4.18674726427114,1,-3263.99271098313,-4735.85317139509,NA,0.310202777777778,12.898625,110.98900000006,0,0,1,0,0,1,1,1,0,0,1,4.20716072856158e-281,1.02906146131891e+26,4.20716072856158e-281,1.02906146131891e+26,TRUE,"lambda_tilde_ident",TRUE,"phi_star_ident",FALSE,NA,"small_r_overdispersion",15,3,0.2,185.008888888889,0.0555555555555556,182.795555555555,0.0622222222222222,164516,1580,218.008894467606,1.19263782866619,0.953553876575149,0.239083952091038,260.005654527762,168.222106528842,91.7835479989199,619.4,1075.09,1324,0.564157339244969,0.256022901722496,0.308134437522472,4.20716072856158e-281,1.02906146131891e+26,-56.3485182672655,7.84439618004102,0.888888888888889,0.389563535880929,0.338305747187847,0.522014195659675,0.347791892269249,4.71945385393724,0.821619179754788,0.119506702093817,0.649232612524512,0,0,0,0,TRUE
