"scenario_id","rep_id","TT","n1","mean_count","zero_prop","dynamic_lambda_in_truth","lambda_sampled_in_fit","gamma_fixed_in_fit","gamma_learned_in_fit","gamma_truth_mean","gamma_mean","gamma_sd","gamma_q025","gamma_q50","gamma_q975","gamma_bias","gamma_covered","gamma_accept_rate","gamma_proposal_sd_final","lambda_truth_min","lambda_truth_max","beta0_true","beta0_mean","beta0_sd","beta0_q025","beta0_q50","beta0_q975","beta0_bias","beta0_covered","beta1_true","beta1_mean","beta1_sd","beta1_q025","beta1_q50","beta1_q975","beta1_bias","beta1_covered","beta2_true","beta2_mean","beta2_sd","beta2_q025","beta2_q50","beta2_q975","beta2_bias","beta2_covered","phi_rmse","phi_cor","phi_mean_bias","r_true_mean","r_mean","r_bias","r_q025_mean","r_q50_mean","r_q975_mean","tau_phi_mean","loglik_mean","loglik_nb_mean","phi_accept_rate","r_accept_rate_mean","beta_mean_n_reject","elapsed_sec","lambda_rmse","lambda_mae","lambda_coverage_95","log_lambda_rmse","log_lambda_mae","log_lambda_coverage_95","cor_lambda","cor_log_lambda","rmse_delta_log_lambda","mae_delta_log_lambda","cor_delta_log_lambda","lambda_truth_min.1","lambda_truth_max.1","lambda_post_mean_min","lambda_post_mean_max","oracle_lambda_fixed_in_fit","oracle_lambda_source","stress_type","r_reference_truth","r_stress_truth","r_ratio_to_reference","reference_mean_count","reference_zero_prop","observed_mean_count","observed_zero_prop","observed_total_count","observed_max_count","count_sd","count_cv","reference_count_cv","count_cv_increase","variance_to_mean","reference_variance_to_mean","variance_to_mean_increase","q95_count","q99_count","reference_max_count","kappa_truth_cv","reference_kappa_cv","kappa_cv_increase","lambda_oracle_min","lambda_oracle_max","r_region_coverage_95","r_region_rmse","r_region_mae","r_region_mean_sd","kappa_rmse","log_kappa_rmse","cor_kappa","cor_log_kappa","kappa_post_mean_cv","s4c_oracle_beta_guard_count","s4c_oracle_kappa_guard_count","s4c_oracle_lambda_input_guard_count","s4c_oracle_lambda_output_guard_count"
"S4C_ORACLE_LAMBDA_FIXED_GAMMA_DIAGNOSTIC_T100",7,100,9,182.795555555556,0.0622222222222222,TRUE,FALSE,TRUE,FALSE,0.8,0.8,0,0.8,0.8,0.8,0,1,NA,NA,4.20716072856158e-281,1.02906146131891e+26,-8.325081040253,-1.38800296261693,0.0916565446880106,-1.57572270270838,-1.3782483920366,-1.22927167459423,6.93707807763608,0,0.5,0.51110234093559,0.0208641824392397,0.470967197643558,0.510782651250363,0.552763271879999,0.0111023409355896,1,-0.4,-0.486764929674427,0.185559894472514,-0.90535817241221,-0.450989558468929,-0.175542010182776,-0.0867649296744272,1,19.6485600160386,0.716627660817856,0,3,2.7591529954368,-0.240847004563205,2.05955187861139,2.74149712641265,3.57169654762098,1.39501077103301,-2.17510352457903e+26,-4916.15830107522,0.221075,0.302075,12.853475,126.444000000134,0,0,1,0,0,1,1,1,0,0,1,4.20716072856158e-281,1.02906146131891e+26,4.20716072856158e-281,1.02906146131891e+26,TRUE,"lambda_tilde_ident","small_r_overdispersion",15,3,0.2,185.008888888889,0.0555555555555556,182.795555555555,0.0622222222222222,164516,1580,218.008894467606,1.19263782866619,0.953553876575149,0.239083952091038,260.005654527762,168.222106528842,91.7835479989199,619.4,1075.09,1324,0.564157339244969,0.256022901722496,0.308134437522472,4.20716072856158e-281,1.02906146131891e+26,0.777777777777778,1.06378958747538,0.63352000993237,0.38817197782674,0.362502332962017,4.98467739676937,0.81189036865237,0.102962146097603,0.667580360654009,0,8767,0,0
