"scenario_id","rep_id","TT","n1","mean_count","zero_prop","dynamic_lambda_in_truth","lambda_sampled_in_fit","gamma_fixed_in_fit","gamma_learned_in_fit","gamma_truth_mean","gamma_mean","gamma_sd","gamma_q025","gamma_q50","gamma_q975","gamma_bias","gamma_covered","gamma_accept_rate","gamma_proposal_sd_final","lambda_truth_min","lambda_truth_max","beta0_true","beta0_mean","beta0_sd","beta0_q025","beta0_q50","beta0_q975","beta0_bias","beta0_covered","beta1_true","beta1_mean","beta1_sd","beta1_q025","beta1_q50","beta1_q975","beta1_bias","beta1_covered","beta2_true","beta2_mean","beta2_sd","beta2_q025","beta2_q50","beta2_q975","beta2_bias","beta2_covered","phi_rmse","phi_cor","phi_mean_bias","r_true_mean","r_mean","r_bias","r_q025_mean","r_q50_mean","r_q975_mean","tau_phi_mean","loglik_mean","loglik_nb_mean","phi_accept_rate","r_accept_rate_mean","beta_mean_n_reject","elapsed_sec","lambda_rmse","lambda_mae","lambda_coverage_95","log_lambda_rmse","log_lambda_mae","log_lambda_coverage_95","cor_lambda","cor_log_lambda","rmse_delta_log_lambda","mae_delta_log_lambda","cor_delta_log_lambda","lambda_truth_min.1","lambda_truth_max.1","lambda_post_mean_min","lambda_post_mean_max","stress_type","TT_short","TT_reference","TT_ratio_to_reference","n_cells","observed_mean_count","observed_median_count","observed_zero_prop","observed_total_count","observed_max_count","count_sd","count_cv","variance_to_mean","q95_count","q99_count","kappa_truth_cv","x2_mode","mean_x2_within_sd","min_x2_within_sd","mean_lag1_x2","beta0_star_ident","phi_ident_sd","lambda_raw_min","lambda_raw_median","lambda_raw_max","log_lambda_sd_truth","delta_log_lambda_sd_truth","delta_log_lambda_abs_mean_truth","r_region_coverage_95","r_region_rmse","r_region_mae","r_region_mean_sd","kappa_rmse","log_kappa_rmse","cor_kappa","cor_log_kappa","kappa_post_mean_cv","s4d_beta_guard_count","s4d_kappa_guard_count","s4d_lambda_input_guard_count","s4d_lambda_output_guard_count"
"S4D_SHORT_TIME_FIXED_GAMMA_T30_CONTINUOUS_X2",2,30,9,180.344444444444,0,TRUE,TRUE,TRUE,FALSE,0.8,0.8,0,0.8,0.8,0.8,0,1,NA,NA,0.728423529026503,1.18891145551058,-1.6790670388564,-1.70127497169195,0.0180362081313373,-1.73661895598261,-1.70151549975344,-1.66611808197304,-0.0222079328355527,1,0.5,0.501935962126676,0.0207336585085527,0.463160664984791,0.50188634498668,0.542800069265288,0.00193596212667557,1,-0.4,-0.41502787408627,0.0190085961047204,-0.452712360792819,-0.41498819132867,-0.378304119569394,-0.0150278740862701,1,0.0305101592603797,0.99929615228091,-2.52884133386841e-16,15,14.9031528182697,-0.0968471817303467,7.73643363852988,14.3297176401555,25.5068313553527,0.387516759809284,-1030.75865351131,-1340.06658784236,0.254775,0.308188888888889,13.253675,116.674999999814,0.0484894150294816,0.0355528533878232,0.914814814814815,0.0495072375391188,0.0358717449524381,0.914814814814815,0.470945726265688,0.476178556050541,0.0252838115842664,0.0183604407795593,0.0595216350608243,0.728423529026503,1.18891145551058,0.910617633629609,1.06746794463419,"short_time_series",30,100,0.3,270,180.344444444444,121,0,48693,1005,174.853980149797,0.969555678238045,169.530669316758,542.5,839.23,0.250360383303607,"continuous_time",0.958917218673873,0.587157969043721,0.410217829299142,-1.6790670388564,0.820440636324468,0.0499555340611998,1.15441667551447,1.46329080958384,0.892287830398588,0.0252158269116023,0.0182858031622155,1,3.00830158629112,2.61616634890344,4.54910512111544,0.107905134527294,0.116564050326593,0.90471054866576,0.900706129118684,0.23162245950188,0,0,0,0
