"scenario_id","rep_id","TT","n1","mean_count","zero_prop","dynamic_lambda_in_truth","lambda_sampled_in_fit","gamma_fixed_in_fit","gamma_learned_in_fit","gamma_truth_mean","gamma_mean","gamma_sd","gamma_q025","gamma_q50","gamma_q975","gamma_bias","gamma_covered","gamma_accept_rate","gamma_proposal_sd_final","lambda_truth_min","lambda_truth_max","beta0_true","beta0_mean","beta0_sd","beta0_q025","beta0_q50","beta0_q975","beta0_bias","beta0_covered","beta1_true","beta1_mean","beta1_sd","beta1_q025","beta1_q50","beta1_q975","beta1_bias","beta1_covered","beta2_true","beta2_mean","beta2_sd","beta2_q025","beta2_q50","beta2_q975","beta2_bias","beta2_covered","phi_rmse","phi_cor","phi_mean_bias","r_true_mean","r_mean","r_bias","r_q025_mean","r_q50_mean","r_q975_mean","tau_phi_mean","loglik_mean","loglik_nb_mean","phi_accept_rate","r_accept_rate_mean","beta_mean_n_reject","elapsed_sec","lambda_rmse","lambda_mae","lambda_coverage_95","log_lambda_rmse","log_lambda_mae","log_lambda_coverage_95","cor_lambda","cor_log_lambda","rmse_delta_log_lambda","mae_delta_log_lambda","cor_delta_log_lambda","lambda_truth_min","lambda_truth_max","lambda_post_mean_min","lambda_post_mean_max","oracle_lambda_fixed_in_fit","oracle_lambda_source","stress_type","sparse_beta0_shift","expected_count_multiplier","reference_mean_count","reference_zero_prop","observed_mean_count","observed_zero_prop","observed_total_count","observed_max_count","x2_mode","x2_ar","x2_innov_sd","lambda_oracle_min","lambda_oracle_max","oracle_phi_fixed_in_fit","oracle_phi_source","s4a_oracle_beta_guard_count","s4a_oracle_kappa_guard_count","s4a_oracle_lamphi_beta_guard_count","s4a_oracle_lamphi_kappa_guard_count"
"S4A_ORACLE_LAMBDA_PHI_FIXED_GAMMA_CONTINUOUS_X2_DIAGNOSTIC_T100",4,100,9,1.95777777777778,0.312222222222222,TRUE,FALSE,TRUE,FALSE,0.8,0.8,0,0.8,0.8,0.8,0,1,NA,NA,0.368683096446175,2.48743034067827,-6.24893288975913,-6.22448593182705,0.0299373842176969,-6.28455298914674,-6.2243206634466,-6.16644948555264,0.024446957932077,1,0.5,0.479676869499391,0.0276350087649331,0.4253753594823,0.480192140221472,0.533806324790916,-0.0203231305006089,1,-0.4,-0.349036873119728,0.0280261675720017,-0.401770866840047,-0.348629514001662,-0.293055956351899,0.0509631268802725,1,5.01876549296799e-14,1,7.56956226095124e-15,15,14.0659663673827,-0.934033632617323,3.93635699025901,11.5398017168906,38.3094469488912,1,-1306.8831661481,-1378.49014922296,NA,0.309375,12.313475,123.527000000002,0,0,1,0,0,1,1,1,0,0,1,0.368683096446175,2.48743034067827,0.368683096446175,2.48743034067827,TRUE,"lambda_tilde_ident","observation_sparse_counts",-4.25,0.0142642339089993,NA,NA,1.95777777777778,0.312222222222222,1762,16,"continuous_time",0.5,0.8,0.368683096446175,2.48743034067827,TRUE,"phi_star_ident",0,0,0,0
