"scenario_id","rep_id","TT","n1","mean_count","zero_prop","dynamic_lambda_in_truth","lambda_sampled_in_fit","gamma_fixed_in_fit","gamma_learned_in_fit","gamma_truth_mean","gamma_mean","gamma_sd","gamma_q025","gamma_q50","gamma_q975","gamma_bias","gamma_covered","gamma_accept_rate","gamma_proposal_sd_final","lambda_truth_min","lambda_truth_max","beta0_true","beta0_mean","beta0_sd","beta0_q025","beta0_q50","beta0_q975","beta0_bias","beta0_covered","beta1_true","beta1_mean","beta1_sd","beta1_q025","beta1_q50","beta1_q975","beta1_bias","beta1_covered","beta2_true","beta2_mean","beta2_sd","beta2_q025","beta2_q50","beta2_q975","beta2_bias","beta2_covered","phi_rmse","phi_cor","phi_mean_bias","r_true_mean","r_mean","r_bias","r_q025_mean","r_q50_mean","r_q975_mean","tau_phi_mean","loglik_mean","loglik_nb_mean","phi_accept_rate","r_accept_rate_mean","beta_mean_n_reject","elapsed_sec","lambda_rmse","lambda_mae","lambda_coverage_95","log_lambda_rmse","log_lambda_mae","log_lambda_coverage_95","cor_lambda","cor_log_lambda","rmse_delta_log_lambda","mae_delta_log_lambda","cor_delta_log_lambda","lambda_truth_min.1","lambda_truth_max.1","lambda_post_mean_min","lambda_post_mean_max","oracle_lambda_fixed_in_fit","oracle_lambda_source","stress_type","exposure_stress_type","target_mean_exposure_multiplier","realized_mean_exposure_multiplier","realized_min_exposure_multiplier","realized_max_exposure_multiplier","reference_mean_count","reference_zero_prop","observed_mean_count","observed_zero_prop","observed_total_count","observed_max_count","reference_mean_exposure","mean_exposure","exposure_mean_ratio","exposure_cv","multiplier_cv","area_multiplier_cv","lowest_exposure_group_mean_count","lowest_exposure_group_zero_prop","highest_exposure_group_mean_count","highest_exposure_group_zero_prop","count_exposure_cor_area","lambda_oracle_min","lambda_oracle_max","count_low_exposure_n_areas","count_low_exposure_mean_exposure","count_low_exposure_mean_multiplier","count_low_exposure_mean_count","count_low_exposure_zero_prop","count_low_exposure_total_count","count_middle_exposure_n_areas","count_middle_exposure_mean_exposure","count_middle_exposure_mean_multiplier","count_middle_exposure_mean_count","count_middle_exposure_zero_prop","count_middle_exposure_total_count","count_high_exposure_n_areas","count_high_exposure_mean_exposure","count_high_exposure_mean_multiplier","count_high_exposure_mean_count","count_high_exposure_zero_prop","count_high_exposure_total_count","lambda_low_exposure_lambda_rmse","lambda_low_exposure_log_lambda_rmse","lambda_low_exposure_cor_log_lambda","lambda_middle_exposure_lambda_rmse","lambda_middle_exposure_log_lambda_rmse","lambda_middle_exposure_cor_log_lambda","lambda_high_exposure_lambda_rmse","lambda_high_exposure_log_lambda_rmse","lambda_high_exposure_cor_log_lambda","phi_low_exposure_phi_rmse","phi_low_exposure_phi_mae","phi_low_exposure_phi_cor","phi_middle_exposure_phi_rmse","phi_middle_exposure_phi_mae","phi_middle_exposure_phi_cor","phi_high_exposure_phi_rmse","phi_high_exposure_phi_mae","phi_high_exposure_phi_cor","s4b_oracle_beta_guard_count","s4b_oracle_kappa_guard_count"
"S4B_ORACLE_LAMBDA_FIXED_GAMMA_DIAGNOSTIC_T100",4,100,9,5.90444444444444,0.187777777777778,TRUE,FALSE,TRUE,FALSE,0.8,0.8,0,0.8,0.8,0.8,0,1,NA,NA,0.148714873349531,4.92023393746212,-2.28036627476399,-1.65489535784514,0.0441980035691216,-1.76614129921114,-1.65005494563757,-1.58240469390898,0.625470916918851,0,0.5,0.530138685658484,0.019046913005731,0.493575324016752,0.529968319641442,0.567403064022153,0.0301386856584844,1,-0.4,-0.484242434145679,0.162353119770596,-0.737343952973084,-0.516599093222328,-0.0399105073538804,-0.0842424341456788,1,1.7154613329835,0.336116609711076,3.51570624464633e-16,15,15.7350839910653,0.73508399106532,6.21895099832884,14.088006004203,35.3959834851643,2.38621961276955,-1679.14932017724,-1844.86837708855,0.247925,0.299991666666667,12.97205,136.570999999996,0,0,1,0,0,1,1,1,0,0,1,0.148714873349531,4.92023393746212,0.148714873349531,4.92023393746212,TRUE,"lambda_tilde_ident","low_exposure","low_heterogeneous_exposure",0.05,0.05,0.0161256197803077,0.138238704099692,133.436666666667,0.0522222222222222,5.90444444444444,0.187777777777778,5314,49,655.403339109013,36.2560582069763,0.0553186962035692,0.854245265689194,0.566803515910541,0.593423450789666,3.69333333333333,0.1,10.12,0.303333333333333,0.309976106068103,0.148714873349531,4.92023393746212,3,12.6098191788377,0.025417620598098,3.69333333333333,0.1,1108,3,20.777338967187,0.0417858515652337,3.9,0.16,1170,3,75.3810164749042,0.0827965278366683,10.12,0.303333333333333,3036,0,0,1,0,0,1,0,0,1,0.584628008370043,0.566556572090308,0.848343033539824,0.589172948717859,0.57131895141595,0.559380517782916,2.85298231386263,2.08725088066863,0.46593939406526,0,1652
