"parameter","truth","mean","bias","rmse","coverage95","ess","ess_per_sec","rhat","scenario","rep","sampler"
"beta2",-0.4,-0.398839192886588,0.00116080711341221,0.0091847316053758,1,24.9032986617966,0.053895894416559,NA,"S3","rep05","old_kappa_conditioned"
"r_mean",15,15.4740903987968,0.474090398796761,0.974686304894811,1,1012.46413553018,2.1911820152885,NA,"S3","rep05","old_kappa_conditioned"
"beta0",-1.44814607902023,-1.45972456461816,-0.0115784855979311,0.0149376753837529,1,234.70326683662,0.5150695056249,NA,"S3","rep06","old_kappa_conditioned"
"beta1",0.5,0.505214531151157,0.00521453115115678,0.0123518578217737,1,44.7974803669448,0.0983105875637657,NA,"S3","rep06","old_kappa_conditioned"
"beta2",-0.4,-0.400352290311233,-0.000352290311233294,0.0103468876611211,1,39.5288158650335,0.0867482073000433,NA,"S3","rep06","old_kappa_conditioned"
"r_mean",15,14.9695478979689,-0.0304521020310613,0.820637042211362,1,914.097531725219,2.00603839096282,NA,"S3","rep06","old_kappa_conditioned"
"beta0",-1.48655364988887,-1.47679803648125,0.00975561340761577,0.0136929246467988,1,433.819729715369,0.950831511716963,NA,"S3","rep07","old_kappa_conditioned"
"beta1",0.5,0.497815728973809,-0.0021842710261909,0.0118824436098121,1,55.987148961614,0.122710752502708,NA,"S3","rep07","old_kappa_conditioned"
"beta2",-0.4,-0.39216530248944,0.00783469751056015,0.0132302278820454,1,33.1734914461599,0.0727085442641741,NA,"S3","rep07","old_kappa_conditioned"
"r_mean",15,14.8771364272115,-0.122863572788544,0.874296091848943,1,856.699695268174,1.87768561580578,NA,"S3","rep07","old_kappa_conditioned"
"beta0",-1.5147890397372,-1.51176985328687,0.00301918645032639,0.0101294308124783,1,407.147413545303,0.865118827997842,NA,"S3","rep08","old_kappa_conditioned"
"beta1",0.5,0.51990673538134,0.0199067353813398,0.0228612134453549,1,56.066043174093,0.119130781499735,NA,"S3","rep08","old_kappa_conditioned"
"beta2",-0.4,-0.394545620322793,0.00545437967720674,0.00974182483700554,1,138.098456057112,0.293435670908779,NA,"S3","rep08","old_kappa_conditioned"
"r_mean",15,15.1376477369299,0.137647736929896,0.878650308316894,1,765.140490190422,1.62579307176068,NA,"S3","rep08","old_kappa_conditioned"
"beta0",-1.65564478525192,-1.65744340208824,-0.00179861683632376,0.0100364034471782,1,362.436009967781,0.793291855925437,NA,"S3","rep09","old_kappa_conditioned"
"beta1",0.5,0.489701677821164,-0.0102983221788358,0.0144262100198168,1,55.9440634570038,0.122449118485114,NA,"S3","rep09","old_kappa_conditioned"
"beta2",-0.4,-0.402046434940804,-0.0020464349408042,0.00985802279437741,1,74.6749972752374,0.163446968707569,NA,"S3","rep09","old_kappa_conditioned"
"r_mean",15,14.5769582227062,-0.423041777293767,0.955612569695083,1,1012.44461883308,2.216016203156,NA,"S3","rep09","old_kappa_conditioned"
"beta0",-1.67500995209964,-1.66766437327479,0.00734557882485021,0.0120292098044573,1,269.091584754755,0.59240349146982,NA,"S3","rep10","old_kappa_conditioned"
"beta1",0.5,0.529715961411684,0.0297159614116844,0.0316285074942063,0,67.6720146373419,0.148979529711026,NA,"S3","rep10","old_kappa_conditioned"
"beta2",-0.4,-0.393831479184999,0.00616852081500119,0.0117938727266841,1,73.4097801780219,0.161611185742305,NA,"S3","rep10","old_kappa_conditioned"
"r_mean",15,14.8622203758541,-0.137779624145935,0.833472730741077,1,862.70664167387,1.89924343827988,NA,"S3","rep10","old_kappa_conditioned"
"beta0",-1.46082883975833,-1.471316806917,-0.0104879671586675,0.0137381578094306,1,384.349752005644,0.847085398441543,NA,"S3","rep11","old_kappa_conditioned"
"beta1",0.5,0.488929237910835,-0.0110707620891652,0.0151913203307978,1,70.0807752301463,0.154454116593391,NA,"S3","rep11","old_kappa_conditioned"
"beta2",-0.4,-0.398978322219727,0.00102167778027296,0.00896634175356634,1,83.369851659502,0.183742499227538,NA,"S3","rep11","old_kappa_conditioned"
"r_mean",15,16.4051421435283,1.40514214352829,1.67527909902504,1,804.01814426484,1.77201110846251,NA,"S3","rep11","old_kappa_conditioned"
"beta0",-1.54000554509491,-1.53047531133587,0.00953023375903927,0.0131019517609676,1,353.686506262652,0.777286856082498,NA,"S3","rep12","old_kappa_conditioned"
"beta1",0.5,0.487878623161617,-0.0121213768383829,0.0160842048057077,1,72.1058488155236,0.158464989584186,NA,"S3","rep12","old_kappa_conditioned"
"beta2",-0.4,-0.408224042518217,-0.0082240425182174,0.0115426127630726,1,90.1485154678012,0.19811684903929,NA,"S3","rep12","old_kappa_conditioned"
"r_mean",15,15.255580739362,0.255580739362047,0.838259179558785,1,969.335665589997,2.13028164392441,NA,"S3","rep12","old_kappa_conditioned"
"beta0",-1.45678056652174,-1.45227360338117,0.00450696314056542,0.0107354556451291,1,390.285813667861,0.856788066586934,NA,"S3","rep13","old_kappa_conditioned"
"beta1",0.5,0.51098431849058,0.0109843184905798,0.0154027561713595,1,44.7890651404511,0.0983247025180906,NA,"S3","rep13","old_kappa_conditioned"
"beta2",-0.4,-0.385037361584852,0.0149626384151477,0.0175752773645167,1,61.0038382794025,0.133920728920656,NA,"S3","rep13","old_kappa_conditioned"
"r_mean",15,15.478077706839,0.478077706838993,1.02345152598774,1,977.754273278084,2.14644797238765,NA,"S3","rep13","old_kappa_conditioned"
"beta0",-1.59786012831472,-1.59418426068569,0.00367586762902627,0.00974433333588434,1,302.606894616147,0.665621613108381,NA,"S3","rep14","old_kappa_conditioned"
"beta1",0.5,0.506947596652395,0.00694759665239508,0.0108081671025168,1,89.0376362163945,0.19584938777053,NA,"S3","rep14","old_kappa_conditioned"
"beta2",-0.4,-0.401729212890509,-0.00172921289050926,0.010234114210861,1,55.323842368866,0.121691692608756,NA,"S3","rep14","old_kappa_conditioned"
"r_mean",15,16.4042705994572,1.40427059945717,1.65698851987282,1,1278.5463019363,2.81232208211288,NA,"S3","rep14","old_kappa_conditioned"
"beta0",-1.47860563894211,-1.47096622797935,0.00763941096276355,0.012044174109404,1,320.048585202894,0.704504368811176,NA,"S3","rep15","old_kappa_conditioned"
"beta1",0.5,0.509614091743113,0.00961409174311323,0.0132338899176551,1,87.030549647306,0.19157529600606,NA,"S3","rep15","old_kappa_conditioned"
"beta2",-0.4,-0.402484858522406,-0.00248485852240549,0.00970193549476586,1,75.7250029625296,0.166689052480957,NA,"S3","rep15","old_kappa_conditioned"
"r_mean",15,16.2641274163296,1.2641274163296,1.53614335660445,1,1167.85981382266,2.5707420030477,NA,"S3","rep15","old_kappa_conditioned"
"beta0",-1.42601383331857,-1.41404727750363,0.0119665558149396,0.0150132827430234,1,417.621172583296,0.921441339603921,NA,"S3","rep16","old_kappa_conditioned"
"beta1",0.5,0.509892386834267,0.00989238683426685,0.0138013830866323,1,66.5103092383382,0.1467486623414,NA,"S3","rep16","old_kappa_conditioned"
"beta2",-0.4,-0.395697783613158,0.00430221638684242,0.0105348407104948,1,63.2656956929586,0.1395897315974,NA,"S3","rep16","old_kappa_conditioned"
"r_mean",15,16.1108958593387,1.11089585933869,1.46462401969463,1,755.996606041031,1.66803450384816,NA,"S3","rep16","old_kappa_conditioned"
"beta0",-1.73274692242974,-1.7429059829771,-0.0101590605473587,0.013606077932917,1,372.715791356437,0.818900016602385,NA,"S3","rep17","old_kappa_conditioned"
"beta1",0.5,0.510854731416476,0.0108547314164757,0.0144702281228851,1,98.9618697438241,0.217430757310522,NA,"S3","rep17","old_kappa_conditioned"
"beta2",-0.4,-0.396778926441018,0.00322107355898194,0.0105252711287199,1,60.8497603286399,0.133694012700742,NA,"S3","rep17","old_kappa_conditioned"
"r_mean",15,14.649324602671,-0.350675397328953,0.861481750709396,1,1149.8262717161,2.52630227866495,NA,"S3","rep17","old_kappa_conditioned"
"beta0",-1.46984395968342,-1.4862070844175,-0.016363124734079,0.0188523199397347,1,262.030372287647,0.579760671310824,NA,"S3","rep18","old_kappa_conditioned"
"beta1",0.5,0.502633867769188,0.00263386776918761,0.00901614970534531,1,69.1491034952571,0.152997266358659,NA,"S3","rep18","old_kappa_conditioned"
"beta2",-0.4,-0.395602211144766,0.0043977888552339,0.00990123899391634,1,74.2675031500247,0.164322086431913,NA,"S3","rep18","old_kappa_conditioned"
"r_mean",15,15.3492400245782,0.349240024578203,0.904073640482831,1,1272.35032285777,2.81516478751093,NA,"S3","rep18","old_kappa_conditioned"
"beta0",-1.6457324988502,-1.65396037895917,-0.00822788010896902,0.0123318518824032,1,658.437851873348,1.45032919494923,NA,"S3","rep19","old_kappa_conditioned"
"beta1",0.5,0.506664864499466,0.00666486449946591,0.0129430796916876,1,88.3542176381834,0.194616243542154,NA,"S3","rep19","old_kappa_conditioned"
"beta2",-0.4,-0.412132851609312,-0.0121328516093124,0.015672493406775,1,84.3704069061368,0.185841175408691,NA,"S3","rep19","old_kappa_conditioned"
"r_mean",15,15.1597316680685,0.159731668068465,0.909333752337584,1,853.792503708836,1.88063336734765,NA,"S3","rep19","old_kappa_conditioned"
"beta0",-1.39437501026065,-1.4041989206562,-0.00982391039554842,0.0136323172336595,1,418.136191563143,0.9203621954784,NA,"S3","rep20","old_kappa_conditioned"
"beta1",0.5,0.516050943632874,0.0160509436328738,0.0186155789922915,1,76.4500131059594,0.168274603648912,NA,"S3","rep20","old_kappa_conditioned"
"beta2",-0.4,-0.411299086261409,-0.0112990862614085,0.0143967847003302,1,109.778575666459,0.241634311871367,NA,"S3","rep20","old_kappa_conditioned"
"r_mean",15,14.7241917002274,-0.275808299772617,0.91360884422815,1,698.214379589511,1.53684405291798,NA,"S3","rep20","old_kappa_conditioned"
"beta0",-5.63506352666298,-5.71086555591832,-0.0758020292553399,0.0804693743180713,0,1521.20136222918,3.90293813655984,NA,"S4A","rep02","old_kappa_conditioned"
"beta1",0.5,0.454558061491353,-0.0454419385086469,0.0527081892994784,1,625.200112248723,1.60407255848184,NA,"S4A","rep02","old_kappa_conditioned"
"beta2",-0.4,-0.368572326113498,0.0314276738865021,0.0405155243532609,1,496.982329193118,1.27510488352555,NA,"S4A","rep02","old_kappa_conditioned"
"r_mean",15,18.1493206145578,3.14932061455781,4.73248535788588,1,120.775851255973,0.30987395064625,NA,"S4A","rep02","old_kappa_conditioned"
"beta0",-5.711673476828,-5.76750863766339,-0.055835160835394,0.062222768795356,0,1742.36011299506,4.48939236444407,NA,"S4A","rep03","old_kappa_conditioned"
"beta1",0.5,0.443367474640038,-0.0566325253599619,0.0633604573658012,0,499.408451585377,1.28678364051403,NA,"S4A","rep03","old_kappa_conditioned"
"beta2",-0.4,-0.362078941398565,0.037921058601435,0.0472064869331413,1,400.069905040198,1.03082638516325,NA,"S4A","rep03","old_kappa_conditioned"
"r_mean",15,16.6071412212664,1.60714122126637,3.65890364459839,1,163.246192845341,0.420622698039527,NA,"S4A","rep03","old_kappa_conditioned"
"beta0",-6.24893288975913,-6.38389465566333,-0.134961765904203,0.153057457102139,0,1795.38964073388,4.5856790331396,NA,"S4A","rep04","old_kappa_conditioned"
"beta1",0.5,0.472903970197141,-0.0270960298028594,0.0441872527566347,1,559.599596328007,1.42929650345191,NA,"S4A","rep04","old_kappa_conditioned"
"beta2",-0.4,-0.3485108861899,0.0514891138100998,0.060657184320524,1,608.934812561178,1.5553056223323,NA,"S4A","rep04","old_kappa_conditioned"
"r_mean",15,16.01249325468,1.01249325468003,3.53378694505971,1,86.4316780918302,0.220758728374285,NA,"S4A","rep04","old_kappa_conditioned"
"beta0",-5.81369881057473,-5.81767232619123,-0.00397351561650172,0.0272109623045414,1,1660.39138806535,4.24918782373949,NA,"S4A","rep05","old_kappa_conditioned"
"beta1",0.5,0.524216411485791,0.024216411485791,0.0374183168087186,1,472.582379696118,1.20940840090623,NA,"S4A","rep05","old_kappa_conditioned"
"beta2",-0.4,-0.374546202563591,0.0254537974364093,0.034262621004694,1,683.769762475585,1.74986823578861,NA,"S4A","rep05","old_kappa_conditioned"
"r_mean",15,17.5680166386491,2.56801663864912,4.17603639987079,1,79.2596887226293,0.202837298876862,NA,"S4A","rep05","old_kappa_conditioned"
"beta0",-5.87820166799763,-5.9970591114426,-0.118857443444969,0.124173718247315,0,1852.82918975329,4.73400800167954,NA,"S4A","rep06","old_kappa_conditioned"
"beta1",0.5,0.483361598670918,-0.0166384013290822,0.0332094056439061,1,565.770581089731,1.44555281879508,NA,"S4A","rep06","old_kappa_conditioned"
"beta2",-0.4,-0.381895939395244,0.0181040606047559,0.0333430513742014,1,596.877597833153,1.52503174053602,NA,"S4A","rep06","old_kappa_conditioned"
"r_mean",15,16.6907058328832,1.6907058328832,4.02224068799222,1,97.6349433549861,0.24945883065863,NA,"S4A","rep06","old_kappa_conditioned"
"beta0",-5.91316248304008,-5.98336903662757,-0.0702065535874903,0.0804438093781654,1,1832.72931740687,4.68753901720273,NA,"S4A","rep07","old_kappa_conditioned"
"beta1",0.5,0.506531708951713,0.00653170895171307,0.0326983129038514,1,463.146579660536,1.18458172858528,NA,"S4A","rep07","old_kappa_conditioned"
"beta2",-0.4,-0.379374958277874,0.0206250417221257,0.0338077685142014,1,673.132097919607,1.72165793538686,NA,"S4A","rep07","old_kappa_conditioned"
"r_mean",15,18.1479542616266,3.14795426162662,4.84286528452568,1,137.873388794757,0.352636302192088,NA,"S4A","rep07","old_kappa_conditioned"
"beta0",-6.04725193697302,-6.45783825309872,-0.410586316125691,0.437285662956027,0,2000,5.11235682205634,NA,"S4A","rep08","old_kappa_conditioned"
"beta1",0.5,0.491269733347298,-0.00873026665270205,0.0350851182571786,1,506.194516419784,1.2939234946531,NA,"S4A","rep08","old_kappa_conditioned"
"beta2",-0.4,-0.424341633602063,-0.0243416336020633,0.0373811505673218,1,688.949909660297,1.76107888535346,NA,"S4A","rep08","old_kappa_conditioned"
"r_mean",15,15.07372276638,0.0737227663799995,3.22911012115934,1,89.929296493228,0.229875326214941,NA,"S4A","rep08","old_kappa_conditioned"
"beta0",-5.8516665297927,-5.88317190824722,-0.0315053784545132,0.0435031919737931,1,1394.74654667328,3.57673175195087,NA,"S4A","rep09","old_kappa_conditioned"
"beta1",0.5,0.547874567744685,0.0478745677446846,0.0552873924625654,1,631.312428517634,1.6189573753497,NA,"S4A","rep09","old_kappa_conditioned"
"beta2",-0.4,-0.398771438913876,0.00122856108612379,0.0268424348457315,1,704.499519882609,1.8066406459356,NA,"S4A","rep09","old_kappa_conditioned"
"r_mean",15,18.43060745274,3.43060745273997,4.92642740244115,1,138.221887789641,0.354460540555549,NA,"S4A","rep09","old_kappa_conditioned"
"beta0",-5.85878847912896,-5.97522920231907,-0.116440723190107,0.130865487598144,0,1946.47988391115,4.98365192655734,NA,"S4A","rep10","old_kappa_conditioned"
"beta1",0.5,0.480467795272103,-0.0195322047278971,0.0373943019812542,1,379.606714050087,0.971922570300843,NA,"S4A","rep10","old_kappa_conditioned"
"beta2",-0.4,-0.41540079222704,-0.01540079222704,0.032014205124972,1,384.151868603414,0.983559715094077,NA,"S4A","rep10","old_kappa_conditioned"
"r_mean",15,14.4022510474507,-0.59774895254932,3.20941780262389,1,137.375428520036,0.351727919031897,NA,"S4A","rep10","old_kappa_conditioned"
"beta0",-2.13511540131423,-2.29643025497195,-0.16131485365772,0.169883342253222,0,2000,4.96808008545089,NA,"S4B","rep01","old_kappa_conditioned"
"beta1",0.5,0.511921750154488,0.0119217501544884,0.0246388731024852,1,324.529555367044,0.806144410579623,NA,"S4B","rep01","old_kappa_conditioned"
"beta2",-0.4,-0.402636837041857,-0.0026368370418573,0.0186308290177418,1,477.741219911027,1.18672832031949,NA,"S4B","rep01","old_kappa_conditioned"
"r_mean",15,15.0930296680331,0.0930296680331377,3.07824370039231,1,54.9013296673479,0.136377101292563,NA,"S4B","rep01","old_kappa_conditioned"
"beta0",-1.38506352666298,-1.39668970765303,-0.0116261809900564,0.0248815228447211,1,1327.65637038185,3.34884518272548,NA,"S4B","rep02","old_kappa_conditioned"
"beta1",0.5,0.483273356397851,-0.0167266436021494,0.0246384916855872,1,305.404256135381,0.770343587963709,NA,"S4B","rep02","old_kappa_conditioned"
"beta2",-0.4,-0.385875740248012,0.0141242597519876,0.0222742447351005,1,379.49621492648,0.957231177863877,NA,"S4B","rep02","old_kappa_conditioned"
"r_mean",15,16.0630678588763,1.06306785887632,2.6342595231875,1,103.973550555802,0.262260123686612,NA,"S4B","rep02","old_kappa_conditioned"
"beta0",-1.461673476828,-1.51626421364765,-0.0545907368196463,0.0593604073032636,0,1814.79292382653,4.5877573136346,NA,"S4B","rep03","old_kappa_conditioned"
"beta1",0.5,0.511233144211636,0.011233144211636,0.0234719095570594,1,257.422542528071,0.650758627429196,NA,"S4B","rep03","old_kappa_conditioned"
"beta2",-0.4,-0.414976331730256,-0.0149763317302556,0.0243172390253479,1,360.021983039503,0.910127796991889,NA,"S4B","rep03","old_kappa_conditioned"
"r_mean",15,17.7141708819995,2.71417088199952,4.01796086650441,1,43.0055311777763,0.108717053938901,NA,"S4B","rep03","old_kappa_conditioned"
"beta0",-1.99893288975913,-2.01923797004962,-0.0203050802904898,0.0377712725492814,1,1818.27686929134,4.53867991276361,NA,"S4B","rep04","old_kappa_conditioned"
"beta1",0.5,0.487324738587604,-0.0126752614123965,0.0241590307923285,1,358.089392267091,0.893842494014568,NA,"S4B","rep04","old_kappa_conditioned"
"beta2",-0.4,-0.404616757901102,-0.00461675790110172,0.0208357861414886,1,487.788228189676,1.21758939485926,NA,"S4B","rep04","old_kappa_conditioned"
"r_mean",15,19.2160430877951,4.2160430877951,5.41111702421694,1,91.9532605859284,0.229528529886171,NA,"S4B","rep04","old_kappa_conditioned"
"beta0",-1.56369881057473,-1.66367272405181,-0.099973913477089,0.104080003169365,0,1738.31447513615,4.33868159672606,NA,"S4B","rep05","old_kappa_conditioned"
"beta1",0.5,0.517483130785877,0.0174831307858766,0.0249396197098714,1,261.114137364877,0.651718154933539,NA,"S4B","rep05","old_kappa_conditioned"
"beta2",-0.4,-0.385833936736929,0.0141660632630709,0.0219813968620266,1,283.085031310653,0.706555593492343,NA,"S4B","rep05","old_kappa_conditioned"
"r_mean",15,17.2682016285753,2.26820162857526,3.68429943340843,1,82.7858641278112,0.206626309737349,NA,"S4B","rep05","old_kappa_conditioned"
"beta0",-1.62820166799763,-1.62418284531292,0.00401882268470866,0.0211911661695466,1,2000,5.03681914797166,NA,"S4B","rep06","old_kappa_conditioned"
"beta1",0.5,0.469438219256676,-0.0305617807433236,0.0353905588873979,1,409.421810767707,1.03109180803601,NA,"S4B","rep06","old_kappa_conditioned"
"beta2",-0.4,-0.368770950602436,0.0312290493975645,0.0352737187127137,1,532.365144958225,1.34071347791915,NA,"S4B","rep06","old_kappa_conditioned"
"r_mean",15,17.5166711311648,2.51667113116479,3.66063221444964,1,166.444939813052,0.419176529966686,NA,"S4B","rep06","old_kappa_conditioned"
"beta0",-1.66316248304008,-1.69600408698622,-0.032841603946139,0.0415721758686685,1,1863.5661250015,4.68075101599313,NA,"S4B","rep07","old_kappa_conditioned"
"beta1",0.5,0.494329382602696,-0.00567061739730434,0.0219198297551636,1,354.379250639391,0.890100445175176,NA,"S4B","rep07","old_kappa_conditioned"
"beta2",-0.4,-0.408262480309211,-0.00826248030921073,0.0200493541518069,1,349.993858145397,0.879085579592245,NA,"S4B","rep07","old_kappa_conditioned"
"r_mean",15,18.9253397493112,3.92533974931122,5.19819850732248,1,81.8810754993949,0.205662102456436,NA,"S4B","rep07","old_kappa_conditioned"
"beta0",-1.79725193697302,-1.80215214289616,-0.00490020592313045,0.0306114582854738,1,1687.91358633378,4.21702181654475,NA,"S4B","rep08","old_kappa_conditioned"
"beta1",0.5,0.510129747912165,0.0101297479121649,0.0229491155417741,1,330.572321847681,0.825889846769592,NA,"S4B","rep08","old_kappa_conditioned"
"beta2",-0.4,-0.406232280148715,-0.0062322801487153,0.0199799163479189,1,416.904815121298,1.04157980303229,NA,"S4B","rep08","old_kappa_conditioned"
"r_mean",15,15.686376460417,0.686376460417041,2.866487532406,1,122.05177217712,0.304929701488335,NA,"S4B","rep08","old_kappa_conditioned"
"beta0",-1.60166652979271,-1.67024291552609,-0.0685763857333836,0.0727023223361032,0,1701.13779964897,4.31312035609918,NA,"S4B","rep09","old_kappa_conditioned"
"beta1",0.5,0.50191027905913,0.00191027905912966,0.0201850067757044,1,375.761474750274,0.952717919805022,NA,"S4B","rep09","old_kappa_conditioned"
"beta2",-0.4,-0.405396164505109,-0.00539616450510877,0.0185613907096996,1,377.188005628148,0.956334792799808,NA,"S4B","rep09","old_kappa_conditioned"
"r_mean",15,18.0989609157029,3.09896091570288,4.20551544401289,1,90.4185620015918,0.229250176216621,NA,"S4B","rep09","old_kappa_conditioned"
"beta0",-1.60878847912896,-1.62463384822121,-0.0158453690922453,0.0256140829392334,1,1406.16558543477,3.53269768702062,NA,"S4B","rep10","old_kappa_conditioned"
"beta1",0.5,0.519228282672209,0.0192282826722092,0.0287494976663264,1,434.472968316337,1.09152269557895,NA,"S4B","rep10","old_kappa_conditioned"
"beta2",-0.4,-0.415882525380025,-0.0158825253800246,0.023829996875081,1,599.023022451833,1.50492037908423,NA,"S4B","rep10","old_kappa_conditioned"
"r_mean",15,21.0350189292617,6.03501892926171,6.93015529701301,0,81.8356225791787,0.205594929641214,NA,"S4B","rep10","old_kappa_conditioned"
"beta0",-2.13511540131423,-2.15383555640551,-0.0187201550912799,0.0277160845352564,1,145.399428428223,0.36153004000273,NA,"S4C","rep01","old_kappa_conditioned"
"beta1",0.5,0.505002524072835,0.00500252407283541,0.021070299752569,1,27.4786376315117,0.0683245668124828,NA,"S4C","rep01","old_kappa_conditioned"
"beta2",-0.4,-0.37887545931914,0.0211245406808601,0.0289361358276988,1,25.9064011406081,0.0644152617512821,NA,"S4C","rep01","old_kappa_conditioned"
"r_mean",3,3.49028859699491,0.490288596994908,0.742899372131663,1,104.218087625625,0.259134233164473,NA,"S4C","rep01","old_kappa_conditioned"
"beta0",-1.38506352666298,-1.4091205757794,-0.0240570491164207,0.0313389678604702,1,97.0681198027551,0.245689827486716,NA,"S4C","rep02","old_kappa_conditioned"
"beta1",0.5,0.507010592793211,0.00701059279321126,0.0220694735515236,1,21.22842802109,0.0537314293190597,NA,"S4C","rep02","old_kappa_conditioned"
"beta2",-0.4,-0.398128310096572,0.00187168990342779,0.0184088140575673,1,21.2063556300534,0.0536755617287838,NA,"S4C","rep02","old_kappa_conditioned"
"r_mean",3,3.13669695189376,0.136696951893757,0.200706570129725,1,1273.2488395134,3.22272944364612,NA,"S4C","rep02","old_kappa_conditioned"
"beta0",-1.461673476828,-1.43205191100199,0.0296215658260128,0.0347142523917711,1,114.359599604538,0.28798327798578,NA,"S4C","rep03","old_kappa_conditioned"
"beta1",0.5,0.497240570874397,-0.0027594291256034,0.0182866778819302,1,23.8457768679947,0.0600490471487285,NA,"S4C","rep03","old_kappa_conditioned"
"beta2",-0.4,-0.399426166415571,0.000573833584428862,0.020510177014008,1,21.3234794227799,0.0536973330045729,NA,"S4C","rep03","old_kappa_conditioned"
"r_mean",3,3.31648214174217,0.316482141742171,0.353582535094396,0,1293.96050409132,3.2584845421019,NA,"S4C","rep03","old_kappa_conditioned"
"beta0",-1.99893288975913,-2.02645823360197,-0.0275253438428478,0.0341929198000702,1,99.9237133550912,0.249958633671347,NA,"S4C","rep04","old_kappa_conditioned"
"beta1",0.5,0.505784795609278,0.00578479560927803,0.022211307587807,1,35.7374080115687,0.0893969346974038,NA,"S4C","rep04","old_kappa_conditioned"
"beta2",-0.4,-0.423778631814421,-0.0237786318144212,0.0313015714509666,1,25.7352048300743,0.0643764770202054,NA,"S4C","rep04","old_kappa_conditioned"
"r_mean",3,3.21301897126683,0.213018971266832,0.26890703665858,1,1219.31179716023,3.05010192880304,NA,"S4C","rep04","old_kappa_conditioned"
"beta0",-1.56369881057473,-1.57548832482748,-0.0117895142527531,0.0215771846496067,1,84.508979375076,0.212923135042086,NA,"S4C","rep05","old_kappa_conditioned"
"beta1",0.5,0.491710074291499,-0.00828992570850096,0.0226075891861482,1,12.3406480984703,0.0310926661404267,NA,"S4C","rep05","old_kappa_conditioned"
"beta2",-0.4,-0.427332495513109,-0.027332495513109,0.0330377328035748,1,7.23603519547362,0.0182314271274883,NA,"S4C","rep05","old_kappa_conditioned"
"r_mean",3,3.2176095166547,0.217609516654699,0.265398353625921,1,1350.24653744752,3.40199027321159,NA,"S4C","rep05","old_kappa_conditioned"
"beta0",-1.62820166799763,-1.61607997000056,0.0121216979970711,0.0233147951390721,1,78.937225218576,0.201564323899699,NA,"S4C","rep06","old_kappa_conditioned"
"beta1",0.5,0.491912794136637,-0.00808720586336326,0.0167028808469092,1,25.8693160149482,0.0660566821022942,NA,"S4C","rep06","old_kappa_conditioned"
"beta2",-0.4,-0.383868456865357,0.016131543134643,0.022338662240911,1,23.2435621893939,0.0593518822678765,NA,"S4C","rep06","old_kappa_conditioned"
"r_mean",3,3.15772205379807,0.157722053798069,0.218468736534852,1,1266.81983847704,3.23479427530295,NA,"S4C","rep06","old_kappa_conditioned"
"beta0",-1.66316248304008,-1.69060932203611,-0.0274468389960285,0.0329846675872998,1,54.2943382222371,0.138073077576268,NA,"S4C","rep07","old_kappa_conditioned"
"beta1",0.5,0.50020286862171,0.000202868621710151,0.0298493663831689,1,10.5269057206573,0.0267704205962875,NA,"S4C","rep07","old_kappa_conditioned"
"beta2",-0.4,-0.410126361037247,-0.0101263610372471,0.0248928230898228,1,13.0090037686832,0.0330825136718896,NA,"S4C","rep07","old_kappa_conditioned"
"r_mean",3,3.20944165725003,0.209441657250031,0.263412901633515,1,1156.23988338963,2.94037287023503,NA,"S4C","rep07","old_kappa_conditioned"
"beta0",-1.79725193697302,-1.79468628703416,0.00256564993886665,0.0186177189730744,1,115.538483133005,0.294254607518717,NA,"S4C","rep08","old_kappa_conditioned"
"beta1",0.5,0.437846545231861,-0.0621534547681392,0.0647653811608415,0,25.4881126388379,0.0649133896997789,NA,"S4C","rep08","old_kappa_conditioned"
"beta2",-0.4,-0.398506149146801,0.00149385085319864,0.019466126456911,1,22.6453511871594,0.0576734153418842,NA,"S4C","rep08","old_kappa_conditioned"
"r_mean",3,3.29849245031443,0.298492450314429,0.346812326926744,1,944.545103905353,2.4055772699858,NA,"S4C","rep08","old_kappa_conditioned"
"beta0",-1.60166652979271,-1.59996731527555,0.00169921451715283,0.0194506658714449,1,120.554237912806,0.308531176837546,NA,"S4C","rep09","old_kappa_conditioned"
"beta1",0.5,0.49561942233506,-0.00438057766493966,0.0234301731083411,1,16.1288603209938,0.0412781528218347,NA,"S4C","rep09","old_kappa_conditioned"
"beta2",-0.4,-0.398554422583697,0.00144557741630347,0.0211564904986462,1,16.5345133412209,0.0423163295453183,NA,"S4C","rep09","old_kappa_conditioned"
"r_mean",3,2.88845980766324,-0.111540192336764,0.17712080512705,1,1399.52588028475,3.58176845820356,NA,"S4C","rep09","old_kappa_conditioned"
"beta0",-1.60878847912896,-1.60748832218919,0.00130015693976926,0.0193261594847379,1,87.6206266435446,0.21953894306248,NA,"S4C","rep10","old_kappa_conditioned"
"beta1",0.5,0.530170715136933,0.0301707151369327,0.0362665739952878,1,29.1753363032553,0.0731006241437438,NA,"S4C","rep10","old_kappa_conditioned"
"beta2",-0.4,-0.43077611807549,-0.0307761180754904,0.037564458562739,1,20.1003643843193,0.0503627161907461,NA,"S4C","rep10","old_kappa_conditioned"
"r_mean",3,3.0572877014321,0.0572877014321045,0.154440554972143,1,1080.23835267178,2.70660454376684,NA,"S4C","rep10","old_kappa_conditioned"
"beta0",-1.63700651766786,-1.6479088955423,-0.0109023778744464,0.0210841386986167,1,302.238743810261,2.26713631686488,NA,"S4D","rep01","old_kappa_conditioned"
