"subset","n_reps","low_mean_count_avg","high_mean_count_avg","low_zero_prop_avg","high_zero_prop_avg","low_log_lambda_rmse_avg","high_log_lambda_rmse_avg","low_minus_high_log_lambda_rmse_avg","low_phi_rmse_avg","high_phi_rmse_avg","low_minus_high_phi_rmse_avg"
"all_sampled_lambda",10,2.46933333333333,20.4303333333333,0.291666666666667,0.0253333333333333,0.214514754182489,0.0919619975384402,0.122552756644049,0.104011826944358,0.0651667285771352,0.0388450983672226
"stable_only",9,2.1662962962963,21.4218518518518,0.318148148148148,0.0277777777777777,0.226522062700552,0.0920614143944763,0.134460648306075,0.112005424801868,0.0647165051246534,0.047288919677215
"stable_plus_soft_warning",10,2.46933333333333,20.4303333333333,0.291666666666667,0.0253333333333333,0.214514754182489,0.0919619975384402,0.122552756644049,0.104011826944358,0.0651667285771352,0.0388450983672226
