"subset","parameter","n_reps","mean_truth","mean_post_mean","sd_post_mean_across_reps","mean_bias","median_bias","rmse_bias","mean_abs_bias","coverage","mean_post_sd"
"all_sampled_lambda","beta0",10,-1.68435552020715,-1.731062200278,0.258013370028583,-0.046706680070858,-0.0256064113207949,0.0677270061678792,0.0474542216795975,0.6,0.0282643106796786
"all_sampled_lambda","beta1",10,0.5,0.500189472414622,0.0164600772514361,0.000189472414621782,0.00602752386267173,0.0156165498304466,0.0137490213023315,1,0.0199134733136032
"all_sampled_lambda","beta2",10,-0.4,-0.399880877063073,0.014624614608017,0.000119122936927257,-0.0049473996685892,0.0138746390030092,0.0114207291293867,1,0.0182702015231394
"stable_only","beta0",9,-1.64940247914582,-1.69908714701549,0.251774137179266,-0.0496846678696764,-0.0313080327600972,0.0710815439277807,0.0505152696571647,0.555555555555556,0.0277111500289422
"stable_only","beta1",9,0.5,0.501650229372513,0.016756954929248,0.00165022937251272,0.0101028350802905,0.0158845614105294,0.0138369858685465,1,0.0197836145690443
"stable_only","beta2",9,-0.4,-0.399428093504833,0.0154372237074145,0.000571906495167406,-0.00593887024994433,0.0145655861525074,0.0122501513562925,1,0.018024578542841
"stable_plus_soft_warning","beta0",10,-1.68435552020715,-1.731062200278,0.258013370028583,-0.046706680070858,-0.0256064113207949,0.0677270061678792,0.0474542216795975,0.6,0.0282643106796786
"stable_plus_soft_warning","beta1",10,0.5,0.500189472414622,0.0164600772514361,0.000189472414621782,0.00602752386267173,0.0156165498304466,0.0137490213023315,1,0.0199134733136032
"stable_plus_soft_warning","beta2",10,-0.4,-0.399880877063073,0.014624614608017,0.000119122936927257,-0.0049473996685892,0.0138746390030092,0.0114207291293867,1,0.0182702015231394
