"subset","n_reps","mean_count_avg","zero_prop_avg","exposure_mean_ratio_avg","exposure_cv_avg","low_exp_mean_count_avg","high_exp_mean_count_avg","low_exp_zero_prop_avg","high_exp_zero_prop_avg","beta1_mean_avg","beta1_mean_sd","beta2_mean_avg","beta2_mean_sd","beta0_coverage","beta1_coverage","beta2_coverage","r_mean_avg","phi_rmse_avg","phi_cor_avg","lambda_rmse_avg","log_lambda_rmse_avg","cor_log_lambda_avg","low_exp_log_lambda_rmse_avg","high_exp_log_lambda_rmse_avg","low_minus_high_log_lambda_rmse_avg","low_exp_phi_rmse_avg","high_exp_phi_rmse_avg","low_minus_high_phi_rmse_avg","beta_guard_total","kappa_guard_total","lambda_output_guard_total"
"all_sampled_lambda",10,10.3064444444444,0.136222222222222,0.0493679722662067,0.825073234416519,2.46933333333333,20.4303333333333,0.291666666666667,0.0253333333333333,0.500189472414622,0.0164600772514361,-0.399880877063073,0.014624614608017,0.6,1,1,17.5850241177587,0.0977092734441513,0.985277677289597,0.36062821073086,0.209376760558404,0.477827334388519,0.214514754182489,0.0919619975384402,0.122552756644049,0.104011826944358,0.0651667285771352,0.0388450983672226,0,0,1
"stable_only",9,10.7302469135802,0.13679012345679,0.0487067807176109,0.821831897608444,2.1662962962963,21.4218518518518,0.318148148148148,0.0277777777777777,0.501650229372513,0.016756954929248,-0.399428093504833,0.0154372237074145,0.555555555555556,1,1,17.4051820725216,0.101280247061376,0.983771186123845,0.370588988931125,0.206784110845519,0.471359160946462,0.226522062700552,0.0920614143944763,0.134460648306075,0.112005424801868,0.0647165051246534,0.047288919677215,0,0,0
"stable_plus_soft_warning",10,10.3064444444444,0.136222222222222,0.0493679722662067,0.825073234416519,2.46933333333333,20.4303333333333,0.291666666666667,0.0253333333333333,0.500189472414622,0.0164600772514361,-0.399880877063073,0.014624614608017,0.6,1,1,17.5850241177587,0.0977092734441513,0.985277677289597,0.36062821073086,0.209376760558404,0.477827334388519,0.214514754182489,0.0919619975384402,0.122552756644049,0.104011826944358,0.0651667285771352,0.0388450983672226,0,0,1
