"subset","exposure_group","n_reps","mean_count_avg","zero_prop_avg","lambda_rmse_avg","log_lambda_rmse_avg","cor_log_lambda_avg","phi_rmse_avg","phi_mae_avg","phi_cor_avg"
"all_sampled_lambda","high_exposure",10,20.4303333333333,0.0253333333333333,0.0940201987638686,0.0919619975384402,0.524815807720951,0.0651667285771352,0.0586172812422234,0.992916120898788
"all_sampled_lambda","low_exposure",10,2.46933333333333,0.291666666666667,0.246545407494098,0.214514754182489,0.454650421700725,0.104011826944358,0.0854015264694188,0.974702267837207
"all_sampled_lambda","middle_exposure",10,8.01966666666666,0.0916666666666667,0.467746675059648,0.208259131467857,0.454420237095223,0.084517898992849,0.0674610310627257,0.993246278456915
"stable_only","high_exposure",9,21.4218518518518,0.0277777777777777,0.0943082409815209,0.0920614143944763,0.579758145477292,0.0647165051246534,0.0588227624368839,0.996072373572642
"stable_only","low_exposure",9,2.1662962962963,0.318148148148148,0.261777422014841,0.226522062700552,0.470323978545499,0.112005424801868,0.0921204462003906,0.972797628001018
"stable_only","middle_exposure",9,8.60259259259259,0.0644444444444445,0.470034029177474,0.192910644827309,0.438939579140694,0.084560381143894,0.0672042905118235,0.992550960611293
"stable_plus_soft_warning","high_exposure",10,20.4303333333333,0.0253333333333333,0.0940201987638686,0.0919619975384402,0.524815807720951,0.0651667285771352,0.0586172812422234,0.992916120898788
"stable_plus_soft_warning","low_exposure",10,2.46933333333333,0.291666666666667,0.246545407494098,0.214514754182489,0.454650421700725,0.104011826944358,0.0854015264694188,0.974702267837207
"stable_plus_soft_warning","middle_exposure",10,8.01966666666666,0.0916666666666667,0.467746675059648,0.208259131467857,0.454420237095223,0.084517898992849,0.0674610310627257,0.993246278456915
