"diagnostic_label","rep_id","mean_count","zero_prop","count_cv","beta0_mean","beta1_mean","beta2_mean","r_mean","r_region_coverage_95","r_region_rmse","r_region_mae","phi_rmse","phi_cor","lambda_rmse","log_lambda_rmse","cor_log_lambda","kappa_truth_cv","kappa_post_mean_cv","kappa_rmse","log_kappa_rmse","cor_log_kappa","beta_guard","kappa_guard"
"oracle_lambda",7,182.795555555556,0.0622222222222222,1.19263782866619,-1.38800296261693,0.51110234093559,-0.486764929674427,2.7591529954368,0.777777777777778,1.06378958747538,0.63352000993237,19.6485600160386,0.716627660817856,0,0,1,0.564157339244969,0.667580360654009,0.362502332962017,4.98467739676937,0.102962146097603,0,8767
"oracle_lambda_phi",7,182.795555555556,0.0622222222222222,1.19263782866619,-8.34277669798707,0.508046395592312,-0.395781401411524,3.03610419088591,0.888888888888889,0.389563535880929,0.338305747187847,7.61444015091943e-13,1,0,0,1,0.564157339244969,0.649232612524512,0.347791892269249,4.71945385393724,0.119506702093817,0,0
