"scenario_id","rep_id","TT","n1","mean_count","zero_prop","dynamic_lambda_in_truth","lambda_sampled_in_fit","gamma_fixed_in_fit","gamma_learned_in_fit","gamma_truth_mean","gamma_mean","gamma_sd","gamma_q025","gamma_q50","gamma_q975","gamma_bias","gamma_covered","gamma_accept_rate","gamma_proposal_sd_final","lambda_truth_min","lambda_truth_max","beta0_true","beta0_mean","beta0_sd","beta0_q025","beta0_q50","beta0_q975","beta0_bias","beta0_covered","beta1_true","beta1_mean","beta1_sd","beta1_q025","beta1_q50","beta1_q975","beta1_bias","beta1_covered","beta2_true","beta2_mean","beta2_sd","beta2_q025","beta2_q50","beta2_q975","beta2_bias","beta2_covered","phi_rmse","phi_cor","phi_mean_bias","r_true_mean","r_mean","r_bias","r_q025_mean","r_q50_mean","r_q975_mean","tau_phi_mean","loglik_mean","loglik_nb_mean","phi_accept_rate","r_accept_rate_mean","beta_mean_n_reject","elapsed_sec","lambda_rmse","lambda_mae","lambda_coverage_95","log_lambda_rmse","log_lambda_mae","log_lambda_coverage_95","cor_lambda","cor_log_lambda","rmse_delta_log_lambda","mae_delta_log_lambda","cor_delta_log_lambda","lambda_truth_min","lambda_truth_max","lambda_post_mean_min","lambda_post_mean_max","oracle_lambda_fixed_in_fit","oracle_lambda_source","stress_type","sparse_beta0_shift","expected_count_multiplier","reference_mean_count","reference_zero_prop","observed_mean_count","observed_zero_prop","observed_total_count","observed_max_count","lambda_oracle_min","lambda_oracle_max","s4a_oracle_beta_guard_count","s4a_oracle_kappa_guard_count"
"S4A_ORACLE_LAMBDA_FIXED_GAMMA_DIAGNOSTIC_T100",4,100,9,1.96444444444444,0.356666666666667,TRUE,FALSE,TRUE,FALSE,0.8,0.8,0,0.8,0.8,0.8,0,1,NA,NA,0.148714873349531,4.92023393746212,-6.53036627476399,-5.9010012257033,0.0419483375393396,-5.98662913813634,-5.90111190119774,-5.81978929523504,0.629365049060683,0,0.5,0.54708533356657,0.0284966289741133,0.491121888879795,0.546451016119896,0.602649284288553,0.0470853335665695,1,-0.4,-0.547926986160233,0.108978332623512,-0.750868705240098,-0.552267341784878,-0.330836736699425,-0.147926986160233,1,1.75850761883177,0.198711409754716,4.44089209850063e-16,15,11.1936043041667,-3.80639569583326,3.27452540164597,9.47568182147024,29.1654956305029,3.38473175639871,-1260.1481526838,-1325.33042842804,0.273975,0.312297222222222,12.098025,140.340000000084,0,0,1,0,0,1,1,1,0,0,1,0.148714873349531,4.92023393746212,0.148714873349531,4.92023393746212,TRUE,"lambda_tilde_ident","observation_sparse_counts",-4.25,0.0142642339089993,NA,NA,1.96444444444444,0.356666666666667,1768,23,0.148714873349531,4.92023393746212,0,292754
