"subset","parameter","n_reps","mean_truth","mean_post_mean","sd_post_mean_across_reps","mean_bias","median_bias","rmse_bias","mean_abs_bias","coverage","mean_post_sd"
"all_sampled_lambda","beta0",10,-1.56487028311527,-1.56592975245262,0.216997528844354,-0.00105946933734282,-0.00160662403773992,0.00703873212781428,0.00526214549650077,1,0.00954397294157939
"all_sampled_lambda","beta1",10,0.5,0.498187123711407,0.0119798133166231,-0.0018128762885924,-0.00279100339725297,0.0115087295054131,0.00841668052360052,0.9,0.0103416576322346
"all_sampled_lambda","beta2",10,-0.4,-0.397652555189357,0.00944232643300023,0.00234744481064333,0.00271234916948044,0.00926025230539755,0.00753068715693038,1,0.0120880813997889
"stable_only","beta0",10,-1.56487028311527,-1.56592975245262,0.216997528844354,-0.00105946933734282,-0.00160662403773992,0.00703873212781428,0.00526214549650077,1,0.00954397294157939
"stable_only","beta1",10,0.5,0.498187123711407,0.0119798133166231,-0.0018128762885924,-0.00279100339725297,0.0115087295054131,0.00841668052360052,0.9,0.0103416576322346
"stable_only","beta2",10,-0.4,-0.397652555189357,0.00944232643300023,0.00234744481064333,0.00271234916948044,0.00926025230539755,0.00753068715693038,1,0.0120880813997889
"stable_plus_soft_warning","beta0",10,-1.56487028311527,-1.56592975245262,0.216997528844354,-0.00105946933734282,-0.00160662403773992,0.00703873212781428,0.00526214549650077,1,0.00954397294157939
"stable_plus_soft_warning","beta1",10,0.5,0.498187123711407,0.0119798133166231,-0.0018128762885924,-0.00279100339725297,0.0115087295054131,0.00841668052360052,0.9,0.0103416576322346
"stable_plus_soft_warning","beta2",10,-0.4,-0.397652555189357,0.00944232643300023,0.00234744481064333,0.00271234916948044,0.00926025230539755,0.00753068715693038,1,0.0120880813997889
