"subset","parameter","n_reps","mean_bias","mean_abs_bias","cor_bias_abs_cell_confounding","cor_abs_bias_abs_cell_confounding","cor_bias_abs_area_confounding","cor_abs_bias_abs_area_confounding"
"all_sampled_lambda","beta0",10,-0.00105946933734282,0.00526214549650077,-0.0053654295016907,0.0664849359649488,0.375021769259435,0.14984099719973
"all_sampled_lambda","beta1",10,-0.0018128762885924,0.00841668052360052,-0.209662672453112,0.263251674026341,-0.115881365118238,0.483235830466055
"all_sampled_lambda","beta2",10,0.00234744481064333,0.00753068715693038,-0.402595033308127,0.0506802777745115,-0.466181623272017,-0.179478036883758
"stable_only","beta0",10,-0.00105946933734282,0.00526214549650077,-0.0053654295016907,0.0664849359649488,0.375021769259435,0.14984099719973
"stable_only","beta1",10,-0.0018128762885924,0.00841668052360052,-0.209662672453112,0.263251674026341,-0.115881365118238,0.483235830466055
"stable_only","beta2",10,0.00234744481064333,0.00753068715693038,-0.402595033308127,0.0506802777745115,-0.466181623272017,-0.179478036883758
"stable_plus_soft_warning","beta0",10,-0.00105946933734282,0.00526214549650077,-0.0053654295016907,0.0664849359649488,0.375021769259435,0.14984099719973
"stable_plus_soft_warning","beta1",10,-0.0018128762885924,0.00841668052360052,-0.209662672453112,0.263251674026341,-0.115881365118238,0.483235830466055
"stable_plus_soft_warning","beta2",10,0.00234744481064333,0.00753068715693038,-0.402595033308127,0.0506802777745115,-0.466181623272017,-0.179478036883758
