"subset","n_reps","kappa_truth_cv_avg","kappa_post_mean_cv_avg","kappa_cv_bias_avg","kappa_rmse_avg","log_kappa_rmse_avg","cor_log_kappa_avg"
"all_sampled_lambda",10,0.257497100188643,0.235031634701534,-0.022465465487109,0.104521251574371,0.107342743167064,0.911907794243044
"stable_only",10,0.257497100188643,0.235031634701534,-0.022465465487109,0.104521251574371,0.107342743167064,0.911907794243044
"stable_plus_soft_warning",10,0.257497100188643,0.235031634701534,-0.022465465487109,0.104521251574371,0.107342743167064,0.911907794243044
