"subset","n_reps","r_truth_avg","r_mean_avg","r_mean_sd","r_bias_avg","r_abs_bias_avg","r_region_coverage_95_avg","r_region_rmse_avg","r_region_mae_avg"
"all_sampled_lambda",10,15,15.2861156551508,0.537576074448471,0.28611565515075,0.48711973043149,0.977777777777778,2.09732021991522,1.7753024380573
"stable_only",10,15,15.2861156551508,0.537576074448471,0.28611565515075,0.48711973043149,0.977777777777778,2.09732021991522,1.7753024380573
"stable_plus_soft_warning",10,15,15.2861156551508,0.537576074448471,0.28611565515075,0.48711973043149,0.977777777777778,2.09732021991522,1.7753024380573
