"parameter","truth","mean","bias","rmse","coverage95","ess","ess_per_sec","rhat","scenario","rep","sampler"
"beta2",-0.4,-0.412124607499994,-0.0121246074999936,0.0156891775256922,1,1460.47488721778,4.81194981126753,NA,"S3","rep04","revised_kappa_collapsed"
"r_mean",15,15.4536082477062,0.453608247706244,1.0012597643856,1,2293.13743889308,7.55539336065739,NA,"S3","rep04","revised_kappa_collapsed"
"beta0",-1.53963015075169,-1.52784886705661,0.0117812836950799,0.0149926947436199,1,3365.21672342953,11.0152590740887,NA,"S3","rep05","revised_kappa_collapsed"
"beta1",0.5,0.4890490548502,-0.0109509451497998,0.0147321084016314,1,1431.08838323854,4.68433702636132,NA,"S3","rep05","revised_kappa_collapsed"
"beta2",-0.4,-0.399167345415889,0.00083265458411097,0.00979957606752622,1,1477.19056653949,4.83524186687442,NA,"S3","rep05","revised_kappa_collapsed"
"r_mean",15,15.4164617825889,0.416461782588874,0.964163209086579,1,500.933825025921,1.63969108533711,NA,"S3","rep05","revised_kappa_collapsed"
"beta0",-1.44814607902023,-1.45992955235613,-0.0117834733358997,0.0148667233560916,1,3339.1332336049,11.0833031293728,NA,"S3","rep06","revised_kappa_collapsed"
"beta1",0.5,0.504422997127827,0.00442299712782745,0.0113849752376068,1,1507.18784537461,5.00268141297221,NA,"S3","rep06","revised_kappa_collapsed"
"beta2",-0.4,-0.400141093947052,-0.000141093947051973,0.00968366057428051,1,1922.21796560883,6.38025586375564,NA,"S3","rep06","revised_kappa_collapsed"
"r_mean",15,15.3240218090655,0.324021809065549,0.898401087731812,1,1682.11736445274,5.58331020211618,NA,"S3","rep06","revised_kappa_collapsed"
"beta0",-1.48655364988887,-1.47786817805541,0.00868547183346058,0.0129948141343176,1,3823.05289404098,12.6496492493725,NA,"S3","rep07","revised_kappa_collapsed"
"beta1",0.5,0.499209453592749,-0.000790546407251458,0.0111558109545656,1,1333.3236352602,4.41167747070127,NA,"S3","rep07","revised_kappa_collapsed"
"beta2",-0.4,-0.39137497990225,0.00862502009774974,0.0132629668254343,1,1880.72305877877,6.22290292290771,NA,"S3","rep07","revised_kappa_collapsed"
"r_mean",15,14.9007647739436,-0.0992352260564164,0.868623024493668,1,1972.95538588097,6.52807960228738,NA,"S3","rep07","revised_kappa_collapsed"
"beta0",-1.5147890397372,-1.51283661292624,0.00195242681096364,0.00939683085854682,1,4000,13.1866103158851,NA,"S3","rep08","revised_kappa_collapsed"
"beta1",0.5,0.517360020893134,0.017360020893134,0.0203320055926708,1,1293.2245691087,4.2633121109412,NA,"S3","rep08","revised_kappa_collapsed"
"beta2",-0.4,-0.396826740898306,0.00317325910169408,0.0101859253630345,1,1811.79862819998,5.9728706202321,NA,"S3","rep08","revised_kappa_collapsed"
"r_mean",15,15.2865495507503,0.286549550750264,0.916663024371511,1,1335.0103180413,4.40106520792411,NA,"S3","rep08","revised_kappa_collapsed"
"beta0",-1.65564478525192,-1.65713880480854,-0.00149401955661999,0.00975612473972789,1,3271.47967912307,10.9228822001592,NA,"S3","rep09","revised_kappa_collapsed"
"beta1",0.5,0.489132829099428,-0.0108671709005716,0.015082388337861,1,1566.82631632096,5.23135124161027,NA,"S3","rep09","revised_kappa_collapsed"
"beta2",-0.4,-0.403492939748794,-0.00349293974879444,0.0106484825401303,1,2016.04914568627,6.73122546613696,NA,"S3","rep09","revised_kappa_collapsed"
"r_mean",15,14.8522357882218,-0.147764211778162,0.897265155319526,1,2493.17487399375,8.32426245127415,NA,"S3","rep09","revised_kappa_collapsed"
"beta0",-1.67500995209964,-1.66635239784762,0.00865755425201509,0.012856578583506,1,3299.5913684637,11.0425873927021,NA,"S3","rep10","revised_kappa_collapsed"
"beta1",0.5,0.532103929230968,0.0321039292309684,0.0336992235791654,0,1423.04139788639,4.76242578089599,NA,"S3","rep10","revised_kappa_collapsed"
"beta2",-0.4,-0.394189156997662,0.00581084300233758,0.0111962418150566,1,1973.96432690527,6.6061736608545,NA,"S3","rep10","revised_kappa_collapsed"
"r_mean",15,14.7560730703785,-0.243926929621454,0.869184589293092,1,479.099860645213,1.60338099183155,NA,"S3","rep10","revised_kappa_collapsed"
"beta0",-1.46082883975833,-1.4707733882415,-0.00994454848316129,0.0133180950122677,1,3627.01363000989,12.1695123490054,NA,"S3","rep11","revised_kappa_collapsed"
"beta1",0.5,0.489970579939425,-0.0100294200605754,0.0141156541124382,1,634.59281276192,2.12921313766202,NA,"S3","rep11","revised_kappa_collapsed"
"beta2",-0.4,-0.400167690895824,-0.000167690895824302,0.0094712814936221,1,1363.06978805269,4.57343046108658,NA,"S3","rep11","revised_kappa_collapsed"
"r_mean",15,16.3034024935315,1.30340249353148,1.59752774078566,1,960.745328202156,3.2235341050465,NA,"S3","rep11","revised_kappa_collapsed"
"beta0",-1.54000554509491,-1.53040897799946,0.00959656709544787,0.01327188828803,1,3491.79901118997,11.7352855555254,NA,"S3","rep12","revised_kappa_collapsed"
"beta1",0.5,0.489189041020071,-0.0108109589799287,0.0146896658068539,1,1427.90951110826,4.79893768415822,NA,"S3","rep12","revised_kappa_collapsed"
"beta2",-0.4,-0.409181175081198,-0.00918117508119803,0.0131721353117452,1,2084.93232137515,7.00706887105267,NA,"S3","rep12","revised_kappa_collapsed"
"r_mean",15,15.1562720833694,0.156272083369362,0.809327591906958,1,885.082613849278,2.97459767313823,NA,"S3","rep12","revised_kappa_collapsed"
"beta0",-1.45678056652174,-1.45349020565924,0.00329036086249501,0.00998679016374845,1,3294.23269931853,11.0472802917513,NA,"S3","rep13","revised_kappa_collapsed"
"beta1",0.5,0.510841341494552,0.0108413414945517,0.0153152636928883,1,1107.39388094464,3.71366922521792,NA,"S3","rep13","revised_kappa_collapsed"
"beta2",-0.4,-0.385175340183851,0.0148246598161487,0.0179115048136867,1,1663.63479444122,5.57903510614298,NA,"S3","rep13","revised_kappa_collapsed"
"r_mean",15,15.7349944804233,0.734994480423312,1.16420851410276,1,1294.19101257277,4.34009742842832,NA,"S3","rep13","revised_kappa_collapsed"
"beta0",-1.59786012831472,-1.593745548681,0.00411457963371542,0.010000968374594,1,3941.454096477,13.2487187987676,NA,"S3","rep14","revised_kappa_collapsed"
"beta1",0.5,0.509383983097724,0.00938398309772426,0.0132112367312263,1,1730.91296109153,5.8182534986622,NA,"S3","rep14","revised_kappa_collapsed"
"beta2",-0.4,-0.402909345680211,-0.00290934568021117,0.00951581805775505,1,2081.19476824652,6.99568321107942,NA,"S3","rep14","revised_kappa_collapsed"
"r_mean",15,16.4955567936799,1.4955567936799,1.7555693283844,1,1815.94341104994,6.10407301939152,NA,"S3","rep14","revised_kappa_collapsed"
"beta0",-1.47860563894211,-1.47104281133961,0.00756282760250193,0.0117569139492166,1,3526.62112263221,11.8747049444491,NA,"S3","rep15","revised_kappa_collapsed"
"beta1",0.5,0.508362689635748,0.00836268963574849,0.0128689450744991,1,1586.77570585873,5.34293099963874,NA,"S3","rep15","revised_kappa_collapsed"
"beta2",-0.4,-0.403568922750212,-0.00356892275021248,0.0101227279688841,1,1816.07000301734,6.11500206412864,NA,"S3","rep15","revised_kappa_collapsed"
"r_mean",15,16.4435319600665,1.44353196006649,1.71624587464107,1,2572.11707801103,8.66073511212982,NA,"S3","rep15","revised_kappa_collapsed"
"beta0",-1.42601383331857,-1.41424001470626,0.0117738186123069,0.0147908757507818,1,3863.4485011493,12.994986600032,NA,"S3","rep16","revised_kappa_collapsed"
"beta1",0.5,0.510970927492061,0.0109709274920609,0.0146015732671602,1,1598.83624932136,5.37780059172412,NA,"S3","rep16","revised_kappa_collapsed"
"beta2",-0.4,-0.393849327660542,0.00615067233945754,0.0111433420383771,1,2006.27030919444,6.74823432388655,NA,"S3","rep16","revised_kappa_collapsed"
"r_mean",15,16.1470577066786,1.1470577066786,1.48917887924957,1,1770.40043685607,5.95486906239112,NA,"S3","rep16","revised_kappa_collapsed"
"beta0",-1.73274692242974,-1.74290439169093,-0.0101574692611914,0.0139437620519079,1,4000,13.4372931916593,NA,"S3","rep17","revised_kappa_collapsed"
"beta1",0.5,0.510538415855454,0.0105384158554542,0.0147036392886368,1,1500.4964532557,5.04065269386043,NA,"S3","rep17","revised_kappa_collapsed"
"beta2",-0.4,-0.397285708127722,0.00271429187227828,0.0103887858045521,1,1797.64089168989,6.03885692873824,NA,"S3","rep17","revised_kappa_collapsed"
"r_mean",15,14.7407045887714,-0.259295411228635,0.85982934254147,1,2608.68733293849,8.76342413451554,NA,"S3","rep17","revised_kappa_collapsed"
"beta0",-1.46984395968342,-1.48662713275449,-0.0167831730710664,0.0191098638474054,1,3503.62667645854,11.6920455466332,NA,"S3","rep18","revised_kappa_collapsed"
"beta1",0.5,0.503021135921038,0.00302113592103792,0.0103448497451829,1,1553.52754175671,5.18431798062702,NA,"S3","rep18","revised_kappa_collapsed"
"beta2",-0.4,-0.393744876316071,0.00625512368392855,0.0113198247895885,1,2051.17481142988,6.84502988873981,NA,"S3","rep18","revised_kappa_collapsed"
"r_mean",15,15.3870138996542,0.387013899654205,0.894364740000107,1,2433.74638052209,8.12171962304517,NA,"S3","rep18","revised_kappa_collapsed"
"beta0",-1.6457324988502,-1.65310471931922,-0.00737222046902319,0.0120917772567482,1,4000,13.3686265073127,NA,"S3","rep19","revised_kappa_collapsed"
"beta1",0.5,0.504848605898734,0.00484860589873404,0.011460349347622,1,1174.70927070803,3.92606237369335,NA,"S3","rep19","revised_kappa_collapsed"
"beta2",-0.4,-0.414292039142451,-0.0142920391424505,0.0175964504878798,1,1883.57402502971,6.29519940987445,NA,"S3","rep19","revised_kappa_collapsed"
"r_mean",15,15.1586578889639,0.158657888963871,0.896323129307257,1,638.117506421917,2.13268865278308,NA,"S3","rep19","revised_kappa_collapsed"
"beta0",-1.39437501026065,-1.40326872447356,-0.0088937142129133,0.0131971430848593,1,2740.56971038996,9.20939872570412,NA,"S3","rep20","revised_kappa_collapsed"
"beta1",0.5,0.515731290495528,0.0157312904955279,0.0187807105364566,1,1819.56196960573,6.11444825530175,NA,"S3","rep20","revised_kappa_collapsed"
"beta2",-0.4,-0.411968978476521,-0.0119689784765212,0.0157672968307044,1,1751.0560248443,5.8842411717172,NA,"S3","rep20","revised_kappa_collapsed"
"r_mean",15,14.7269277209975,-0.273072279002495,0.931876351683834,1,1463.32070764582,4.91733664325302,NA,"S3","rep20","revised_kappa_collapsed"
"beta0",-6.38511540131423,-7.77578176927209,-1.39066636795787,1.41079851115931,0,3098.90451294436,13.4173201462761,NA,"S4A","rep01","revised_kappa_collapsed"
"beta1",0.5,0.519287437085508,0.0192874370855084,0.0398729746872694,1,1271.76132178076,5.50634223568604,NA,"S4A","rep01","revised_kappa_collapsed"
"beta2",-0.4,-0.400562536168505,-0.000562536168505268,0.0319386350746256,1,1697.05672841061,7.34774283504548,NA,"S4A","rep01","revised_kappa_collapsed"
"r_mean",15,14.4117056295512,-0.588294370448779,3.26415821140076,1,2763.38555972379,11.9646244624628,NA,"S4A","rep01","revised_kappa_collapsed"
"beta0",-5.63506352666298,-5.71152027220363,-0.0764567455406553,0.0809777999481757,0,3220.14159363101,14.1522912678533,NA,"S4A","rep02","revised_kappa_collapsed"
"beta1",0.5,0.455878209639341,-0.0441217903606592,0.0523512854329774,1,1383.21170281554,6.07911619230248,NA,"S4A","rep02","revised_kappa_collapsed"
"beta2",-0.4,-0.369722218190925,0.0302777818090747,0.0393153205905824,1,1681.15466219103,7.38855412218351,NA,"S4A","rep02","revised_kappa_collapsed"
"r_mean",15,17.8513452478809,2.85134524788086,4.4585594857133,1,3218.84823880279,14.1466070661779,NA,"S4A","rep02","revised_kappa_collapsed"
"beta0",-5.711673476828,-5.76828940152923,-0.0566159247012274,0.0627954138013881,0,3810.6473501489,16.6835108671715,NA,"S4A","rep03","revised_kappa_collapsed"
"beta1",0.5,0.443775504269557,-0.056224495730443,0.0628676613548056,0,1350.15531099426,5.91115596211279,NA,"S4A","rep03","revised_kappa_collapsed"
"beta2",-0.4,-0.362670533049631,0.0373294669503687,0.0464879441255971,1,1489.91817566122,6.5230560035604,NA,"S4A","rep03","revised_kappa_collapsed"
"r_mean",15,16.4182355260203,1.41823552602034,3.55380239085465,1,2702.73625967727,11.8329316822409,NA,"S4A","rep03","revised_kappa_collapsed"
"beta0",-6.24893288975913,-6.38291093944675,-0.133978049687625,0.15052973273313,0,3805.75576752176,16.8940470521048,NA,"S4A","rep04","revised_kappa_collapsed"
"beta1",0.5,0.473723035833918,-0.0262769641660822,0.0426332398837671,1,1608.74330110693,7.14133714401667,NA,"S4A","rep04","revised_kappa_collapsed"
"beta2",-0.4,-0.349307999033627,0.0506920009663727,0.0600650189868647,1,1789.06816214649,7.94181328414754,NA,"S4A","rep04","revised_kappa_collapsed"
"r_mean",15,16.0405098905249,1.04050989052488,3.56521717628241,1,2977.17843964244,13.2159275881709,NA,"S4A","rep04","revised_kappa_collapsed"
"beta0",-5.81369881057473,-5.81949065635036,-0.00579184577563918,0.0270911660684982,1,3624.45696409757,15.8506490516505,NA,"S4A","rep05","revised_kappa_collapsed"
"beta1",0.5,0.526014342046323,0.026014342046323,0.0377070356881007,1,1215.3085540022,5.3148456637156,NA,"S4A","rep05","revised_kappa_collapsed"
"beta2",-0.4,-0.376156429092456,0.0238435709075442,0.0328239790857452,1,1907.87679638259,8.34361832208354,NA,"S4A","rep05","revised_kappa_collapsed"
"r_mean",15,16.8212084833046,1.82120848330462,3.66417782743329,1,2617.33746139008,11.4462657333722,NA,"S4A","rep05","revised_kappa_collapsed"
"beta0",-5.87820166799763,-5.99604600046818,-0.117844332470548,0.123308803400223,0,3339.14498908737,14.6752381561044,NA,"S4A","rep06","revised_kappa_collapsed"
"beta1",0.5,0.480949828918636,-0.0190501710813641,0.034882562195959,1,1591.53489330843,6.99465092692336,NA,"S4A","rep06","revised_kappa_collapsed"
"beta2",-0.4,-0.380424215608149,0.0195757843918508,0.0332444433446057,1,1568.64262717052,6.89404150187453,NA,"S4A","rep06","revised_kappa_collapsed"
"r_mean",15,16.8263016965021,1.82630169650211,3.78812338289497,1,3223.43541425626,14.1667051115264,NA,"S4A","rep06","revised_kappa_collapsed"
"beta0",-5.91316248304008,-5.98341039788324,-0.0702479148431587,0.0804846862498075,1,3724.71532169286,15.8650423669167,NA,"S4A","rep07","revised_kappa_collapsed"
"beta1",0.5,0.505794664865331,0.00579466486533109,0.0320139414099912,1,1309.1785063184,5.57631138885489,NA,"S4A","rep07","revised_kappa_collapsed"
"beta2",-0.4,-0.379034061325962,0.0209659386740385,0.0333981544224097,1,1835.20005621303,7.81684615573647,NA,"S4A","rep07","revised_kappa_collapsed"
"r_mean",15,18.3036531493212,3.30365314932118,4.8668764489726,1,2708.25502752639,11.5355341391817,NA,"S4A","rep07","revised_kappa_collapsed"
"beta0",-6.04725193697302,-6.40430516290653,-0.357053225933508,0.369284323388801,0,3333.00389206506,14.2114787171952,NA,"S4A","rep08","revised_kappa_collapsed"
"beta1",0.5,0.492825875512667,-0.00717412448733318,0.033878050023061,1,1247.67913417181,5.31993542023295,NA,"S4A","rep08","revised_kappa_collapsed"
"beta2",-0.4,-0.421952003811744,-0.021952003811744,0.036576836681452,1,1702.03102504813,7.25723055591475,NA,"S4A","rep08","revised_kappa_collapsed"
"r_mean",15,15.5392476008677,0.53924760086767,3.31007222080535,1,2743.34410491373,11.6972489752386,NA,"S4A","rep08","revised_kappa_collapsed"
"beta0",-5.8516665297927,-5.88240016669362,-0.0307336369009166,0.0428898182268683,1,3104.02884799142,13.1896066864881,NA,"S4A","rep09","revised_kappa_collapsed"
"beta1",0.5,0.548561395575368,0.0485613955753678,0.056134365520737,1,1550.1164163159,6.58673834900253,NA,"S4A","rep09","revised_kappa_collapsed"
"beta2",-0.4,-0.398223556942003,0.00177644305799746,0.0266778659813128,1,1390.66060287546,5.90918038606205,NA,"S4A","rep09","revised_kappa_collapsed"
"r_mean",15,18.7980133201685,3.79801332016853,5.22717245300102,1,2811.7267473078,11.9475596790494,NA,"S4A","rep09","revised_kappa_collapsed"
"beta0",-5.85878847912896,-5.9716305425307,-0.11284206340174,0.125072191005345,0,3108.6301814417,13.0176053024753,NA,"S4A","rep10","revised_kappa_collapsed"
"beta1",0.5,0.480380511678965,-0.019619488321035,0.0381657083856063,1,1209.64085035454,5.06545527405355,NA,"S4A","rep10","revised_kappa_collapsed"
"beta2",-0.4,-0.41480377052851,-0.0148037705285102,0.030668568701237,1,1660.80483306339,6.95473586093661,NA,"S4A","rep10","revised_kappa_collapsed"
"r_mean",15,14.1197632709732,-0.880236729026795,3.15745954981591,1,2822.07546802782,11.8176374905898,NA,"S4A","rep10","revised_kappa_collapsed"
"beta0",-2.13511540131423,-2.29748575002967,-0.162370348715439,0.171529786695788,0,1000,28.8525346951611,NA,"S4B","rep01","revised_kappa_collapsed"
"beta1",0.5,0.510486842467723,0.0104868424677234,0.0245503423916595,1,315.678018997554,9.10811099562666,NA,"S4B","rep01","revised_kappa_collapsed"
"beta2",-0.4,-0.401081466068736,-0.00108146606873638,0.019917594753076,1,403.979580505102,11.6558348626601,NA,"S4B","rep01","revised_kappa_collapsed"
"r_mean",15,14.9041800382375,-0.0958199617624746,2.66656842331901,1,798.810852844888,23.0477178465784,NA,"S4B","rep01","revised_kappa_collapsed"
"beta0",-1.38506352666298,-1.39632924836362,-0.0112657217006413,0.0245171138718467,1,4000,17.3367313326755,NA,"S4B","rep02","revised_kappa_collapsed"
"beta1",0.5,0.482066961409403,-0.0179330385905972,0.0251772334700955,1,1663.44536118239,7.20967632835112,NA,"S4B","rep02","revised_kappa_collapsed"
"beta2",-0.4,-0.386470919065649,0.013529080934351,0.0216052172874399,1,2001.72663530267,8.67584921942573,NA,"S4B","rep02","revised_kappa_collapsed"
"r_mean",15,16.0214416274469,1.02144162744685,2.72215777858997,1,2804.63759654871,12.1558121242214,NA,"S4B","rep02","revised_kappa_collapsed"
"beta0",-1.461673476828,-1.51626198824335,-0.0545885114153488,0.0594337050537172,0,3334.5003347943,14.4946765259485,NA,"S4B","rep03","revised_kappa_collapsed"
"beta1",0.5,0.511273752728057,0.0112737527280574,0.0235268040184851,1,1347.48915080071,5.85737513932093,NA,"S4B","rep03","revised_kappa_collapsed"
"beta2",-0.4,-0.415054820358052,-0.0150548203580518,0.02394758096069,1,1654.24944959734,7.19082568831743,NA,"S4B","rep03","revised_kappa_collapsed"
"r_mean",15,17.9320000562107,2.93200005621074,4.17653919823208,1,2601.85399736143,11.3099499993982,NA,"S4B","rep03","revised_kappa_collapsed"
"beta0",-1.99893288975913,-2.01883767964062,-0.0199047898814926,0.0387428090378452,1,3539.53312109494,15.23992319226,NA,"S4B","rep04","revised_kappa_collapsed"
"beta1",0.5,0.487042659793603,-0.0129573402063967,0.0247434999989829,1,1427.59295334591,6.14668833839672,NA,"S4B","rep04","revised_kappa_collapsed"
"beta2",-0.4,-0.403955929087234,-0.00395592908723408,0.0208568458680595,1,1469.09638113615,6.32538677971634,NA,"S4B","rep04","revised_kappa_collapsed"
"r_mean",15,19.2036025248921,4.2036025248921,5.2948410299545,1,2862.39731528594,12.3244263404984,NA,"S4B","rep04","revised_kappa_collapsed"
"beta0",-1.56369881057473,-1.66278952539241,-0.0990907148176872,0.103454112325674,0,3680.9706133381,16.0965301592104,NA,"S4B","rep05","revised_kappa_collapsed"
"beta1",0.5,0.516740218213915,0.0167402182139148,0.0247026745594132,1,1495.37853845688,6.5391464024427,NA,"S4B","rep05","revised_kappa_collapsed"
"beta2",-0.4,-0.385790570200762,0.0142094297992382,0.021499410255356,1,1783.16174205931,7.79759464957494,NA,"S4B","rep05","revised_kappa_collapsed"
"r_mean",15,17.0381146386446,2.03811463864463,3.46149255911661,1,2954.62897424846,12.9203080896475,NA,"S4B","rep05","revised_kappa_collapsed"
"beta0",-1.62820166799763,-1.62446395995393,0.00373770804369733,0.0214668668405528,1,3967.71181788805,17.4532266088135,NA,"S4B","rep06","revised_kappa_collapsed"
"beta1",0.5,0.469739359452301,-0.0302606405476991,0.034874713695249,1,1723.97473943687,7.5834443569235,NA,"S4B","rep06","revised_kappa_collapsed"
"beta2",-0.4,-0.37003925040202,0.0299607495979805,0.0344822593758952,1,1153.70304534185,5.07492519967024,NA,"S4B","rep06","revised_kappa_collapsed"
"r_mean",15,17.8257818728376,2.82578187283757,3.96604712111954,1,2849.41307175561,12.5340383389883,NA,"S4B","rep06","revised_kappa_collapsed"
"beta0",-1.66316248304008,-1.69447051580017,-0.0313080327600972,0.0404489873265798,1,3739.41313689206,16.3192669006944,NA,"S4B","rep07","revised_kappa_collapsed"
"beta1",0.5,0.493353274906144,-0.00664672509385583,0.0222647736346226,1,1352.66750354069,5.90321026590906,NA,"S4B","rep07","revised_kappa_collapsed"
"beta2",-0.4,-0.407362249805779,-0.00736224980577943,0.0199461144848296,1,1835.55019817075,8.01057077594462,NA,"S4B","rep07","revised_kappa_collapsed"
"r_mean",15,18.86655294126,3.86655294125999,5.0164528118586,1,2977.0823765031,12.9923600599764,NA,"S4B","rep07","revised_kappa_collapsed"
"beta0",-1.79725193697302,-1.80318428787068,-0.00593235089765787,0.0297997388823175,1,3939.3656857067,17.2201415675757,NA,"S4B","rep08","revised_kappa_collapsed"
"beta1",0.5,0.51010283508029,0.0101028350802905,0.023404521121979,1,1460.25172143773,6.38319551258996,NA,"S4B","rep08","revised_kappa_collapsed"
"beta2",-0.4,-0.405938870249944,-0.00593887024994433,0.0192644641180819,1,1972.12898612258,8.6207636051077,NA,"S4B","rep08","revised_kappa_collapsed"
"r_mean",15,15.5393076289876,0.539307628987602,2.81885380386581,1,2520.40370089107,11.0174358004543,NA,"S4B","rep08","revised_kappa_collapsed"
"beta0",-1.60166652979271,-1.67154387020844,-0.0698773404157329,0.073768282254308,0,3633.91355244912,15.8408102477271,NA,"S4B","rep09","revised_kappa_collapsed"
"beta1",0.5,0.501952212645053,0.00195221264505296,0.019038655791601,1,1639.70074218527,7.14771772776724,NA,"S4B","rep09","revised_kappa_collapsed"
"beta2",-0.4,-0.406954001163056,-0.00695400116305561,0.0198031879695443,1,1680.54273132779,7.32575448918395,NA,"S4B","rep09","revised_kappa_collapsed"
"r_mean",15,17.866569022683,2.86656902268305,4.06674611476315,1,2716.62164341603,11.8421881387957,NA,"S4B","rep09","revised_kappa_collapsed"
"beta0",-1.60878847912896,-1.62525517727714,-0.0164666981481807,0.025479032711515,1,3373.04034388595,14.3213078126652,NA,"S4B","rep10","revised_kappa_collapsed"
"beta1",0.5,0.519136607449728,0.0191366074497276,0.0281912869115238,1,1152.79449846648,4.89455303646483,NA,"S4B","rep10","revised_kappa_collapsed"
"beta2",-0.4,-0.416160694229496,-0.0161606942294955,0.0243593877806584,1,1395.995783537,5.92714088269205,NA,"S4B","rep10","revised_kappa_collapsed"
"r_mean",15,20.6526908263868,5.65269082638678,6.56222007718901,1,2638.90174652471,11.2042905943487,NA,"S4B","rep10","revised_kappa_collapsed"
"beta0",-2.13511540131423,-2.15016768994941,-0.0150522886351778,0.0261683970980637,1,921.207187554557,27.6141243271625,NA,"S4C","rep01","revised_kappa_collapsed"
"beta1",0.5,0.496387977541734,-0.00361202245826564,0.0241818872435973,1,321.370546858489,9.6334096780079,NA,"S4C","rep01","revised_kappa_collapsed"
"beta2",-0.4,-0.383917553139783,0.0160824468602174,0.0261450894418011,1,573.816347480881,17.2007298405462,NA,"S4C","rep01","revised_kappa_collapsed"
"r_mean",3,3.43533864247257,0.435338642472571,0.657757288260684,1,629.329005548843,18.8647783437817,NA,"S4C","rep01","revised_kappa_collapsed"
"beta0",-1.38506352666298,-1.40656256629738,-0.0214990396344075,0.0288968874283108,1,3143.91610271204,14.707966572691,NA,"S4C","rep02","revised_kappa_collapsed"
"beta1",0.5,0.508724549703962,0.00872454970396197,0.0224608304307114,1,1722.30424673286,8.05733755652663,NA,"S4C","rep02","revised_kappa_collapsed"
"beta2",-0.4,-0.399466544562962,0.000533455437037755,0.0206548860579424,1,1738.493425334,8.13307427784039,NA,"S4C","rep02","revised_kappa_collapsed"
"r_mean",3,3.12967511810985,0.12967511810985,0.197242623873506,1,2626.01755030993,12.2851173782725,NA,"S4C","rep02","revised_kappa_collapsed"
"beta0",-1.461673476828,-1.43152892930564,0.0301445475223638,0.0355038329465718,1,3143.8104510042,14.7995558500565,NA,"S4C","rep03","revised_kappa_collapsed"
"beta1",0.5,0.492591901510162,-0.00740809848983842,0.0210122545675537,1,1823.3712147678,8.58355952081074,NA,"S4C","rep03","revised_kappa_collapsed"
"beta2",-0.4,-0.401960050680796,-0.00196005068079591,0.0197846304719408,1,1450.9107861496,6.83019397884232,NA,"S4C","rep03","revised_kappa_collapsed"
"r_mean",3,3.31754226488355,0.317542264883548,0.353514103875738,0,2561.02629209723,12.056086788327,NA,"S4C","rep03","revised_kappa_collapsed"
"beta0",-1.99893288975913,-2.02710786964097,-0.0281749798818471,0.0347807092731352,1,3462.31513288523,16.08546137139,NA,"S4C","rep04","revised_kappa_collapsed"
"beta1",0.5,0.501591954058597,0.00159195405859724,0.0214553347929968,1,1610.20651594232,7.48080799062529,NA,"S4C","rep04","revised_kappa_collapsed"
"beta2",-0.4,-0.424118913902868,-0.0241189139028681,0.0315683270309633,1,1609.41920610672,7.47715025253331,NA,"S4C","rep04","revised_kappa_collapsed"
"r_mean",3,3.21278606039097,0.21278606039097,0.265546323464244,1,2936.84125275057,13.6441787393446,NA,"S4C","rep04","revised_kappa_collapsed"
"beta0",-1.56369881057473,-1.57555762757685,-0.0118588170021248,0.0224346478856258,1,3277.98872247062,15.4286608952724,NA,"S4C","rep05","revised_kappa_collapsed"
"beta1",0.5,0.490644519618602,-0.00935548038139827,0.0223083058961199,1,1322.09211883685,6.22275202901608,NA,"S4C","rep05","revised_kappa_collapsed"
"beta2",-0.4,-0.434747428379956,-0.0347474283799563,0.0400672717551989,1,1885.2402213403,8.87334720885344,NA,"S4C","rep05","revised_kappa_collapsed"
"r_mean",3,3.21518867975912,0.215188679759124,0.262746942708672,1,2371.34857865762,11.1613358623818,NA,"S4C","rep05","revised_kappa_collapsed"
"beta0",-1.62820166799763,-1.61164061416712,0.0165610538305097,0.0254249931815149,1,3535.46162378351,16.5551968747486,NA,"S4C","rep06","revised_kappa_collapsed"
"beta1",0.5,0.497586246525139,-0.00241375347486117,0.0201264743014887,1,1728.45219286056,8.09367188400561,NA,"S4C","rep06","revised_kappa_collapsed"
"beta2",-0.4,-0.385220706694889,0.0147792933051106,0.0245302979270322,1,1960.14805066395,9.17861380932454,NA,"S4C","rep06","revised_kappa_collapsed"
"r_mean",3,3.16689162682779,0.166891626827791,0.226666340077608,1,2859.48668748829,13.3898681726972,NA,"S4C","rep06","revised_kappa_collapsed"
"beta0",-1.66316248304008,-1.6906079601591,-0.0274454771190238,0.0337759460650866,1,3016.04573424305,13.978188305232,NA,"S4C","rep07","revised_kappa_collapsed"
"beta1",0.5,0.497779683882041,-0.00222031611795931,0.0215575336361243,1,1548.26756229972,7.1756125203916,NA,"S4C","rep07","revised_kappa_collapsed"
"beta2",-0.4,-0.410139316794215,-0.0101393167942145,0.0223278833116118,1,1815.61042421461,8.41464176437081,NA,"S4C","rep07","revised_kappa_collapsed"
"r_mean",3,3.20979563282832,0.209795632828324,0.266180618406674,1,2535.73558159751,11.7521392495538,NA,"S4C","rep07","revised_kappa_collapsed"
"beta0",-1.79725193697302,-1.79245324398378,0.00479869298924407,0.0199615064611345,1,3462.83087717326,16.1453143532625,NA,"S4C","rep08","revised_kappa_collapsed"
"beta1",0.5,0.441610186089699,-0.0583898139103008,0.0619079382384697,0,1538.88710414307,7.17500130149398,NA,"S4C","rep08","revised_kappa_collapsed"
