"file","readable","ncol","columns"
"analysis_s4c_overdispersion_continuous_x2/S4C_STRONG_OVERDISPERSION_FIXED_GAMMA_CONTINUOUS_X2_T100/tables/posterior_performance_by_subset_continuous_x2.csv",TRUE,46,"subset | n_reps | reps | mean_count_avg | zero_prop_avg | total_count_sum | max_count_max | count_cv_avg | reference_count_cv_avg | count_cv_increase_avg | variance_to_mean_avg | reference_variance_to_mean_avg | variance_to_mean_increase_avg | beta0_mean_avg | beta1_mean_avg | beta1_mean_sd | beta2_mean_avg | beta2_mean_sd | beta0_coverage | beta1_coverage | beta2_coverage | r_truth_avg | r_mean_avg | r_mean_sd | r_bias_avg | r_abs_bias_avg | r_region_coverage_95_avg | phi_rmse_avg | phi_cor_avg | lambda_rmse_avg | lambda_rmse_median | log_lambda_rmse_avg | log_lambda_rmse_median | cor_log_lambda_avg | kappa_truth_cv_avg | reference_kappa_cv_avg | kappa_cv_increase_avg | kappa_post_mean_cv_avg | kappa_cv_bias_avg | kappa_rmse_avg | log_kappa_rmse_avg | cor_log_kappa_avg | beta_guard_total | kappa_guard_total | lambda_input_guard_total | lambda_output_guard_total"
"analysis_s4c_overdispersion_continuous_x2/S4C_STRONG_OVERDISPERSION_FIXED_GAMMA_CONTINUOUS_X2_T100/tables/s4c_replicate_level_summary_continuous_x2.csv",TRUE,40,"scenario_id | rep_id | fit_status | mean_count | zero_prop | observed_total_count | max_count | count_cv | reference_count_cv | count_cv_increase | variance_to_mean | reference_variance_to_mean | variance_to_mean_increase | kappa_truth_cv | reference_kappa_cv | kappa_cv_increase | beta0_mean | beta1_mean | beta2_mean | r_mean | r_stress_truth | lambda_rmse | log_lambda_rmse | cor_log_lambda | kappa_post_mean_cv | kappa_rmse | log_kappa_rmse | cor_log_kappa | phi_rmse | phi_cor | s4c_beta_guard_count | s4c_kappa_guard_count | s4c_lambda_input_guard_count | s4c_lambda_output_guard_count | x2_mode | x2_ar | x2_innov_sd | x2_sd | x2_empirical_ar1_mean | x2_binary_like_prop"
"analysis_s4c_overdispersion_continuous_x2/S4C_STRONG_OVERDISPERSION_FIXED_GAMMA_CONTINUOUS_X2_T100/tables/scenario_comparison_s3_s4c_continuous_x2.csv",TRUE,11,"scenario | subset | n_reps | mean_count_avg | zero_prop_avg | beta1_mean_avg | beta2_mean_avg | beta2_mean_sd | r_mean_avg | log_lambda_rmse_avg | cor_log_lambda_avg"
"analysis_s4c_overdispersion_continuous_x2/S4C_STRONG_OVERDISPERSION_FIXED_GAMMA_CONTINUOUS_X2_T100/tables/scenario4c_posterior_performance_manifest_continuous_x2.csv",TRUE,2,"item | value"
"analysis_s4d_short_time_continuous_x2/S4D_SHORT_TIME_FIXED_GAMMA_T30_CONTINUOUS_X2/tables/posterior_beta_summary.csv",TRUE,15,"scenario_id | rep_id | parameter | truth | post_mean | post_sd | q025 | q50 | q975 | bias | abs_bias | covered | fit_status | nonfailed | stable_fit"
"analysis_s4d_short_time_continuous_x2/S4D_SHORT_TIME_FIXED_GAMMA_T30_CONTINUOUS_X2/tables/posterior_lambda_path_recovery.csv",TRUE,21,"scenario_id | rep_id | TT_short | TT_ratio_to_reference | n_cells | lambda_rmse | log_lambda_rmse | cor_log_lambda | cor_delta_log_lambda | lambda_coverage_95 | log_lambda_sd_truth | delta_log_lambda_sd_truth | lambda_raw_median | lambda_raw_max | x2_mode | mean_x2_within_sd | min_x2_within_sd | mean_lag1_x2 | fit_status | nonfailed | stable_fit"
"analysis_s4d_short_time_continuous_x2/S4D_SHORT_TIME_FIXED_GAMMA_T30_CONTINUOUS_X2/tables/posterior_performance_diagnostics.csv",TRUE,30,"scenario_id | n_reps | n_stable | n_soft_warning | n_numerical_instability | stable_rate | numerical_instability_rate | TT_short | TT_reference | TT_ratio_to_reference | n_cells_avg | x2_mode_unique | mean_x2_within_sd_avg | min_x2_within_sd_min | mean_lag1_x2_avg | mean_count_avg | zero_prop_avg | beta1_mean_avg | beta2_mean_avg | r_mean_avg | log_lambda_rmse_avg | cor_log_lambda_avg | cor_delta_log_lambda_avg | log_kappa_rmse_avg | cor_log_kappa_avg | total_beta_guards | total_kappa_guards | total_lambda_input_guards | total_lambda_output_guards | main_interpretation"
"analysis_s4d_short_time_continuous_x2/S4D_SHORT_TIME_FIXED_GAMMA_T30_CONTINUOUS_X2/tables/scenario4d_beta_recovery_by_subset.csv",TRUE,12,"subset | parameter | n_reps | mean_truth | mean_post_mean | sd_post_mean_across_reps | mean_bias | median_bias | rmse_bias | mean_abs_bias | coverage | mean_post_sd"
"analysis_s4d_short_time_continuous_x2/S4D_SHORT_TIME_FIXED_GAMMA_T30_CONTINUOUS_X2/tables/scenario4d_comparison_to_s3_s4a_s4b_s4c_summary.csv",TRUE,23,"scenario | subset | n | mean | zero | beta1_mean | beta2_mean | beta2_sd | r_mean | phi_rmse | phi_cor | loglam_rmse | cor_loglam | cor_delta_loglam | kappa_log_cor | TT_short | TT_ratio | n_cells | x2_mode | mean_lag1_x2 | mean_x2_within_sd | instab | conclusion"
"analysis_s4d_short_time_continuous_x2/S4D_SHORT_TIME_FIXED_GAMMA_T30_CONTINUOUS_X2/tables/scenario4d_fit_status_by_rep.csv",TRUE,29,"scenario_id | rep_id | TT_short | n_cells | mean_count | zero_prop | count_cv | x2_mode | mean_x2_within_sd | min_x2_within_sd | mean_lag1_x2 | beta0_mean | beta1_mean | beta2_mean | r_mean | log_lambda_rmse | cor_log_lambda | cor_delta_log_lambda | phi_rmse | phi_cor | log_kappa_rmse | cor_log_kappa | beta_guard | kappa_guard | lambda_input_guard | lambda_output_guard | fit_status | nonfailed | stable_fit"
"analysis_s4d_short_time_continuous_x2/S4D_SHORT_TIME_FIXED_GAMMA_T30_CONTINUOUS_X2/tables/scenario4d_fit_status_counts.csv",TRUE,4,"fit_status | status_label | n_reps | prop"
"analysis_s4d_short_time_continuous_x2/S4D_SHORT_TIME_FIXED_GAMMA_T30_CONTINUOUS_X2/tables/scenario4d_kappa_recovery_by_rep.csv",TRUE,14,"scenario_id | rep_id | kappa_truth_cv | kappa_post_mean_cv | kappa_cv_bias | kappa_rmse | log_kappa_rmse | kappa_mae | log_kappa_mae | cor_kappa | cor_log_kappa | fit_status | nonfailed | stable_fit"
"analysis_s4d_short_time_continuous_x2/S4D_SHORT_TIME_FIXED_GAMMA_T30_CONTINUOUS_X2/tables/scenario4d_kappa_recovery_by_subset.csv",TRUE,20,"subset | n | kappa_truth_cv_avg | kappa_post_mean_cv_avg | kappa_cv_bias_avg | kappa_rmse_avg | log_kappa_rmse_avg | kappa_mae_avg | log_kappa_mae_avg | cor_kappa_avg | cor_log_kappa_avg | kappa_truth_cv_sd | kappa_post_mean_cv_sd | kappa_cv_bias_sd | kappa_rmse_sd | log_kappa_rmse_sd | kappa_mae_sd | log_kappa_mae_sd | cor_kappa_sd | cor_log_kappa_sd"
"analysis_s4d_short_time_continuous_x2/S4D_SHORT_TIME_FIXED_GAMMA_T30_CONTINUOUS_X2/tables/scenario4d_lambda_recovery_by_subset.csv",TRUE,32,"subset | n | TT_short_avg | TT_ratio_to_reference_avg | n_cells_avg | lambda_rmse_avg | log_lambda_rmse_avg | cor_log_lambda_avg | cor_delta_log_lambda_avg | lambda_coverage_95_avg | log_lambda_sd_truth_avg | delta_log_lambda_sd_truth_avg | lambda_raw_median_avg | lambda_raw_max_avg | mean_x2_within_sd_avg | min_x2_within_sd_avg | mean_lag1_x2_avg | TT_short_sd | TT_ratio_to_reference_sd | n_cells_sd | lambda_rmse_sd | log_lambda_rmse_sd | cor_log_lambda_sd | cor_delta_log_lambda_sd | lambda_coverage_95_sd | log_lambda_sd_truth_sd | delta_log_lambda_sd_truth_sd | lambda_raw_median_sd | lambda_raw_max_sd | mean_x2_within_sd_sd | min_x2_within_sd_sd | mean_lag1_x2_sd"
"analysis_s4d_short_time_continuous_x2/S4D_SHORT_TIME_FIXED_GAMMA_T30_CONTINUOUS_X2/tables/scenario4d_performance_by_subset.csv",TRUE,59,"subset | n | TT_short_avg | TT_reference_avg | TT_ratio_to_reference_avg | n_cells_avg | mean_count_avg | mean_count_min | mean_count_max | median_count_avg | zero_prop_avg | total_count_sum | total_count_avg | count_cv_avg | count_cv_sd | variance_to_mean_avg | q95_count_avg | q99_count_avg | max_count_avg | max_count_max | beta0_mean_avg | beta0_mean_sd | beta1_mean_avg | beta1_mean_sd | beta2_mean_avg | beta2_mean_sd | r_true_mean_avg | r_mean_avg | r_mean_sd | r_region_coverage_95_avg | r_region_rmse_avg | r_region_mae_avg | phi_rmse_avg | phi_mae_avg | phi_cor_avg | lambda_rmse_avg | log_lambda_rmse_avg | cor_log_lambda_avg | cor_delta_log_lambda_avg | lambda_coverage_95_avg | log_lambda_sd_truth_avg | delta_log_lambda_sd_truth_avg | delta_log_lambda_abs_mean_truth_avg | x2_mode_unique | mean_x2_within_sd_avg | min_x2_within_sd_min | mean_lag1_x2_avg | mean_lag1_x2_sd | kappa_truth_cv_avg | kappa_post_mean_cv_avg | kappa_cv_bias_avg | kappa_rmse_avg | log_kappa_rmse_avg | cor_kappa_avg | cor_log_kappa_avg | beta_guard_total | kappa_guard_total | lambda_input_guard_total | lambda_output_guard_total"
"analysis_s4d_short_time_continuous_x2/S4D_SHORT_TIME_FIXED_GAMMA_T30_CONTINUOUS_X2/tables/scenario4d_phi_recovery_by_rep.csv",TRUE,12,"scenario_id | rep_id | TT_short | n_cells | phi_rmse | phi_mae | phi_cor | phi_ident_sd | tau_phi_mean | fit_status | nonfailed | stable_fit"
"analysis_s4d_short_time_continuous_x2/S4D_SHORT_TIME_FIXED_GAMMA_T30_CONTINUOUS_X2/tables/scenario4d_phi_recovery_by_subset.csv",TRUE,16,"subset | n | TT_short_avg | n_cells_avg | phi_rmse_avg | phi_mae_avg | phi_cor_avg | phi_ident_sd_avg | tau_phi_mean_avg | TT_short_sd | n_cells_sd | phi_rmse_sd | phi_mae_sd | phi_cor_sd | phi_ident_sd_sd | tau_phi_mean_sd"
"analysis_s4d_short_time_continuous_x2/S4D_SHORT_TIME_FIXED_GAMMA_T30_CONTINUOUS_X2/tables/scenario4d_r_recovery_by_rep.csv",TRUE,16,"scenario_id | rep_id | r_truth | r_mean | r_q025 | r_q50 | r_q975 | r_bias | r_abs_bias | r_covered | r_region_coverage_95 | r_region_rmse | r_region_mae | fit_status | nonfailed | stable_fit"
"analysis_s4d_short_time_continuous_x2/S4D_SHORT_TIME_FIXED_GAMMA_T30_CONTINUOUS_X2/tables/scenario4d_r_recovery_by_subset.csv",TRUE,24,"subset | n | r_truth_avg | r_mean_avg | r_q025_avg | r_q50_avg | r_q975_avg | r_bias_avg | r_abs_bias_avg | r_covered_avg | r_region_coverage_95_avg | r_region_rmse_avg | r_region_mae_avg | r_truth_sd | r_mean_sd | r_q025_sd | r_q50_sd | r_q975_sd | r_bias_sd | r_abs_bias_sd | r_covered_sd | r_region_coverage_95_sd | r_region_rmse_sd | r_region_mae_sd"
"analysis_s4d_short_time_continuous_x2/S4D_SHORT_TIME_FIXED_GAMMA_T30_CONTINUOUS_X2/tables/scenario4d_short_time_diagnostics_by_rep.csv",TRUE,29,"scenario_id | rep_id | TT_short | TT_reference | TT_ratio_to_reference | n_cells | mean_count | median_count | zero_prop | total_count | max_count | count_cv | variance_to_mean | q95_count | q99_count | beta0_star_ident | phi_ident_sd | log_lambda_sd_truth | delta_log_lambda_sd_truth | delta_log_lambda_abs_mean_truth | lambda_raw_median | lambda_raw_max | x2_mode | mean_x2_within_sd | min_x2_within_sd | mean_lag1_x2 | fit_status | nonfailed | stable_fit"
"analysis_s4d_short_time_continuous_x2/S4D_SHORT_TIME_FIXED_GAMMA_T30_CONTINUOUS_X2/tables/scenario4d_short_time_diagnostics_by_subset.csv",TRUE,48,"subset | n | TT_short_avg | TT_reference_avg | TT_ratio_to_reference_avg | n_cells_avg | mean_count_avg | median_count_avg | zero_prop_avg | total_count_avg | max_count_avg | count_cv_avg | variance_to_mean_avg | q95_count_avg | q99_count_avg | beta0_star_ident_avg | phi_ident_sd_avg | log_lambda_sd_truth_avg | delta_log_lambda_sd_truth_avg | delta_log_lambda_abs_mean_truth_avg | lambda_raw_median_avg | lambda_raw_max_avg | mean_x2_within_sd_avg | min_x2_within_sd_avg | mean_lag1_x2_avg | TT_short_sd | TT_reference_sd | TT_ratio_to_reference_sd | n_cells_sd | mean_count_sd | median_count_sd | zero_prop_sd | total_count_sd | max_count_sd | count_cv_sd | variance_to_mean_sd | q95_count_sd | q99_count_sd | beta0_star_ident_sd | phi_ident_sd_sd | log_lambda_sd_truth_sd | delta_log_lambda_sd_truth_sd | delta_log_lambda_abs_mean_truth_sd | lambda_raw_median_sd | lambda_raw_max_sd | mean_x2_within_sd_sd | min_x2_within_sd_sd | mean_lag1_x2_sd"
"analysis_s4d_short_time_continuous_x2/S4D_SHORT_TIME_FIXED_GAMMA_T30_CONTINUOUS_X2/tables/scenario4d_summary_with_fit_status.csv",TRUE,125,"scenario_id | rep_id | TT | n1 | mean_count | zero_prop | dynamic_lambda_in_truth | lambda_sampled_in_fit | gamma_fixed_in_fit | gamma_learned_in_fit | gamma_truth_mean | gamma_mean | gamma_sd | gamma_q025 | gamma_q50 | gamma_q975 | gamma_bias | gamma_covered | gamma_accept_rate | gamma_proposal_sd_final | lambda_truth_min | lambda_truth_max | beta0_true | beta0_mean | beta0_sd | beta0_q025 | beta0_q50 | beta0_q975 | beta0_bias | beta0_covered | beta1_true | beta1_mean | beta1_sd | beta1_q025 | beta1_q50 | beta1_q975 | beta1_bias | beta1_covered | beta2_true | beta2_mean | beta2_sd | beta2_q025 | beta2_q50 | beta2_q975 | beta2_bias | beta2_covered | phi_rmse | phi_cor | phi_mean_bias | r_true_mean | r_mean | r_bias | r_q025_mean | r_q50_mean | r_q975_mean | tau_phi_mean | loglik_mean | loglik_nb_mean | phi_accept_rate | r_accept_rate_mean | beta_mean_n_reject | elapsed_sec | lambda_rmse | lambda_mae | lambda_coverage_95 | log_lambda_rmse | log_lambda_mae | log_lambda_coverage_95 | cor_lambda | cor_log_lambda | rmse_delta_log_lambda | mae_delta_log_lambda | cor_delta_log_lambda | lambda_truth_min.1 | lambda_truth_max.1 | lambda_post_mean_min | lambda_post_mean_max | stress_type | TT_short | TT_reference | TT_ratio_to_reference | n_cells | observed_mean_count | observed_median_count | observed_zero_prop | observed_total_count | observed_max_count | count_sd | count_cv | variance_to_mean | q95_count | q99_count | kappa_truth_cv | x2_mode | mean_x2_within_sd | min_x2_within_sd | mean_lag1_x2 | beta0_star_ident | phi_ident_sd | lambda_raw_min | lambda_raw_median | lambda_raw_max | log_lambda_sd_truth | delta_log_lambda_sd_truth | delta_log_lambda_abs_mean_truth | r_region_coverage_95 | r_region_rmse | r_region_mae | r_region_mean_sd | kappa_rmse | log_kappa_rmse | cor_kappa | cor_log_kappa | kappa_post_mean_cv | s4d_beta_guard_count | s4d_kappa_guard_count | s4d_lambda_input_guard_count | s4d_lambda_output_guard_count | median_count | total_count | max_count | kappa_cv_bias | fit_status | nonfailed | stable_fit"
"analysis_s4d_short_time_continuous_x2/S4D_SHORT_TIME_FIXED_GAMMA_T30_CONTINUOUS_X2/tables/scenario4d_x2_covariate_diagnostics_by_rep.csv",TRUE,10,"scenario_id | rep_id | x2_mode | mean_x2_within_sd | min_x2_within_sd | mean_lag1_x2 | beta2_mean | log_lambda_rmse | cor_log_lambda | fit_status"
"analysis_s4d_short_time_continuous_x2/S4D_SHORT_TIME_FIXED_GAMMA_T30_CONTINUOUS_X2/tables/scenario4d_x2_covariate_diagnostics_by_subset.csv",TRUE,14,"subset | n | mean_x2_within_sd_avg | min_x2_within_sd_avg | mean_lag1_x2_avg | beta2_mean_avg | log_lambda_rmse_avg | cor_log_lambda_avg | mean_x2_within_sd_sd | min_x2_within_sd_sd | mean_lag1_x2_sd | beta2_mean_sd | log_lambda_rmse_sd | cor_log_lambda_sd"
"analysis_s4e_spatial_covariate_confounding_continuous_x2/S4E_STRONG_SPATIAL_COVARIATE_CONFOUNDING_FIXED_GAMMA_CONTINUOUS_X2_T100/tables/beta_confounding_diagnostics_continuous_x2.csv",TRUE,9,"subset | parameter | n_reps | mean_bias | mean_abs_bias | cor_bias_abs_cell_confounding | cor_abs_bias_abs_cell_confounding | cor_bias_abs_area_confounding | cor_abs_bias_abs_area_confounding"
"analysis_s4e_spatial_covariate_confounding_continuous_x2/S4E_STRONG_SPATIAL_COVARIATE_CONFOUNDING_FIXED_GAMMA_CONTINUOUS_X2_T100/tables/confounding_calibration_by_subset_continuous_x2.csv",TRUE,17,"subset | n_reps | confounding_strength_avg | x2_phi_abs_cell_cor_avg | x2_phi_abs_cell_cor_min | x2_phi_abs_cell_cor_max | x2_phi_abs_area_mean_cor_avg | x2_phi_abs_area_mean_cor_min | x2_phi_abs_area_mean_cor_max | reference_x2_phi_abs_cell_cor_avg | reference_x2_phi_abs_area_mean_cor_avg | confounded_minus_reference_cell_cor | confounded_minus_reference_area_cor | x2_sd_avg | x2_empirical_ar1_mean_avg | x2_binary_like_prop_max | beta0_shift_avg"
"analysis_s4e_spatial_covariate_confounding_continuous_x2/S4E_STRONG_SPATIAL_COVARIATE_CONFOUNDING_FIXED_GAMMA_CONTINUOUS_X2_T100/tables/kappa_recovery_by_subset_continuous_x2.csv",TRUE,8,"subset | n_reps | kappa_truth_cv_avg | kappa_post_mean_cv_avg | kappa_cv_bias_avg | kappa_rmse_avg | log_kappa_rmse_avg | cor_log_kappa_avg"
"analysis_s4e_spatial_covariate_confounding_continuous_x2/S4E_STRONG_SPATIAL_COVARIATE_CONFOUNDING_FIXED_GAMMA_CONTINUOUS_X2_T100/tables/numerical_guard_summary_by_subset_continuous_x2.csv",TRUE,6,"subset | n_reps | beta_guard_total | kappa_guard_total | lambda_input_guard_total | lambda_output_guard_total"
"analysis_s4e_spatial_covariate_confounding_continuous_x2/S4E_STRONG_SPATIAL_COVARIATE_CONFOUNDING_FIXED_GAMMA_CONTINUOUS_X2_T100/tables/posterior_beta_aggregate_continuous_x2.csv",TRUE,12,"subset | parameter | n_reps | mean_truth | mean_post_mean | sd_post_mean_across_reps | mean_bias | median_bias | rmse_bias | mean_abs_bias | coverage | mean_post_sd"
"analysis_s4e_spatial_covariate_confounding_continuous_x2/S4E_STRONG_SPATIAL_COVARIATE_CONFOUNDING_FIXED_GAMMA_CONTINUOUS_X2_T100/tables/posterior_beta_summary_continuous_x2.csv",TRUE,14,"scenario_id | rep_id | parameter | truth | post_mean | post_sd | q025 | q50 | q975 | bias | covered | fit_status | nonfailed | stable_fit"
"analysis_s4e_spatial_covariate_confounding_continuous_x2/S4E_STRONG_SPATIAL_COVARIATE_CONFOUNDING_FIXED_GAMMA_CONTINUOUS_X2_T100/tables/posterior_performance_by_subset_continuous_x2.csv",TRUE,44,"subset | n_reps | reps | mean_count_avg | zero_prop_avg | reference_mean_count_avg | total_count_sum | max_count_max | x2_confounding_strength_avg | x2_phi_abs_cell_cor_avg | x2_phi_abs_area_mean_cor_avg | reference_x2_phi_abs_cell_cor_avg | reference_x2_phi_abs_area_mean_cor_avg | beta0_mean_avg | beta1_mean_avg | beta1_mean_sd | beta2_mean_avg | beta2_mean_sd | beta0_coverage | beta1_coverage | beta2_coverage | r_truth_avg | r_mean_avg | r_mean_sd | r_bias_avg | r_abs_bias_avg | r_region_coverage_95_avg | phi_rmse_avg | phi_cor_avg | lambda_rmse_avg | lambda_rmse_median | log_lambda_rmse_avg | log_lambda_rmse_median | cor_log_lambda_avg | kappa_truth_cv_avg | kappa_post_mean_cv_avg | kappa_cv_bias_avg | kappa_rmse_avg | log_kappa_rmse_avg | cor_log_kappa_avg | beta_guard_total | kappa_guard_total | lambda_input_guard_total | lambda_output_guard_total"
"analysis_s4e_spatial_covariate_confounding_continuous_x2/S4E_STRONG_SPATIAL_COVARIATE_CONFOUNDING_FIXED_GAMMA_CONTINUOUS_X2_T100/tables/s4e_replicate_level_summary_continuous_x2.csv",TRUE,45,"scenario_id | rep_id | fit_status | mean_count | zero_prop | reference_mean_count | observed_total_count | max_count | x2_confounding_strength | x2_residual_weight | preserve_reference_mean | x2_phi_cell_cor | x2_phi_abs_cell_cor | x2_phi_area_mean_cor | x2_phi_abs_area_mean_cor | reference_x2_phi_abs_cell_cor | reference_x2_phi_abs_area_mean_cor | beta0_reference_truth | beta0_confounding_truth | beta0_shift_to_preserve_reference_mean | beta0_mean | beta1_mean | beta2_mean | r_mean | r_truth_for_eval | lambda_rmse | log_lambda_rmse | cor_log_lambda | kappa_truth_cv | kappa_post_mean_cv | kappa_rmse | log_kappa_rmse | cor_log_kappa | phi_rmse | phi_cor | s4e_beta_guard_count | s4e_kappa_guard_count | s4e_lambda_input_guard_count | s4e_lambda_output_guard_count | x2_mode | x2_ar | x2_innov_sd | x2_sd | x2_empirical_ar1_mean | x2_binary_like_prop"
"analysis_s4e_spatial_covariate_confounding_continuous_x2/S4E_STRONG_SPATIAL_COVARIATE_CONFOUNDING_FIXED_GAMMA_CONTINUOUS_X2_T100/tables/scenario_comparison_s3_s4e_continuous_x2.csv",TRUE,13,"scenario | subset | n_reps | mean_count_avg | zero_prop_avg | x2_phi_abs_cell_cor_avg | x2_phi_abs_area_mean_cor_avg | beta1_mean_avg | beta2_mean_avg | beta2_mean_sd | r_mean_avg | log_lambda_rmse_avg | cor_log_lambda_avg"
"analysis_s4e_spatial_covariate_confounding_continuous_x2/S4E_STRONG_SPATIAL_COVARIATE_CONFOUNDING_FIXED_GAMMA_CONTINUOUS_X2_T100/tables/scenario4e_posterior_performance_manifest_continuous_x2.csv",TRUE,2,"item | value"
