"scenario","rep","status","finite_status","lambda_mode","gamma_mode","gamma_fixed","n_iter","n_burnin","n_thin","n_stored","beta_dim","beta0_mean","beta1_mean","beta2_mean","loglik_last","lambda_max","kappa_max","r_accept_mean","gamma_accept_mean","delta_accept_rate","elapsed_sec","fit_file","error","baseline_analysis_status"
"S4C","rep01","nonfinite_output","omega_nonfinite_1368","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-2.15383555640551,0.505002524072835,-0.37887545931914,-3075.12568934576,3.89213428794715,5.57197865123541,0.312916666666667,NA,0.89885,402.185399055481,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4C_rep01_full_fit.rds","","analysis_ok_with_omega_warning"
"S4C","rep02","nonfinite_output","omega_nonfinite_27","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-1.4091205757794,0.507010592793211,-0.398128310096572,-3480.64938422572,1.77739729986061,5.19154865037693,0.310772222222222,NA,0.89485,395.090941905975,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4C_rep02_full_fit.rds","","analysis_ok_with_omega_warning"
"S4C","rep03","nonfinite_output","omega_nonfinite_36","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-1.43205191100199,0.497240570874397,-0.399426166415571,-3506.35764042008,1.73990709668186,5.90513819832894,0.315922222222222,NA,0.90755,397.112957954407,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4C_rep03_full_fit.rds","","analysis_ok_with_omega_warning"
"S4C","rep04","nonfinite_output","omega_nonfinite_246","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-2.02645823360197,0.505784795609278,-0.423778631814421,-3182.87632699344,5.05420663484005,6.38733928953343,0.311583333333333,NA,0.90775,399.770200967789,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4C_rep04_full_fit.rds","","analysis_ok_with_omega_warning"
"S4C","rep05","nonfinite_output","omega_nonfinite_1098","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-1.57548832482748,0.491710074291499,-0.427332495513109,-3561.92302418443,2.00943506735868,4.32456003465216,0.312238888888889,NA,0.9002,396.908578157425,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4C_rep05_full_fit.rds","","analysis_ok_with_omega_warning"
"S4C","rep06","nonfinite_output","omega_nonfinite_33","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-1.61607997000056,0.491912794136637,-0.383868456865357,-3410.98627101603,2.42328107895931,5.99028433186283,0.312311111111111,NA,0.8805,391.63131904602,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4C_rep06_full_fit.rds","","analysis_ok_with_omega_warning"
"S4C","rep07","nonfinite_output","omega_nonfinite_957","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-1.69060932203611,0.50020286862171,-0.410126361037247,-3285.26264493403,2.36857684928443,5.09735616373103,0.311033333333333,NA,0.90535,393.238862037659,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4C_rep07_full_fit.rds","","analysis_ok_with_omega_warning"
"S4C","rep08","nonfinite_output","omega_nonfinite_18","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-1.79468628703416,0.437846545231861,-0.398506149146801,-3312.55083451136,3.03403861578389,4.88369617263454,0.312705555555556,NA,0.8959,392.657929897308,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4C_rep08_full_fit.rds","","analysis_ok_with_omega_warning"
"S4C","rep09","nonfinite_output","omega_nonfinite_15","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-1.59996731527555,0.49561942233506,-0.398554422583697,-3377.34597844022,2.70272726302792,6.22004000846143,0.309677777777778,NA,0.8397,390.746621847153,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4C_rep09_full_fit.rds","","analysis_ok_with_omega_warning"
"S4C","rep10","nonfinite_output","omega_nonfinite_18","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-1.60748832218919,0.530170715136933,-0.43077611807549,-3427.35804900696,2.20526470167641,4.92075764251156,0.311577777777778,NA,0.8358,399.119647026062,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4C_rep10_full_fit.rds","","analysis_ok_with_omega_warning"
"S4D","rep01","ok","ok","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-1.6479088955423,0.478758766532219,-0.430880277365291,-1006.58384514434,1.77457800486934,2.44501845378455,0.498577777777778,NA,0.86655,133.316171884537,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4D_rep01_full_fit.rds","","analysis_ok"
"S4D","rep02","nonfinite_output","omega_nonfinite_9","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-1.70076839677693,0.502272855048562,-0.413693259270481,-1039.76611801813,1.83098251321517,2.41718299615823,0.498311111111111,NA,0.90095,133.037497997284,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4D_rep02_full_fit.rds","","analysis_ok_with_omega_warning"
"S4D","rep03","ok","ok","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-1.32623898839224,0.513806280652124,-0.40342122410624,-1085.08422796913,1.49924858981424,2.71280695500512,0.496188888888889,NA,0.90625,132.097970962524,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4D_rep03_full_fit.rds","","analysis_ok"
"S4D","rep04","nonfinite_output","omega_nonfinite_3","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-1.65294783150392,0.509899109880943,-0.432658819980752,-997.597730249413,1.51516426969575,2.54242044386762,0.49905,NA,0.8829,133.188507795334,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4D_rep04_full_fit.rds","","analysis_ok_with_omega_warning"
"S4D","rep05","nonfinite_output","omega_nonfinite_30","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-1.68527721734093,0.509673086590681,-0.393794094365769,-1048.99815533964,1.8789935242556,2.88184459077378,0.498733333333333,NA,0.90745,134.04745388031,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4D_rep05_full_fit.rds","","analysis_ok_with_omega_warning"
"S4D","rep06","ok","ok","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-1.70689008479146,0.525739279277586,-0.398683843010669,-1010.45075687125,1.96507935969154,2.87620777996096,0.498127777777778,NA,0.891,133.662477016449,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4D_rep06_full_fit.rds","","analysis_ok"
"S4D","rep07","nonfinite_output","omega_nonfinite_117","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-2.10437825457325,0.531075792900819,-0.396303886316356,-944.496928094738,7.30162633890408,5.39969366008832,0.499883333333333,NA,0.89755,134.005270004272,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4D_rep07_full_fit.rds","","analysis_ok_with_omega_warning"
"S4D","rep08","ok","ok","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-1.89360723289864,0.541033153790668,-0.379570350352911,-1002.59817318487,1.96513346604092,2.83500367631232,0.500722222222222,NA,0.8691,135.027523040771,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4D_rep08_full_fit.rds","","analysis_ok"
"S4D","rep09","ok","ok","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-1.88404011480517,0.456494045688283,-0.423966053362156,-985.154911721181,2.21369221813955,3.60297610860393,0.499277777777778,NA,0.86995,136.143671989441,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4D_rep09_full_fit.rds","","analysis_ok"
"S4D","rep10","ok","ok","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-1.49994330242909,0.498541228024192,-0.382658067135104,-1079.90367824988,1.36889834341264,2.36702838219536,0.497411111111111,NA,0.88745,133.298334121704,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4D_rep10_full_fit.rds","","analysis_ok"
"S4E","rep01","nonfinite_output","omega_nonfinite_666","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-1.99687067841824,0.496517297124179,-0.405099952951606,-3222.89488168271,2.73009520680069,3.14128906796736,0.321861111111111,NA,0.8527,399.14119887352,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4E_rep01_full_fit.rds","","analysis_ok_with_omega_warning"
"S4E","rep02","ok","ok","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-1.33278670849164,0.495009982045583,-0.386752427358915,-3590.54745866813,1.51381287029242,2.57617155424209,0.32365,NA,0.90435,398.087520122528,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4E_rep02_full_fit.rds","","analysis_ok"
"S4E","rep03","nonfinite_output","omega_nonfinite_3","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-1.44001083510819,0.497261307952699,-0.398412324715628,-3563.48997860028,1.49310682934974,2.78166821313201,0.323033333333333,NA,0.8982,394.855947971344,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4E_rep03_full_fit.rds","","analysis_ok_with_omega_warning"
"S4E","rep04","nonfinite_output","omega_nonfinite_117","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-1.88967804487204,0.494429315554903,-0.389257286727384,-3273.84711653467,4.5252083921746,2.99653754279639,0.321783333333333,NA,0.8985,399.015542030334,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4E_rep04_full_fit.rds","","analysis_ok_with_omega_warning"
"S4E","rep05","ok","ok","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-1.38125214946128,0.50662717003015,-0.397355361420153,-3669.07292423173,1.50293399389405,2.52189301701284,0.320877777777778,NA,0.8669,397.218809127808,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4E_rep05_full_fit.rds","","analysis_ok"
"S4E","rep06","nonfinite_output","omega_nonfinite_27381","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-1.52813708887444,0.469457180012977,-0.39181762581526,-3528.70176027766,1.66293312607497,2.44494961348386,0.322461111111111,NA,0.907,399.542840003967,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4E_rep06_full_fit.rds","","analysis_ok_with_omega_warning"
"S4E","rep07","ok","ok","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-1.45254639489269,0.487204734113976,-0.408253895853522,-3430.35744491523,1.84767180062357,2.75985050255032,0.322294444444444,NA,0.86615,396.367234945297,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4E_rep07_full_fit.rds","","analysis_ok"
"S4E","rep08","ok","ok","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-1.63571325528036,0.517921081113243,-0.396160994388541,-3386.25197691673,2.44173193115585,2.76594047755079,0.3237,NA,0.89985,398.869143009186,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4E_rep08_full_fit.rds","","analysis_ok"
"S4E","rep09","nonfinite_output","omega_nonfinite_204","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-1.50271058127992,0.504082277686788,-0.397937502558604,-3502.41576333246,1.84363093638379,2.49829354331936,0.323394444444444,NA,0.9049,397.882045030594,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4E_rep09_full_fit.rds","","analysis_ok_with_omega_warning"
"S4E","rep10","ok","ok","dynamic","fixed",0.8,20000,10000,5,2000,"2000 x 2",-1.49997924044632,0.504689894400474,-0.412103946823676,-3566.90972528968,1.83145649279098,2.50899381427056,0.322305555555556,NA,0.83745,398.387122869492,"analysis_collab_diagnostics/old_sampler_full_fits/old_aligned_S4E_rep10_full_fit.rds","","analysis_ok"
