"fixed_gamma","mean_loglik","beta0_mean","beta1_mean","beta2_mean","delta_mean","gamma_truth","beta1_truth","beta2_truth","delta_truth","phi_accept_rate","delta_accept_rate","r_accept_rate_mean","beta_mean_n_reject"
0.7,-2255.22107697265,-1.55395589766567,0.537280374185692,-0.397654873022301,0.885110041840384,0.8,0.5,-0.4,0.9,0.2593,0.29285,0.307611111111111,8.48645
0.8,-2255.81444455232,-1.54985043522926,0.524612503439124,-0.397927100580451,0.885078040390701,0.8,0.5,-0.4,0.9,0.25815,0.31825,0.299161111111111,8.49795
0.9,-2256.87303351993,-1.54572408476386,0.522652100610612,-0.397713728862047,0.886170345178206,0.8,0.5,-0.4,0.9,0.2618,0.2967,0.296938888888889,8.4226
