"subset","n","kappa_truth_cv_avg","kappa_post_mean_cv_avg","kappa_cv_bias_avg","kappa_rmse_avg","log_kappa_rmse_avg","kappa_mae_avg","log_kappa_mae_avg","cor_kappa_avg","cor_log_kappa_avg","kappa_truth_cv_sd","kappa_post_mean_cv_sd","kappa_cv_bias_sd","kappa_rmse_sd","log_kappa_rmse_sd","kappa_mae_sd","log_kappa_mae_sd","cor_kappa_sd","cor_log_kappa_sd"
"all_sampled_lambda",10,0.261251518902336,0.235366478577219,-0.0258850403251167,0.113383388034481,0.116436127176102,NA,NA,0.900590679676381,0.897707642473935,0.0095726835437629,0.00908009318971117,0.00633383737477624,0.0124274596584936,0.0134625919913454,NA,NA,0.0194214371035681,0.020177713566859
"stable_only",10,0.261251518902336,0.235366478577219,-0.0258850403251167,0.113383388034481,0.116436127176102,NA,NA,0.900590679676381,0.897707642473935,0.0095726835437629,0.00908009318971117,0.00633383737477624,0.0124274596584936,0.0134625919913454,NA,NA,0.0194214371035681,0.020177713566859
"stable_plus_soft_warning",10,0.261251518902336,0.235366478577219,-0.0258850403251167,0.113383388034481,0.116436127176102,NA,NA,0.900590679676381,0.897707642473935,0.0095726835437629,0.00908009318971117,0.00633383737477624,0.0124274596584936,0.0134625919913454,NA,NA,0.0194214371035681,0.020177713566859
"numerical_instability",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
