"subset","n","TT_short_avg","n_cells_avg","phi_rmse_avg","phi_mae_avg","phi_cor_avg","phi_ident_sd_avg","tau_phi_mean_avg","TT_short_sd","n_cells_sd","phi_rmse_sd","phi_mae_sd","phi_cor_sd","phi_ident_sd_sd","tau_phi_mean_sd"
"all_sampled_lambda",10,30,270,0.195064616770982,NA,0.882340604574868,0.57070169251155,1.46921850727318,0,0,0.142494123145312,NA,0.158373815419498,0.319520465503476,1.47455672305989
"stable_only",10,30,270,0.195064616770982,NA,0.882340604574868,0.57070169251155,1.46921850727318,0,0,0.142494123145312,NA,0.158373815419498,0.319520465503476,1.47455672305989
"stable_plus_soft_warning",10,30,270,0.195064616770982,NA,0.882340604574868,0.57070169251155,1.46921850727318,0,0,0.142494123145312,NA,0.158373815419498,0.319520465503476,1.47455672305989
"numerical_instability",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
