"n_reps","TT_unique","n1_unique","sparse_beta0_shift_unique","x2_mode_unique","x2_ar_unique","x2_innov_sd_unique","x2_sd_avg","x2_binary_like_prop_max","x2_empirical_ar1_mean_avg","expected_count_multiplier_unique","mean_count_avg","mean_count_min","mean_count_max","median_count_avg","zero_prop_avg","zero_prop_min","zero_prop_max","total_count_sum","max_count_max","beta0_ident_min","beta0_ident_median","beta0_ident_max","max_abs_beta0_ident","lambda_raw_median_avg","lambda_raw_max_max","passes_mean_count_target","passes_zero_prop_target","passes_identified_scale_target","passes_continuous_x2_target","passes_s4a_data_check"
10,"100","9","-4.25","continuous_time","0.5","0.8",1,0,0.477647014172866,"0.0142642",2.90544444444445,1.95777777777778,4.36444444444446,1.7,0.248888888888889,0.173333333333333,0.358888888888889,26149,61,-6.38511540131423,-5.8684950735633,-5.63506352666298,6.38511540131423,1.02294020865828,2.25929664939123,TRUE,TRUE,TRUE,TRUE,TRUE
